Nr.|Text|ADD|AUF|FKT|REL|ZIE|THE|KON
X|||||||VOLU|ABW
0|"In der Klasse kamen neulich Diskussionen auf um die Frage ""sollte man ein Ehrenamt ausüben""."|N|EIN|AHG||||
1|Es gab viele verschiedene Meinungen, deshalb möchte ich diese Frage heute erörtern.|N|EIN|GLD||||
2|"Die These lautet ""Man sollte ein Ehrenamt ausüben"""|N|HAU|TH1||||
3|Dafür spricht man kann dann stolz darauf sein, dass man etwas für die Gesellschaft leistet,|N|HAU|PRO||||
4|da man Gratis für etwas wichtiges arbeitet.|N|HAU|PRO||||
5|Es würden dann auch mehr Leute arbeiten,|N|HAU|PRO||||
6|da die Chefs einen dann nicht bezahlen und man dann auch keine bzw wenig Kapazitäten einnimt.|N|HAU|PRO||||
7|Es würde dann auch eine bessere Infrastruktur entstehen,|N|HAU|PRO||||
8|da dann mehr Leute in den wichtigen Berufen arbeiten würden.|N|HAU|PRO||||
9|Man sollte kein Ehrenamt ausführen.|J|HAU|TH2||||
10|Für die Seite Man sollte nicht ehrenamtlich arbeiten spricht, dass es eigentlich nicht so viel Sinn ergibt heutzutage Gratis zu arbeiten, wenn man mit dem gleichem Beruf auch Geld verdienen könnte.|N|HAU|CON||||
11|Wenn jeder ehrenamtlich arbeiten würde, würde das Geldsytstem komplett zusammenbrechen und wir würden im Kommunsimus versinken,|N|HAU|CON||||
12|da niemand dann mehr Geld brauchen würde.|N|HAU|CON||||
13|Es würden sich auch zu viele Leute in größeren Betrieben wie zB der Feuerwehr und der Polizei bewerben, sodass dann Leute abgelehnt werden müssten,|N|HAU|CON||||
14|da die öffentlichen und großen Betriebe ja auch nicht so viele Plätze haben.|N|HAU|CON||||
15|Ich finde das System der ehrernamts Arbeit sehr gut ist.|N|SCH|ZTH||||
16|Das stärkste Argument für ein Ehrenamtlichen Beruf ist, dass du was zur Gesellschaft beiträgst,|N|SCH|PRO||||
17|da du dann in wichtigen Berufen arbeitest|N|SCH|PRO||||
18|da du nicht bezahlt wirst nimmst du auch nur ganz wenige Kapazitäten in Anspruch.|N|SCH|PRO||||
19|Ich finde das Ehrenamt hat gewonnen,|N|SCH|ZTH||||
20|da es wichtig ist, dass auch Leute ehrenamtlich arbeiten statt immer nur die Kapizitätn einzunehmen|N|SCH|PRO||||
21|Ich empfehle die Erhenamts Arbeit,|N|SCH|ZTH||||
22|da es ein wichtiger teil im Berufsleben ist und mehr Leute ehrenamtlich arbeiten sollten|N|SCH|PRO||||
23|und mehr Leute ehrenamtlich arbeiten sollten|N|SCH|PRO||||
