Nr.|Text|ADD|AUF|FKT|REL|ZIE|THE|KON
X|||||||ARTS|ABW
0|Es wird in einigen Bundesländern diskutiert ob es an den Schulen Theater Unterricht geben sollte.|N|EIN|WHG||||
1|Es gibt Stimmen dafür aber auch Stimmen dagegen.|N|EIN|GLD||||
2|Es sollte keinen Theater unterricht geben|N|HAU|TH2||||
3|da sich viele Leute super unwohl auf der Bühne oder beim Schauspielen fühlen.|N|HAU|CON||||
4|Ich kenne eine Person die unter Angststörungen leidet und sie hat mit ihrer Klasse mal einen Theater workshop gemacht und hat dabei fast eine Panikattake bekommen.|N|HAU|CON||||
5|Außerdem gelingt es nicht vielen sich in andere Rollen zu versetzen.|N|HAU|CON||||
6|Ich habe früher mit meiner Schwester oft so getan als wären wir irgendwelche fiktieven Charaktäre und sie hatte immer probleme damit sich in andere Rollen zu versetzen.|N|HAU|CON||||
7|Dazu währe es nicht sehr Fähr jemand auf sowas zu benoten|N|HAU|CON||||
8|da jeder unterschiedliche Stärken und Schwächen hat.|N|HAU|CON||||
9|Wen eine Person sich auf der Bühne unwohl fühlt dann wird sich das warscheinlich auch nicht durch Unterricht ändern.|N|HAU|CON||||
10|Auf der anderen Seite wäre Theater unterricht gut|N|HAU|TH1||||
11|da Theater das Selbstbewustsein stärkt.|N|HAU|PRO||||
12|Eine Freundin von mir hatte starke probleme mit ihrem Selbstbewusstsein, doch als sie mit Theater angefangen hat ist ihr Selbstwert gefühl sehr positiv verändert.|N|HAU|PRO||||
13|Dazu kommt das man in andere Rollen reinzuschlüpfen kann|N|HAU|PRO||||
14|und man sich von einer anderen Seite kennenlernt.|N|HAU|PRO||||
15|Ich war früher mal in einer Theater AG und es hat super viel Spaß gemacht sich in andere Rollen hinein zu versetzen.|N|HAU|PRO||||
16|AAußerdem kann man seine Kreativen Seiten hervorbringen|N|HAU|PRO||||
17|und man lernt mehr über sich selbst.|N|HAU|PRO||||
18|Wen man ein bestimmten Charakter spielen soll kann man selber darüber nachdenken was dieser Charakter tun würde.|N|HAU|PRO||||
19|und man kann erfrschen wie man selbst mit situationen umgeht|N|HAU|PRO||||
20|und wie der Charakter mit diesen Situationen umgehen würde.|N|HAU|PRO||||
21|Ich finde theater unterricht ist eine tolle idee|N|SCH|ZTH||||
22|da man mehr über sich selbst lernen kann|N|SCH|PRO||||
23|und es das Selstbewusstsein stärkt.|N|SCH|PRO||||
24|Das Fazit ist das, auf der einen seite theater Unterricht unvorteilhaft wäre,|N|SCH|TH2||||
25|da sich viele Leute unwohl fühlen|N|SCH|CON||||
26|oder Probleme damit haben sich in andere Rollen zu versetzen.|N|SCH|CON||||
27|Auf der anderen seite wäre es gut|N|SCH|TH1||||
28|da man Selbstbewusster wird|N|SCH|PRO||||
29|und die Chance hat sich in einen anderen Charakter hineinzuversetzen.|N|SCH|PRO||||
30|Ich empfehle es dem eine Chance zu geben auch wenn man sich am anfang vielleicht unwohl oder unbeholfen fühlt,|N|SCH|SON||||
31|da es einem vielleicht am Ende ja doch Spaß macht.|N|SCH|PRO||||
