Nr.|Text|ADD|AUF|FKT|REL|ZIE|THE|KON
X|||||||BOOK|ABW
0|In dieser Diskussion geht es darum, ob in Schulen absofort Tabletts anstatt von Büchern verwendet werden sollen.|N|EIN|GLD||||
1|"""Ich bin für den Einsatz von Tabletts im Schulalltag."|N|HAU|TH1||||
2|""" Wenn man Tabletts statt Bücher im Unterricht verwendet, kann man sich immer und überall notizen machen und markieren."|N|HAU|PRO||||
3|Das wirde das lernen deutlich vereinfachen,|N|HAU|PRO||||
4|da man den Inhalt von Büchern (oder ähnlichem) viel schneller verstehen kann.|N|HAU|PRO||||
5|Wenn man sich die aktuelle Klimapolitik anschaut sieht man, dass die Abholzung der Wälder ein ganz großes und aktuelles Problem ist|N|HAU|PRO||||
6|und wie jeder weiß besteht Papier zum größten Teil aus Holz.|N|HAU|PRO||||
7|Die Gesundheit der Schüler:innen spielt dabei auch eine sehr große Rolle,|N|HAU|PRO||||
8|denn wenn man zum Beispiel an einem Tag vier Fächer hat, wo man in jedm der Fächer ein/zwei Buch/er, ein Heft und dann noch die Ganzen anderen aus Papier bestehenden Dinge wie Schulplaner, Blöcke usw. mit hat, dann geht das sehr auf den Rücken|N|HAU|PRO||||
9|und man hat oftmals am ende des Tages Rückenschmerzen.|N|HAU|PRO||||
10|"""Ich bin gegen den Einsatz von Tabletts im Schulalltag."|N|HAU|TH2||||
11|""" Man kennt es ja, wenn man mal wieder zu lange am Smartphone war und einem danach die Stirn etwas schmertzt, wegen des unnatürlichen Lichts."|N|HAU|CON||||
12|Zu lange heißt für mich schon nach einer Stunde oder länger.|N|HAU|CON||||
13|Wenn man sich diesen Schmerz dann für einen 8- Stundentag anschaut, kann man sich ja denken wie so etwas auf die Stirn geht.|N|HAU|CON||||
14|Wenn man sich die Preise solcher Tabletts/E-Books anschaut, dann fällt auf, dass die gar nicht mal so günstig sind|N|HAU|CON||||
15|und da stellt sich die Frage, wer so etwas finanzieren soll.|N|HAU|CON||||
16|Jeder kennt es, man versucht mal wieder zu lernen und nach fünf Minuten bekommt man eine Nachricht auf dem Handy und schon ist die Motivation wieder weg,|N|HAU|CON||||
17|weil man sich ablenken lassen hat.|N|HAU|CON||||
18|Stellt man sich das im Unterricht vor, kann man sich gleich ausmahlen, wie gut die Aufmerksamkeit der Schüler:innen sein wird.|N|HAU|CON||||
19|Ich persöhnlich fände es gut, wenn man an Schulen Tabletts statt Bücher verwenden würde, da man dann sozusagen alle Fächer die es gibt in einem einzigen kleinen Gerät hätte.|N|SCH|ZTH||||
20|da man dann sozusagen alle Fächer die es gibt in einem einzigen kleinen Gerät hätte.|N|SCH|PRO||||
21|Durch das Internet hat man zugriff auf sämtliche Informationen|N|SCH|PRO||||
22|und durch Scanntechnologie lassen sich arbeitsblätter auch einfach einscannen und Online bearbeiten.|N|SCH|PRO||||
23|Ein weiterer Punkt ist, dass die Technologie heutzuitage ja soweit ist, dass es Modi gibt, wo das Licht besser für das Auge ist|N|SCH|PRO||||
24|und somit wäre das Problem der Kopfschmerzen auch minimiert.|N|SCH|PRO||||
25|Die Meinungen sind da bekanntlich gespalten|N|SCH|WHG||||
26|aber ich fände es gut würde es Tabletts an Schulen geben.|N|SCH|ZTH||||
