Nr.|Text|ADD|AUF|FKT|REL|ZIE|THE|KON
X|||||||ARTS|EIN
0|Sollte Darstellendes Spiel ab der Jahrgangsstufe 7 als Pflichtfach eingeführt werden?|N|EIN|GLD||||
1|"Im Auftrag der Zeitschrift ""Vorhang auf!"" zeige ich euch die Pro- & Kontraseiten für DS (Darstellendes Spiel) als Pflichtfach."|N|EIN|GLD||||
2|In einigen Bundesländern wird momentan diskutiert, ob man Theaterunterricht als Pflichtfach einführen sollte, die Schüler*innen also ab Klasse 7 regelmäßig in der Schauspielerei unterrichtet werden sollen.|N|EIN|WHG||||
3|Viele sagen zum Beispiel, dass diese später nützlich sein könnte,|N|HAU|CON||||
4|außer um zu jemanden zu betrügen, scheint es allerdings keinen Grund dazu zu geben.|N|HAU|PRO||||
5|Schließlich ist es hier das Ziel, sich zu verstellen.|N|HAU|PRO||||
6|Auch könnte jemand sagen, dass, sollte man vorhaben später als Schauspieler*in zu arbeiten, früh damit angangen sollte, um bessere Chancen zu haben.|N|HAU|CON||||
7|Allerdings können die Schüler*innen das Fach auch optional wählen. sollten sie interessiert sein.|N|HAU|PRO||||
8|Für viele währe der DS-Unterricht wahrscheinlich eher uninteressant.|N|HAU|PRO||||
9|Wie zuvor schon erwähnt hat nur ein sehr kleiner Teil überhaupt vor, Schauspieler*in zu werden.|N|HAU|PRO||||
10|Einen allgemeinen Nutzen für das spätere Leben, hat es im Gegensatz zu zum Beispiel Mathe auch nicht.|N|HAU|PRO||||
11|Auf der Bühne zu stehen kann für manche Jugendlich zu dem unangenehm sein.|N|HAU|PRO||||
12|Wenn Schüler*innen nicht gut sind, kann das für andere eine Möglichkeit für Mobbing sein.|N|HAU|PRO||||
13|Schüler mit Talent haben außerdem einen großen Vorteil gegenüber anderen.|N|HAU|PRO||||
14|Auch mit viel Übung wird es für weniger Talentierte schwer sein, ein 'Gut' oder 'Sehr Gut' zu erreichen.|N|HAU|PRO||||
15|Man könnte meinen, dass der Fortschritt, also die Verbesserung des Schülers bewertet wird.|N|HAU|PRO||||
16|Aber auch in Fächern wir Kunst wird dies nur sehr selten umgesetzt.|N|HAU|PRO||||
17|Ich persönlich finde, Schauspielunterricht sollte kein Pflichfach werden.|N|SCH|ZTH||||
18|Es ist sehr Talentbasiert und unwichtig für Schüler die später nicht in diesem Bereich arbeiten wollen.|N|SCH|PRO||||
19|Schüler die interessiert sind, sollten weiterhin die Möglichkeit haben, Darstellendes Spiel als Wahlfach zu wählen.|N|SCH|SON||||
20|Man kann sagen, dass es wesentlich mehr Argumente gegen, als für DS als Pflichtfach gibt.|N|SCH|PRO||||
21|Während es kaum einen Nutzen für das spätere Leben hat,|N|SCH|PRO||||
22|kann es für Schüler*innen unangenehm werden.|N|SCH|PRO||||
23|Auch die Noten werden eher schlecht ausfallen, sollte man kein Talent haben.|N|SCH|PRO||||
24|Ich würde Darstellendes Spiel nicht als Pflichtfach einführen.|N|SCH|ZTH||||
25|Es würde Schülerinnen und Schülern den Schultag eher Erschwehren.|N|SCH|PRO||||
