Nr.|Text|ADD|AUF|FKT|REL|ZIE|THE|KON
X|||||||FAST|UEN
0|Wir hatten ein Schulprojekt welches von gesunder Ernährung handelte, dies fand ich sehr spannend und möchte mich nun mit den jeweils positiven Aspekten von selbst zubereitetem Essen und Fast food auseinandertsetzen.|N|EIN|AHG||||
1|Selberkochen ist besser als Fast Food.|J|HAU|TH1||||
2|Auf der einen Seite denke ich , dass das selbst zubereitete Essen wohlmöglich länger dauern könnte|N|HAU|CON||||
3|aber auch viel gesünder als Fast Food ist.|N|HAU|PRO||||
4|Bei selbst zubereitetem Essen nutzt man frische Zutaten wie beispielsweise Obst oder Gemüse vom Wochenmarkt.|N|HAU|PRO||||
5|Das Selbstzubereiten mag vielleicht länger dauern|N|HAU|CON||||
6|jedoch kann es auch Spaß machen|N|HAU|PRO||||
7|und am Ende ist man stolz auf sich und sein selbstgemachtes gelungenes Gericht.|N|HAU|PRO||||
8|Außerdem lernt man so den Umgang mit Lebensmitteln oder auch mit Küchengeräten wie besipielsweise Messern, Herd, Ofen etc.|N|HAU|PRO||||
9|Dies ist auch ein Vorteil für das Erwachsenwerden|N|HAU|PRO||||
10|denn man ist dann in der Lage für sich selbst zu sorgen.|N|HAU|PRO||||
11|Dann gibt es auch noch Fast Food, viele Menschen verbinden damit stark fettiges und ungesundes Essen,|N|HAU|WHG||||
12|Fast Food ist besser als Selberkochen.|J|HAU|TH2||||
13|jedoch denke ich, dass Fast Food in gut eingeteilten Maßen vollkommn in Ordnung ist.|N|HAU|CON||||
14|Das Zubereiten von Fast Food geht oft schnell|N|HAU|CON||||
15|und ist somit eine gute Lösung für Menschen, die beispielsweise lange arbeiten dann Nachause kommen und keine Kraft bzw. zu erschöpft sind um noch irgendetwas aufwendiges zu kochen.|N|HAU|CON||||
16|Am besten  ist aber die große Auswahl die es an Fast Food gibt.|N|HAU|CON||||
17|Man findet von Burger und Pizza bishin zu Nudelgerichten aber auch Salate alles.|N|HAU|CON||||
18|Ich bin der Meinung, dass beide Varianten vollkommen in Ordung sind|N|SCH|ZTH||||
19|jedoch sollte man beim Fast Food auf seinen Konsum achten.|N|SCH|SON||||
20|Außerdem hat nicht jede Person die Möglichkeit oder die Zeit frisch und selbst zu kochen.|N|SCH|CON||||
21|Jeder Mensch sollte für sich selbst entscheiden ob er selbst kocht oder zum Fast food greift.|N|SCH|ZTH||||
