Nr.|Text|ADD|AUF|FKT|REL|ZIE|THE|KON
X|||||||VOLU|ABW
0|Jeder hat in seiner Stadt bestimmt ein Polizei- oder Feuerwehrgebäude und jeder kennt auch diese Art von Beruf.|N|EIN|SON||||
1|Trotzdem werden häufig die Menschen im Hintergrund vergessen, die Leute die ehrenamtlich in kleinen Städten, bei der freiwilligen Feuerwehr ihren Nachmittag ohne Bezahlung verbringen.|N|EIN|SON||||
2|Allerdings sind das nicht die einzigen Personen die sich ehrenamtlich für eine bestimmte Sache einsetzen.|N|EIN|WHG||||
3|Andere betreuen z.B. Kinder in ihrer Freizeit.|N|EIN|WHG||||
4|So sind wir mit unserer Schülerzeitung dann auf dieses Thema gekommen.|N|EIN|AHG||||
5|Anschließend wollten wir uns die Meinugen verschiedener Personen einholen.|N|EIN|AHG||||
6|Man konnte nach der Befragung erkennen, dass sich vor allem zwei Gruppen mit verschieden Meinungen gebildet haben.|N|EIN|GLD||||
7|Wenn ihr jetzt noch eine andere Meinug habt, schreibt uns diese Gerne per Mail.|N|EIN|SON||||
8|Man sollte ein Ehrenamt ausführen.|J|HAU|TH1||||
9|"These 1: ""Ich bin stolz darauf, dass ich etwas für die Gesellschaft leiste."""|N|HAU|PRO||||
10|Jeder der ehrenamtlich arbeitet weiß, dass der Job nicht leicht ist|N|HAU|PRO||||
11|und man trotzdem nur ein kleines Budget erhält.|N|HAU|PRO||||
12|Allerdings wird man durch so einen Job gut auf das einem anstehende Berufsleben vorbereitet.|N|HAU|PRO||||
13|So hat man es dann vllt. leichter in einen neuen Beruf reinzufinden.|N|HAU|PRO||||
14|Außerdem ist man durch so einen ehrenamtlichen Job z.B. bei der freiwilligen Feuerwehr, in einen Umfeld mit vielen anderen Menschen|N|HAU|PRO||||
15|und so kann man dann vllt. viele neue soziale Kontakte knüpfen.|N|HAU|PRO||||
16|Ebenfalls ein Aspekt für einen ehrenamtlichen Job, ist das positive Gefühl mit dem nach Hause gehen kann,|N|HAU|PRO||||
17|da man anderen Menschen freiwillig hilft.|N|HAU|PRO||||
18|"These 2: ""Ich mache doch nicht die Arbeit, für die andere bezahlt werden."""|N|HAU|TH2||||
19|Welche Argumente können nun diese These unterstützen?|N|HAU|GLD||||
20|Auch wenn man einen ehrenamtlichen Beruf anfängt, muss man sich erstmal an das neue Umfeld gewöhnen|N|HAU|CON||||
21|und das fällt vllt. nicht jedem immer so leicht.|N|HAU|CON||||
22|Man wird zwar während des ehrenamtlichen Beruf schon ein bisschen auf das spätere Leben vorbereitet|N|HAU|PRO||||
23|allerdings muss man trotzdem, bei einem richtigen Beruf dann eventuell nochmal bei 0 anfangen.|N|HAU|CON||||
24|Ich denke alleridings das stärkste Gegenargument ist die fehlende Freizeit,|N|HAU|CON||||
25|da man ja kein Geld verdient|N|HAU|CON||||
26|muss man davor noch richtig arbeiten oder halt auch zur Schule gehen.|N|HAU|CON||||
27|Nach der Schule oder der Arbeit folgt dann noch der ehrenamtliche Beruf|N|HAU|CON||||
28|und das könnte dann zu Stress führen.|N|HAU|CON||||
29|Der Stress könnte dann noch andere Sachen mit sich bringen wie Depressionen.|N|HAU|CON||||
30|Ich würde sagen das mich die Argumente für einen ehrenamtlichen Beruf mehr überzeugt haben,|N|SCH|ZTH||||
31|da man anderen Menschen einfach was gutes tut|N|SCH|PRO||||
32|und sich für die Gesellschaft einsetzt.|N|SCH|PRO||||
33|Außerdem sollte der Beruf einem ja auch Spaß machen und dann ist Geld vllt. nicht so wichtig.|N|SCH|PRO||||
34|Ich würde also sagen das ich eher einen ehrenamtlichen Beruf beführworte.|N|SCH|ZTH||||
35|Allerdings sollte man sich trotzdem Freizeit nehmen und vllt. nur 2-3 Mal die Woche den ehrenamtlichen Beruf besuchen, damit man z.B. Stress oder Depressionen vorbeugt.|N|SCH|ZTH||||
