Nr.|Text|ADD|AUF|FKT|REL|ZIE|THE|KON
X|||||||VOLU|UEN
0|"In diesem Text wird das Thema: "" Sollte man ein Ehrenamt ausüben"" erörtert."|N|EIN|GLD||||
1|In einer Schulklasse wurde das Thema, ob und warum man ein Ehrenamt ausüben sollte diskutiert.|N|EIN|AHG||||
2|in diesem Eröterungstext, werden die Pro/Kontra Argumente aufgezeigt.|N|EIN|GLD||||
3|"Die These, die für die Argumente stimmt, die sagen das man ein Ehrenamt ausführen sollte lautet: ""Man kann anderen Menschen helfen""."|N|HAU|TH1||||
4|Das erste Argument, dass diese These bestätigt besagt, dass man in einem Ehrenamt Personen helfen kann, die zum Beispiel zu wenig Geld besitzen, um sich bezahlte hilfe zu leisten.|N|HAU|PRO||||
5|Das nächste Pro-Argument sagt, dass man Menschen helfen kann,|N|HAU|PRO||||
6|da es vielleicht Spaß macht oder Freude bringt.|N|HAU|PRO||||
7|Das letzte Argument, dass die Ausführung eines Ehrenamtes befürwortet besagt, dass man sich auch zum Beispiel in ehrenamtlichen Oragnisationen engagieren kann|N|HAU|PRO||||
8|und dort mit anderen zusammenarbeiten kann.|N|HAU|PRO||||
9|Nun werden die Argumente beschrieben, die gegen das Ausführen eines Ehrenamtes sind.|N|HAU|GLD||||
10|Die Kontra-These sagt, dass es sich nicht lohnt ein Ehrenamt auszuüben,|N|HAU|TH2||||
11|da man weder Geld noch einen Lohn in anderer Form erhält.|N|HAU|CON||||
12|Das erste Argument, dass diese These stützt beschreibt, dass man in einem Ehrenamt viel eigene zeit investiert|N|HAU|CON||||
13|aber keinen Lohn dafür erhält.|N|HAU|CON||||
14|Zusätzlich wird das Argument durch das Beispiel als ehrenamtlicher Parkarbeiter, der viel Zeit und Kraft investiert gestützt.|N|HAU|CON||||
15|Das nächste Kontra-Argument besagt, dass ein Ehrenamt eine zusätzliche Belastung neben dem normalen Schul-oder Arbeitsalltag sei.|N|HAU|CON||||
16|Das letzte Argument sagt, dass ein Ehrenamt Zeitverschwendung sei,|N|HAU|CON||||
17|da man viel investiere zum Beispiel Kraft, Zeit und Energie|N|HAU|CON||||
18|aber nichts zurückbekomme.|N|HAU|CON||||
19|Meine persönliche Meinung zu diesem Thema ist, dass es jeder Person freistehen sollte, ob sie ein Ehrenamt ausüben möchte oder nicht.|N|SCH|ZTH||||
20|Mein Fazit zu diesem Thema ist, dass es sehr viele Meinungen und anschauungen zu diesem Thema gibt, und das es unmöglich ist, eine Antwort auf diese Frage zu finden.|N|SCH|SON||||
