Nr.|Text|ADD|AUF|FKT|REL|ZIE|THE|KON
X|||||||VOLU|ABW
0|Es ist wichtig über das Thema Ehrenamt zu schrieben.|N|EIN|SON||||
1|Sollte man nun mitmachen und zum Beispiel bei der freiwilligen Feuerwehr helfen oder es lieber sein lassen?|N|EIN|GLD||||
2|Menschen, die ehrenamtich einen Beruf ausüben werden nicht dafür bezahlt und arbeiten in ihrer Freizeit.|N|EIN|WHG||||
3|Dazu müssen sie noch einen richtigen Job haben bei dem sie Geld verdienen oder noch zur Schule gehen.|N|EIN|WHG||||
4|Man sollte kein Ehrenamt ausführen.|J|HAU|TH2||||
5|Ein negativer Aspekt dieses Theams ist das Geld.|N|HAU|GLD||||
6|Einen gut bezahlten Job zu finden ist schon schwirig,|N|HAU|CON||||
7|aber dann noch bei einem Ehrenamt arbeiten ohne Geld zu verdienen kann schon belastend sein und ein tiefer Griff in den Geldbeutel mit sich ziehen.|N|HAU|CON||||
8|Ein witerer Aspekt ist die Zeit.|N|HAU|GLD||||
9|Viele Menschen haben einfach nicht die benötigte Zeit um noch einen ehrenamtlichen Beruf auszuüben.|N|HAU|CON||||
10|Außerdem beanspruchen solche Jobs zusätzlich körperliche und psychische Aktivitäten.|N|HAU|CON||||
11|Wenn man nach der Schule oder nach der Arbeit nach Hause kommt und schon sehr erschöpft ist schaffen die meisten Menschen es nicht sich nochmal aufzurappeln und einen anstrengenden Job zu absolvieren.|N|HAU|CON||||
12|Man sollte ein Ehrenamt ausführen.|J|HAU|TH1||||
13|Wenn man sich aber dazu entscheidet freiwillig zum Beispiel im Gesundheitswesen zu arbeiten ohne Bezahlung hat man selber ein gutes Gefühl dabei,|N|HAU|PRO||||
14|da man etwas für die Gesellschaft tut.|N|HAU|PRO||||
15|Man lernt neue Leute kennen,|N|HAU|PRO||||
16|schließt Freundschaften|N|HAU|PRO||||
17|und stärkt die Fähigkeit in einem Team zu arbeiten oder auch allein.|N|HAU|PRO||||
18|Außerdem sammelt man Erfahrungen in vielen bestimmten Bereichen|N|HAU|PRO||||
19|Natürlich kann man auch Menschen in Not helfen wenn man zum Beispiel bei der Feuerwehr arbeitet.|N|HAU|PRO||||
20|Bei einem Einsatzt kann eine helfende Hand Leben reffen.|N|HAU|PRO||||
21|Oder in der Kinderbetreuung nimmt man den Mütter die last der Kinder ab und greift ihnen unter die Arme.|N|HAU|PRO||||
22|Ich finde, dass ehrenamtliche Berufe sehr wichtig sind|N|HAU|PRO||||
23|und der Gesellschaft helfen.|N|HAU|PRO||||
24|Es sollten sich so viele Menschen wie möglich den freiwilligen Arbeiter anschließen und etwas tun.|N|SCH|ZTH||||
25|Zusammenfassen kann ich sagen dass die negativen und die positiven Aspekt fast gleich stark waren.|N|SCH|SON||||
26|Trotzdem haben die positiven überwogen,|N|SCH|ZTH||||
27|da man so einen Beitrag zur Gesellschaft leisten kann|N|SCH|PRO||||
28|und gleichzeitig etwas Gutes für sich selber tut.|N|SCH|PRO||||
29|Abschließend kann ich sagen, dass jede person, die Zeit, Geld und Lust hat sich so einem wichtigen Beruf anzuschlißen und zu helfen dies auch tun sollte.|N|SCH|ZTH||||
