Nr.|Text|ADD|AUF|FKT|REL|ZIE|THE|KON
X|||||||ARTS|EIN
0|Soll das darstellende Spiel in Schulen, als Unterrichtsfach eingeführt werden?|N|EIN|GLD||||
1|Schauspielern ist sehr vielfältig.|N|EIN|WHG||||
2|Mit deisem Beruf kann man im späteren Leben erfolgreich werden.|N|EIN|WHG||||
3|Bei einer Karriere reist man viel um die Welt und lernt verschiedene Menschen kennen.|N|EIN|WHG||||
4|Man erfährt vieles über andere Kulturen oder berühmten Personen.|N|EIN|WHG||||
5|Doch ist es in der siebten Klasse schon notwendig , im Unterricht oder in Der Schule ein Schauspiel zu lernen?|N|EIN|GLD||||
6|Jeder mensch auf dieser Welt hat verschiedene interessen, daher ist es schwierig zu sagen.|N|EIN|WHG||||
7|Ich finde, dass das Fach zumindest als Wahlpflichtfach eingeführt werden sollte.|N|HAU|ZTH||||
8|Die Schüler können sich mit einem Stück kreativ beteiligen|N|HAU|PRO||||
9|und eigene Vorstellungen, sowie Ideen miteinbeziehen.|N|HAU|PRO||||
10|Es gibt viele verschiedene Möglichkeiten, wie man eiin Vorspiel gestalren kann.|N|HAU|PRO||||
11|Es könnte, zum Beispiel ein schon vorhandenes Stück sein, welches anders interpretiert wirdn oder einfach mit anderen Personen ersetzt wird.|N|HAU|PRO||||
12|Der Kontext des werkes kann gleichn bleiben oder sich verändern.|N|HAU|PRO||||
13|Diese aussagen unterstreichen die Vielfältigkeit eines Schaupielstückes.|N|HAU|PRO||||
14|Desweiteren lernen Schhüler das freie Sprechen und das Auswendiglernen von vielen Texten.|N|HAU|PRO||||
15|Für einoge Schüler wird solch ein Vorspiel eine gute Übung sein.|N|HAU|PRO||||
16|Alle Schüler bekommen eine eigene rolle.|N|HAU|PRO||||
17|Diese müssen sie erlernen, das Verhalten und die Emotionen.|N|HAU|PRO||||
18|Das Weinen und Lachen gehört zu einem Schauspiel dazu.|N|HAU|PRO||||
19|Bei einer sehr bekannten Ballade, Romeo und Julia, sterben ebenfalls Menschen.|N|HAU|PRO||||
20|Dabei sit es wichtig nicht schüchtern zu sein.|N|HAU|PRO||||
21|Ein letztes Argument belegt ebenfalls meine These.|N|HAU|GLD||||
22|Es gibt unzählige Literaturen auf dieser Welt.|N|HAU|WHG||||
23|In der heutigemn Zeit ist es üblich nicht viel zu lesen.|N|HAU|WHG||||
24|Mit dem Fach Darstellendes Spiel lernen Schüler, alte Werke kennen, die jeder schon einmal gehört haben müsste.|N|HAU|PRO||||
25|Außerdem lernen sie, wie man sich früher verhielt.|N|HAU|PRO||||
26|die alte Sprache wird für viele Schüler neu sein.|N|HAU|PRO||||
27|Andererseits bin ich der Meinung, dass das Fach erst in der 9. Klasse eingeführt werden sollte.|N|SCH|ZTH||||
28|In deisem Alter kann man sich besser in viele Lagen hineinversetzten und Emotionen darstellen.|N|SCH|WHG||||
29|Die Erfahrenheit der älteren Schüler unterscheidet sich drastisch.|N|SCH|WHG||||
30|Somit finde ich das fach sehr schön.|N|SCH|SON||||
31|Man kann den unterrichtt vielfältig gestalten.|N|SCH|WHG||||
32|Das Fach darstellendes Spiel sollte in einer höheren Jahrgangsstufe eingeführt werden.|N|SCH|ZTH||||
