Nr.|Text|ADD|AUF|FKT|REL|ZIE|THE|KON
X|||||||FAST|EIN
0|Ist es das stehen am Herd mit frischen Zutaten wert oder sollte man sich lieber fastfood zum sättigen anschaffen?|N|EIN|GLD||||
1|Ich debattiere um meine persönliche Meinung  zu diesem Thema,|N|EIN|GLD||||
2|denn ich bin auf der Seite des frischen Essens.|N|EIN|ZTH||||
3|Ich finde man sollte so fern möglich immer frischgekochtes bzw. selbstgekochtes Essen zu sich nehmen.|N|HAU|ZTH||||
4|Grund dafür ist an erster Stelle aus gesundheitlichen Gründen,|N|HAU|PRO||||
5|denn wer viel mehr frischgekochtes und vielfältiges isst hat ganz klar eine reichere Nährstoffsquelle.|N|HAU|PRO||||
6|Ein wenig Gemüse kaufen und sich damit eine Gemüse Suppe kaufen ist aufjedenfall gesünder als ein Menü, in einem Fastfood Restaurant, zu verspeise,|N|HAU|PRO||||
7|indem viele Chemikalien enthalten simd welche möglicherweise giftig sind.|N|HAU|PRO||||
8|Ein weiteres argument sich dem frischen Essen zu witmen bestätigt sich durch den Fakt, dass Nährstoffreiche Lebensmittel länger sättigen als fettige Gerichte,|N|HAU|PRO||||
9|die höchstens nur zum Genießen da sind aber nicht einmal eine lange weile satt halten.|N|HAU|PRO||||
10|Ein beispiel dafür ist das essen bei Beispielsweise McDonalds:|N|HAU|PRO||||
11|natürlich ist jeder Körper anders|N|HAU|CON||||
12|aber laut den meisten Erfahrungen hält ein Menü mit einem Burger, etwas Pommes dazu und ein Softgetränk nicht länger als mindestens eine Stunde satt.|N|HAU|PRO||||
13|Danach könnte der Appetit wieder steigen , augrund der Chlorestin Steigerung wegen den Süßgetränken und den Inhalten im Essen.|N|HAU|PRO||||
14|Hingegen zu einem Teller voller grüngemüse, Kartoffeln und villeicht noch etwas Ei dazu  welcher bis zu zwei Stunden satt halten kann.|N|HAU|PRO||||
15|Zudem kosten auch die Zutaten für ein gesundes bzw. selbstgekochtes Gericht nicht so viel wie viele behaupten!|N|HAU|PRO||||
16|Ganz im Gegenteil, der Preis für die gekauften Zutaten entspricht meistens so viel wie wenn man sich Fertigessen holt.|N|HAU|PRO||||
17|Als Vorteil dazu hat man villeicht noch was übrig.|N|HAU|PRO||||
18|Damit kann man dann für andere Delikatessen kochen und somit hat man sich essen für einen ganzen Tag oder auch zwei Tage gekauft als wenn man eine hohe Summe nur für eine Mahlzeit ausgibt, die einen den Appetit, nach einer kleinen Weile, wieder steigt.|N|HAU|PRO||||
19|Man sollte auf Fertigessen lieber verzichten wenn es nicht nötig ist.|N|HAU|ZTH||||
20|Es gab schon viele Vorfälle in denen es vorkam, das es Vergiftungen bei Menschen gab, die sich öfters bis viel von Fastfood ernährten.|N|HAU|PRO||||
21|Diese vergiftungen sahen unterschiedlich aus. ''Nur' vom Übergeben oder bauchschmerzen bis hinzu Krankenhaus Fällen.|N|HAU|PRO||||
22|Sie alle haben was gemeinsam: dieses schnell zubereitete Essen mit den ungesündesten Inhaltsstoffen überhaupt belastet die Gesundheit der Menschen.|N|HAU|PRO||||
23|Ich speche aus eigener Erfahrung wenn es auf die Bauchschmerzen und das Hängen über die Kloschüssel ankommt.|N|HAU|PRO||||
24|Was auch mit der Gesundheit in Verbindung steht muss nicht immer nur die Inhaltsstoffe betreffen.|N|HAU|PRO||||
25|Schmutz, Bakterien, kleine Vicher und alles was auf einen unhygenem Boden nur liegen kann, könnte in das Essen des Restaurants gelangen|N|HAU|PRO||||
26|indem es als häufiges Beispiel auf den Boden fällt und nicht gewechselt wird.|N|HAU|PRO||||
27|Selbst ich habe schon Mäuse und andere Tiere auf dem Boden, in mehreren Fastfood Ketten, entdeckt.|N|HAU|PRO||||
