Nr.|Text|ADD|AUF|FKT|REL|ZIE|THE|KON
X|||||||ARTS|ABW
0|"Seit neustem dikutieren viele Bundesländer darüber, ob sie das Schulfach ""Darstellendes Spiel"" oder ""Theater"" als Pflichtfach ab dem 7. Jahrgang einführen sollten."|N|EIN|WHG||||
1|Bei dieser frage sind sie hin und her gerissen, da jeder Schuüler eine andere Meinung dabei hat.|N|EIN|WHG||||
2|Deswegen möchte ich hier ein paar Argumente darstellen, meine eigene Meinung bilden und anschließend eine Empfehlung geben.|N|EIN|GLD||||
3|Die eine Schüler sind dafür und sagen, dass eine solche Pflicht eingeführt werden sollte.|N|HAU|TH2||||
4|Dafür steht, dass die Schüler lernen, wie sie bei einer Präsentation oder auch nur bei einem Gespräch richtig dar stehen|N|HAU|CON||||
5|und eine stabile Körperhaltung haben.|N|HAU|CON||||
6|Außerdem werden sie lernen, wie man sich mit Körpersprache besser ausdrücken|N|HAU|CON||||
7|und seine Worte untermalen kann.|N|HAU|CON||||
8|Zusätzlich lernen die Schüker, lauter und deutlicher zu sprechen anstatt immer so zu lispeln.|N|HAU|CON||||
9|So kann sie jeder verstehen|N|HAU|CON||||
10|und die Aussprache verbessert sich auch.|N|HAU|CON||||
11|Zu letzt lernen sie wie man richtig vor einer Audienz vorträgt und was dabei zu beachten sei.|N|HAU|CON||||
12|Dadurch trainiert man auch nicht mehr so aufgeregt zu sein und bei einer Vorstellung ruhe zu bewaren.|N|HAU|CON||||
13|"die anderen schüler sagen, dass ein Plichtunterricht, wie ""Darstellendes Spiel"" lieber nicht eingeführt werden sollte."|N|HAU|TH1||||
14|Hierfür spricht, dass die Lehrer mehr Abreit haben,|N|HAU|PRO||||
15|da sie sich den ganzen Tag mit siebtklässlern rumschlagen müssen, die einfach nicht hören wollen.|N|HAU|PRO||||
16|Zusetzlich, würde es die Shule viel mehr Kosten,|N|HAU|PRO||||
17|da sie im Notfall extra Lehrer anstellen müssen|N|HAU|PRO||||
18|und einen Ganzen Theatersaal bauen müssten.|N|HAU|PRO||||
19|Dies führt dann wieder dazu, dass das Geld, was die Eltern für die Schule bezahlen müssen auch wieder steigt und teurer wird.|N|HAU|PRO||||
20|Abschließend hätten die Schüler weniger Zeit für andere Fächer, die nun deswegen ausfallen müssten.|N|HAU|PRO||||
21|Dies führt wiederum zu mehr Hausaufgaben|N|HAU|PRO||||
22|und dass sich die Schüler viel mehr selbst beibringen müssen.|N|HAU|PRO||||
23|"Ich persönlich bin auch gegen eine Pflicht für ""Darstellendes Spiel"" oder ""Theater"","|N|SCH|ZTH||||
24|da es mir viel Unterrihtszeit rauben würde|N|SCH|PRO||||
25|und vieles mir selbst erarbeiten müsste.|N|SCH|PRO||||
26|Aus erfahrung kann ich nur sagen, dass ich viel besser in der Schule lernen kann, als zuhause.|N|SCH|AHG||||
27|Außerdem lernt man eine stabile Körperhaltung und Körpersprach im Alltag und alltäglichem Unterricht.|N|SCH|PRO||||
28|"Zusammenfassend kann man sagen, dass ein Pflichfach, wie ""Darstellendes Spiel"" nicht eingeführt werden sollte"|N|SCH|ZTH||||
29|da es zu Kosten- und Zeitspielig ist.|N|SCH|PRO||||
30|"Ich empfehle jedoch, dass wenn eine slche Pflicht eingeführt wird, es nicht zu einem direkten Pflichtfach wird sondern, dass man zwischen mehreren Fächern wählen kann und ""Darstellendes Spiel"" nur eines davon ist."|N|SCH|SON||||
