Nr.|Text|ADD|AUF|FKT|REL|ZIE|THE|KON
X|||||||VOLU|ABW
0|Als ich mit meiner Klasse letzte Woche einen Wandertag veranstaltet habe und wir dabei Zeugen eines Rettungseinsatzes der freiwilligen Feuerwehr geworden sind, haben wir uns alle danach noch sehr lange darüber unterhalten.|N|EIN|AHG||||
1|Wir haben uns die Frage gestellt, ob man ein Ehrenamt (wie eben dieses der freiwilligen Feuerwehr zum Beispiel) ausüben sollte.|N|EIN|AHG||||
2|"Doch was heißt eigentlich ""ehrenamtlich""?"|N|EIN|GLD||||
3|Damit ist gemeint, dass man in seiner Freizeit arbeitet ohne dafür bezahlt zu werden. Beispielsweise auch im Sport, im Gesundheitswesen, im Naturschutz oder bei der Kinderbetreuung.|N|EIN|WHG||||
4|Sollte soetwas Pflicht werden?|N|EIN|GLD||||
5|Ja, man sollte ein Ehrenamt ausüben.|N|HAU|TH1||||
6|Ehrenamtliche Helfer können darauf stolz sein etwas zur Gesellschaft beizutragen.|N|HAU|PRO||||
7|Ein ehrenamtlichenr Beruf kann auch dazu da sein, wenn man sich noch nicht sicher ist, was man später einmal werden möchte und erstmal ausprobieren möchte.|N|HAU|PRO||||
8|Für Leute, die z.B. in ihrer Freizeit nicht wissen, was sie machen sollen ist dies gut.|N|HAU|PRO||||
9|So können sie in ihrer Freizeit etwas machen, was ihnen Spaß macht |N|HAU|PRO||||
10|und tragen gleichzeitig auch noch etwas Gutes zur Gesellschaft bei.|N|HAU|PRO||||
11|Einer meiner Freundinnen z.B. hilft regelmäßig ehrenamtlich im Gesundheitswesen aus.|N|HAU|PRO||||
12|Sie mag ihre Arbeit sehr|N|HAU|PRO||||
13|und findet es auch nicht schlimm, dass sie nicht bezahlt wird.|N|HAU|PRO||||
14|Sie hat ihren Spaß dabei|N|HAU|PRO||||
15|and macht andere auch noch glücklich.|N|HAU|PRO||||
16|Diejenigen, die dagegen sind fragen sich wahrscheinlich, warum sie ehrenamtlich arbeiten sollten,|N|HAU|TH2||||
17|da man für seine Arbeit nicht mal bezahlt wird.|N|HAU|CON||||
18|Für manche Leute, die das Geld wirklich brauchen, ist so eine ehrenamtliche Arbeit nicht das Richtige.|N|HAU|CON||||
19|Daher sollten sie sich eine Arbeit suchen, für die sie auch bezahlt werden.|N|HAU|CON||||
20|Ich persönlich würde sehr gerne einen ehrenamtlichen Beruf ausüben wollen in meiner Freizeit,|N|HAU|PRO||||
21|da ich einfach gerne anderen helfe und unterstütze.|N|HAU|PRO||||
22|Ich finde es schön, wenn andere Menschen sich gegenseitig unterstützen.|N|HAU|PRO||||
23|Abschließend kann man sagen, dass die Pro-Argumente für eine Pflicht zur ehrenamtlichen Arbeit überwiegen.|N|SCH|ZTH||||
24|Würden viele Menschen so denken, wie die ehrenamtlichen Helfer, gäbe es mehr Freiwillige und jeder würde jedem helfen.|N|SCH|PRO||||
25|und jeder würde jedem helfen.|N|SCH|PRO||||
26|Diese Vorstellung finde ich sehr schön.|N|SCH|PRO||||
27|Jedoch hat da jeder seine eigene Meinung, weshalb ich euch empfehle, für euch selbst zu entscheiden, ob ihr einen ehrenamtlichen Beruf ausüben wollt oder nicht.|N|SCH|SON||||
