Nr.|Text|ADD|AUF|FKT|REL|ZIE|THE|KON
X|||||||VOLU|ABW
0|Am letzten Wandertag haben wir einen Rettungseinsatz der freiwilligen Feuerwehr beobachtet.|N|EIN|AHG||||
1|Diese arbeiten unentgeldlich.|N|EIN|WHG||||
2|Nach dieser Beobachtung, wurde in unserer Klasse viel diskutiert.|N|EIN|AHG||||
3|Jetzt möchte ich auch in diesem Artikel erörtern: Sollte man ein Ehrenamt ausüben?|N|EIN|GLD||||
4|Man sollte kein Ehrenamt ausführen.|J|HAU|TH2||||
5|Einige brachten das Argument an, dass diese Art zweiter Beruf viel Nerven und Stress raube.|N|HAU|CON||||
6|Zum Beispiel im Gesundheitswesen gibt es psychische Belastungen.|N|HAU|CON||||
7|Und die freiwillige Feuerwehr muss jederzeit bereit sein.|N|HAU|CON||||
8|Zudem geht die Arbeit auch als richtiger Job,|N|HAU|CON||||
9|das wäre dann keine zusätzliche Zeit.|N|HAU|CON||||
10|Andere Menschen werden auch dafür bezahlt.|N|HAU|CON||||
11|Bei gleicher Arbeit, die geleistet wird, ist die Nichtbezahlung der Ehrenamtlichen unfair.|N|HAU|CON||||
12|Man sollte ein Ehrenamt ausführen.|J|HAU|TH1||||
13|Auf der anderen Seite lässt sich dagegen anbringen, dass es Spaß macht,|N|HAU|PRO||||
14|die Arbeit ist freiwillig ausgesucht|N|HAU|PRO||||
15|und man kann anderen Menschen helfen.|N|HAU|PRO||||
16|Dabei bekommt man Anerkennnung,|N|HAU|PRO||||
17|dafür dass man freiwillig hilft und uneigennützig ist.|N|HAU|PRO||||
18|Bei der Ausübung eines Ehrenamts kann man die Freizeit sinnvoll nutzen.|N|HAU|PRO||||
19|Das Einfühlungsvermögen wird gestärkt,|N|HAU|PRO||||
20|zurück kommen Liebe und Anerkennung.|N|HAU|PRO||||
21|Würden alle sich engagieren käme es zur Stärkung des Geminschaftsgefühls in der Gesellschaft.|N|HAU|PRO||||
22|Ich persönlich finde es wichtig, sich um andere zu sorgen und dabei sich zu engagieren.|N|HAU|PRO||||
23|Wer das auch findet, sollte ein Ehrenamt ausüben.|N|SCH|ZTH||||
24|Einerseits gibt es eine unbezahlte Belastung, die auch einiges an Zeit einnimmt.|N|SCH|CON||||
25|Aber es kann auch Spaß machen,|N|SCH|PRO||||
26|für Anerkennung sorgen|N|SCH|PRO||||
27|und man nutzt die eigene Freizeit.|N|SCH|PRO||||
28|Ein Ehrenamt ist sinnvoll zu ergreifen, wenn es nicht zu belastend u.a. psychisch ist.|N|SCH|SON||||
29|Menschen die nicht ohne bezahlung helfen wollen, können ein Beruf in dem Bereich ergreifen.|N|SCH|SON||||
30|Oder aber auch ehrenamtlich helfen, wenn es nur wenig ist, ist schon sinnvoll.|N|SCH|PRO||||
