Nr.|Text|ADD|AUF|FKT|REL|ZIE|THE|KON
X|||||||VOLU|EIN
0|Bei einem Wandertag mit meiner Klasse habe ich einen Rettungsplatz der freiwilligen Feuerwehr beobachtet.|N|EIN|AHG||||
1|Daher fand in meiner Klasse eine Diskussion über das Thema des Freiwilligen Dienstes der Feurwehr statt.|N|EIN|AHG||||
2|Die Meinungen über diese Arbeit ist geteilt, was mich dazu bringt diese Erörterung zu schreiben.|N|EIN|GLD||||
3|Den Freiwilligen Dienst anzutreten ist gut,|N|HAU|TH1||||
4|da man etwas gutes für die Gesellschaft tut,|N|HAU|PRO||||
5|indem man z.B. im Seniorenheim mithilft|N|HAU|PRO||||
6|und Jugendliche z.B. einen Einblick in die Berufswelt bekommen|N|HAU|PRO||||
7|und lernen Verantwortung zu übernehmen.|N|HAU|PRO||||
8|Allerdings bekommt man dafür kein Geld,|N|HAU|CON||||
9| was ungerecht ist,|N|HAU|CON||||
10|da andere die diesen Beruf ausführen (z.B. Feurwehr) dafür Geld bekommen.|N|HAU|CON||||
11|Durch den Dienst hat man aber auch ein Hobby|N|HAU|PRO||||
12|und bildet Freundschaften die vielleicht sogar ein Leben lang halten.|N|HAU|PRO||||
13|Der Dienst nimmt jedoch viel Freizeit in Anspruch,|N|HAU|CON||||
14|weswegen Jugentliche durch die zusetzlichen Hausaufgaben der Schule oder ein weiteres Hobby noch weniger Freizeit haben.|N|HAU|CON||||
15|Dafür lernt man viele nützliche Dinge die im Falle der freiwilligen Feuerwehr sogar Lebensrettend sind.|N|HAU|PRO||||
16|Der freiwilligen Dienst ist eine gute Sache,|N|SCH|ZTH||||
17|da man etwas gutes für die Gesellschaft tut,|N|SCH|PRO||||
18|eine Leidenschaft für einen Beruf entwickeln kann|N|SCH|PRO||||
19|und etwas dazu lernt.|N|SCH|PRO||||
20|Der Nachteil ist, dass man für seine Arbeit nicht bezahlt wird|N|SCH|CON||||
21|und weniger Freizeit hat.|N|SCH|CON||||
22|Da die Pro Argumente dieser Erörterung überwiegen, bin ich der Meinung, dass der Beruf trotz weniger Freizeit und keiner Bezahlung gut ist|N|SCH|ZTH||||
23|und diejenigen die ihn ausführen immernoch etwas gewonnen haben, z.B. Erfahrung und Freude/ Leidenschaft.|N|SCH|PRO||||
24|Meine Empfehlung ist daher, das diejenigen die sich besonders gut und oft beteiligen genauso wie die nicht freiwilligen Berufe dieses Bereiches bezahlt werden.|N|SCH|SON||||
