Nr.|Text|ADD|AUF|FKT|REL|ZIE|THE|KON
X|||||||BOOK|ABW
0|In der Schulkonferenz diskutieren wir derzeit über die Nutzung von E-Books anstatt von Schulbüchern, also dass wir unsere Schule digitalisieren wollen.|N|EIN|AHG||||
1|Ich werde nun im Folgenden beide Seiten dessen betrachten.|N|EIN|GLD||||
2|E-Books sollten nicht eingeführt werden.|J|HAU|TH2||||
3|Als erstes Argument gegen diese gesamte Nutzung spricht, dass wenn man alle Bücher auf dem Tablet gespeichert sind und man dieses einmal vergisst, hat man alle Bücher vergessen|N|HAU|CON||||
4|und kann vielleicht somit nicht vollständig am Unterricht teilnehmen, zum Beispiel, wenn im Unterricht an diesem Tag ausschließlich mit den E-Books gearbeitet wird.|N|HAU|CON||||
5|Ein weiteres Argument dagegen ist, dass sich viele Lehrer und Schüler nicht so sehr im Technikbereich auskennen|N|HAU|CON||||
6|und somit bespielsweise kein richteiger Unterricht stattfinden kann|N|HAU|CON||||
7|oder es viel länger dauert, durch eine ventuelle Einführung beziehungsweise Wiederholung der Nutzung von den E-Books.|N|HAU|CON||||
8|Gegen diese Nutzung spricht außerdem, dass das Tablet mit ständiger Nutzung immer vollaufgalden sein muss, dass es auch funktionsfähig ist,|N|HAU|CON||||
9|das heißt, höhe Stromkosten,|N|HAU|CON||||
10|was sich manche Familien, wie zum Beispiel, Menschen, die auf HARTZ4 angewiesen sind, nicht leisten können.|N|HAU|CON||||
11|E-Books sollten Bücher ersetzen.|J|HAU|TH1||||
12|Auf der anderen Seite ist die Nutzung der E-Books gesung für den Rücken,|N|HAU|PRO||||
13|da man dann nicht mehr so viele Bücher mit in die Schule mitnehmen muss,|N|HAU|PRO||||
14|was bespielsweise für kleinere und zartere Menschen eine große Entlastung wäre.|N|HAU|PRO||||
15|Außerdem wäre es gut, wenn man sich in seinen Schulbücher etwas markieren kann,|N|HAU|PRO||||
16|dies geht nämlich nicht, wenn man sie nur ausgeliehen hat.|N|HAU|PRO||||
17|Dieses Markieren ermöglicht das schnelle Auffinden einer gesuchten Textstelle|N|HAU|PRO||||
18|oder es könte zum Beispiel, das Textverstehen verbessern.|N|HAU|PRO||||
19|Das letzte Argument dafür ist, dass E-Books günstiger als richtige Schulbücher sind|N|HAU|PRO||||
20|und es sich damit, beispielsweise mehr Leute leisten können Schulbücher zu kaufen|N|HAU|PRO||||
21|oder es wäre für manche einfach leichter wäre ihr Geld zu verwalten, wenn nicht so viel für die Bildung ihrer Kinder ausgegeben werden müsste.|N|HAU|PRO||||
22|Abschließend möchte ich behaupten, dass bestimmt sehr viele Eltern damit einverstanden wären, komplett auf E-Books umzurüsten.|N|HAU|PRO||||
23|Ich wäre auch komplett dafür nur noch mit E-Books zu areiten,|N|SCH|ZTH||||
24|weil es für mich persönlich ziemlich viel erleichtern würde.|N|SCH|PRO||||
