Nr.|Text|ADD|AUF|FKT|REL|ZIE|THE|KON
X|||||||VOLU|UEN
0|In der Klasse wird zur Zeit viel über das Thema ehrenamtliche Arbeit diskutiert.|N|EIN|AHG||||
1|Dies nehme ich als Anlass, eine Erörterung darüber zu schreiben. ob man in seiner Freizeit ehrenamtlich tätig werden sollte oder nicht.|N|EIN|GLD||||
2|Ehrenamtliche Arbeit bedeutet, dass man freiwillig in seiner Freizeit arbeitet, bzw. etwas für die Gesellschaft tut.|N|EIN|WHG||||
3|Dies ist ein kontroverses Thema, da viele es nicht einsehen in ihrer Freizeit zu arbeiten, ohne Geld zu bekommen.|N|EIN|WHG||||
4|Viele Schüler können sich vorstellen ehremnamtlich zu arbeiten.|N|HAU|TH1||||
5|Man sei stolz darauf, dass man etwas für die Gesellschaft leiste, so die Aussage eines Schülers.|N|HAU|PRO||||
6|Außerdem würde vieles auf der Welt besser laufen, wenn mehr Leute ehrenamtlich arbeiten würden.|N|HAU|PRO||||
7|Zum Beispiel gebe es weniger Umweltverschmutzung wenn Leute ehrenamtlich Müll einsammeln, bspw. in Parks oder an anderen öffentlichen Anlagen.|N|HAU|PRO||||
8|Außerdem gibt einem ehrenanmtliche Arbeit nachgewiesen ein besseres Selbstwertgefühl,|N|HAU|PRO||||
9|da man das Gefühl hat jemandem zu helfen.|N|HAU|PRO||||
10|Des Weeiteren kann man der Gesellschaft so etwas zurückgeben,|N|HAU|PRO||||
11|da man selbst höchstwahrschenlich auch schonmal die Dienste ehrenamtlicher Arbeit in Anspruch genommen hat.|N|HAU|PRO||||
12|Man sollte kein Ehrenamt ausführen.|J|HAU|TH2||||
13|Ein starkes Argument dagegen ist, dass man viel von seiner freizeit verliert, die man eventuell anders nutzten möchte.|N|HAU|CON||||
14|Außerdem kriegt man für diesen Zietaufwand kein Geld,|N|HAU|CON||||
15|weswegen viele Leute wenig motiviert sind, in ihrer Freizeit ehrenamtlich zu arbeiten.|N|HAU|CON||||
16|Des Weiteren haben viele schon wenig Zeit,|N|HAU|CON||||
17|und wollen in ihrer Freizeit nicht noch ohne Lohn arbeiten.|N|HAU|CON||||
18|Jeder soll selbst entscheiden.|J|SCH|ZTH||||
19|ich finde das es schön wäre wenn mehr Leute ehrenamtlich arbeiten würden,|N|SCH|PRO||||
20|da vieles auf der Welt so besser laufen würde.|N|SCH|PRO||||
21|Allerdings finde ich es auch sehr verständlich, wenn man in seiner Freizeit nicht noch ehrenamtlich arbeiten möchte.|N|SCH|CON||||
22|Manche Leute arbeiten gerne in ihrer Freizeit ehrenamtlich,|N|SCH|PRO||||
23|da sie es schön finden der Gesellschaft etwas zurückzugeben.|N|SCH|PRO||||
24|Andere wiederum wollen nicht ihre wenige Freizeit dafür nutzen, noch mehr zu arbeiten als sowieso schon.|N|SCH|CON||||
