Nr.|Text|ADD|AUF|FKT|REL|ZIE|THE|KON
X|||||||ARTS|ABW
0|"In der Zeitschrift ""Vorhang auf!"" gab es die Disscussion ob das Fach Darstellendes Spiel als Pflichfach eingeführt werden sollte."|N|EIN|AHG||||
1|Es gab 2 meinungsäuserungen auf die ich in diesem Beitrag eingehen werden.|N|EIN|GLD||||
2|Darstellendes Spiel sollte verpflichtend eingeführt werden.|J|HAU|TH2||||
3|Ein Schüler/in hat gesagt: ,,Super! Endlich kann ich zeigen, was ich kann|N|HAU|CON||||
4|"und dafür gibt es auch noch eine gute Note""."|N|HAU|CON||||
5|Darstellendes Spiel sollte nicht verpflichtend eingeführt werden.|J|HAU|TH1||||
6|Ein anderer Schüler hat gesagt: ,,Man kann mich doch nicht zwingen.|N|HAU|PRO||||
7|"Ich fühle mich auf der Bühne überhaupt nicht wohl""."|N|HAU|PRO||||
8|Eine Argument wäre, dass durch die einführung des faches als Pflichfach vielleicht Schülerin und Schüler dafür begeistert werden,|N|HAU|CON||||
9|obwohl sie es nie in erwägung gezogen hättes es zu wählen.|N|HAU|CON||||
10|Zum anderen ist Darstellendes Spiel ein Fach wofür man sich Interessieren muss,|N|HAU|PRO||||
11|da Emotionen und Mimik am besten rüberkommen, wenn man lust dazu hat und nicht gerzwungen wird.|N|HAU|PRO||||
12|Außerdem ist es ein Fach was von berührungen lebt, manche Schüler/in empfinden es vielleich als unangenehm andere Menschen zu berühren.|N|HAU|PRO||||
13|Es gibt Schülerin und Schüler die es seh peinlich finden, wenn sie uaf der Bühne stehen.|N|HAU|PRO||||
14|Zusammenfasssend kann man sagen, dass durch die einführung von DS als Pflichfach es möglicheweise viele Schüler begeistern würde|N|SCH|CON||||
15|und sie vielleicht ihr unentdecktes Talent dadrin finden.|N|SCH|CON||||
16|Zum anderen fählt es vielen Schülerin und Schülern schwer Emotionen und Mimik darzustellen|N|SCH|PRO||||
17|und andere Menschen zu berühren.|N|SCH|PRO||||
18|Meiner Meinung nach sollte DS nicht als Pflichfach eingeführt werden solllen, sondern weiterhin als Wahlpflichfcah oder als AG zur verfügung stehen.|N|SCH|ZTH||||
