Nr.|Text|ADD|AUF|FKT|REL|ZIE|THE|KON
X|||||||VOLU|ABW
0|Ich habe heute freiwillige Arbeit bei der Feuerwehr beobachtet und deswegen sind wir auf die Diskussion in der Klasse gekommen ob man Ehrenamtliche Arbeit machen sollte oder nicht.|N|EIN|AHG||||
1|Jeder weiß dass manche Menschen freiwillig an einer Arbeitsstelle arbeiten ohne bezahlt zu werden.|N|EIN|WHG||||
2|Die Frage ist aber lohnt sich das und ist es fair wenn sie die selbe arbeit wie die anderen machen nur ohne bezahlt zu werden?|N|EIN|GLD||||
3|Ich bin dafür das man Ehrenamtliche arbeit macht|N|HAU|TH1||||
4|Dadurch lernt man viel mehr Berufe kennen und mehr Interessen von sich selbst|N|HAU|PRO||||
5|Ich habe mit den freiwilligen Feuerwehr Leuten vor Ort geredet|N|HAU|AHG||||
6|und sie zum Beispiel meinten dass sie diesen Beruf ohne Ausbildung oder ähnliches machen können|N|HAU|PRO||||
7|und daher schon viele andere Berufe ausprobiert haben und helfen konnten|N|HAU|PRO||||
8|Ich bin ebenfalls dafür|N|HAU|TH1||||
9|weil man damit die Arbeit sehr unterstützt mit mehr Leuten und ohne dass sie dafür Geld ausgeben müssen|N|HAU|PRO||||
10|z.B arbeitet meine Tante auch bei der Feuerwehr und sie haben viel zu wenige Mitarbeiter so das freiwillige Feuerwehr Leute ihnen sehr helfen ohne das die eigentliche Feuerwehr Geld verliert|N|HAU|PRO||||
11|Auch ein Punkt dafür ist dass z.B. die freiwillige Feuerwehr viel näher am Ort ist als die eigentliche Feuerwehr|N|HAU|PRO||||
12|wodurch sie viel schneller helfen können|N|HAU|PRO||||
13|Z.B. bei dem Brand in meiner Nachbarschaft vor einer Woche war die freiwillige Feuerwehr ebensfalls viel schneller vor Ort.|N|HAU|PRO||||
14|Die freiwillige Feuerwehr hat 10 minuten gebraucht und die eigentliche Feuerwehr ist 15 minuten später dagewesen|N|HAU|PRO||||
15|Ich bin dagegen dass man Ehrenamtlich arbeitet|N|HAU|TH2||||
16|Man sollte dort für die Leistung die man dort bringt bezahlt werden genauso wie die anderen.|N|HAU|CON||||
17|z.B arbeitet eine Freundin von mir freiwillig und die meiste Zeit arbeitet sie mehr als die jenigen die nicht ehrenamtlich arbeiten.|N|HAU|CON||||
18|Trotzdem bekommt sie kein Geld für die Arbeit die sie leistet.|N|HAU|CON||||
19|Ich persönlich finde Ehrenamtliche Arbeit gut|N|SCH|ZTH||||
20|denn es bringt nur Vorteile.|N|SCH|PRO||||
21|Für dich indem du dich weiterbildest|N|SCH|PRO||||
22|und der Gesllschaft hilfst genau wie auch der Feuerwehr.|N|SCH|PRO||||
23|Also wir wissen jetzt das man damit viel mehr Berufe so wie seine Interessen kennen lernt ohne Ausbildung oder ähnlichem|N|SCH|PRO||||
24|ich empfehle daher das man ehrenamtliche Arbeit man|N|SCH|SON||||
25|da es dir selber hilft wie auch anderen|N|SCH|PRO||||
