Nr.|Text|ADD|AUF|FKT|REL|ZIE|THE|KON
X|||||||ARTS|ABW
0|Ich schreibe heute meine Erörterung über die Schule und besonders gehe ich auf eine ,,Diskussion´´ ein, welche eventuell in Kraft getreten werden soll.|N|EIN|GLD||||
1|Das Thema ist nämlich, dass das Fach Darstellendes Spiel oder auch Theaterunterricht gennant ein fester Bestandteil des Stundenplanes einiger Schulen in vielen Bundesländer werden soll.|N|EIN|GLD||||
2|Darstellendes Spiel sollte verpflichtend eingeführt werden. |J|HAU|TH2||||
3|,,Super! Endlich kann ich zeigen, was ich kann|N|HAU|CON||||
4|und dafür gibt es auch noch gute Noten.´´ Das ist eine Aussage eines/r Schülers/in die es gut finden würde.|N|HAU|CON||||
5|Es kann gut sein für Leute die zum Beispiel Schauspieler werden wollen.|N|HAU|CON||||
6|Theaterunterricht kann gut sein für Leute die schüchtern sind,|N|HAU|CON||||
7|um offener zu anderen zu werden.|N|HAU|CON||||
8|Durch die Aufführungen kann man auch ein Talent von sich entdecken, welches man nicht wusste, dass man es hat.|N|HAU|CON||||
9|Darstellendes Spiel sollte nicht verpflichtend eingeführt werden. |J|HAU|TH1||||
10|es gibt natürlich auch noch die Gegenseite mit Aussagen wie ,,Man kann mich doch nicht zwingen.|N|HAU|PRO||||
11|Ich fühe mich auf der Bühne überhaupt nicht wohl´´.|N|HAU|PRO||||
12|Es gibt Leute die sehr mit ihrem Lampenfieber zu tun haben|N|HAU|PRO||||
13|und sich nicht trauen auf die Bühne zugehen.|N|HAU|PRO||||
14|Man kann Angst davor haben irgendetaws auf einer Aufführung falsch zumachen und dadurch ausgelacht zu werden.|N|HAU|PRO||||
15|Somit haben wir auch die negativen Seiten geklärt.|N|HAU|GLD||||
16|Ich würde es zum Teil gut finden,wenn DS (Datstellendes Spiel) ein richtiges Unterrichtsfach werden soll,|N|SCH|CON||||
17|weil ich selber viel mit meinem Lampenfieber zu tun habe.|N|SCH|CON||||
18|Auf der anderen Seite finde ich es nicht gut,|N|SCH|PRO||||
19|da man dann gezwungen wird irgendetwas auf der Bühne vorzuspielen, obwohl man sich das nicht traut oder es nicht möchte.|N|SCH|PRO||||
20|obwohl man sich das nicht traut oder es nicht möchte.|N|SCH|PRO||||
21|Mein Fazit ist, dass wenn es ein Unterrichtsfach wird man nicht aufgeben soll undes so weit wie möglich ausprobieren soll.|N|SCH|SON||||
22|Eine Empfehlung von mir wäre es als Wahlpflicht Unterrichtsfach machen soll,|N|SCH|ZTH||||
23|da man es sich dann selbst aussuchen kann ob man daran teilnehemen will oder nicht.|N|SCH|PRO||||
