Nr.|Text|ADD|AUF|FKT|REL|ZIE|THE|KON
X|||||||ARTS|ABW
0|In einigen Bundesländern wird diskutiert, ob Darstellendes Spiel (DS) ein Pflichtunterrichtsfach ab der 7. Klasse sein sollte.|N|EIN|WHG||||
1|DS ist bietet eine tolle Möglichkeit für Schüler*innen aus sich herrauszugehen|N|EIN|PRO||||
2|und in die Rolle einer anderen Person zu schlüpfen.|N|EIN|PRO||||
3|Schüler*innen, die soziale Probleme haben könnten im Unterrichtsfach DS mögliche neue Freunde finden|N|EIN|PRO||||
4|und sich mit ihenen auf einer Bühne einmal richtig groß fühlen.|N|EIN|PRO||||
5|Doch andere Schüle haben Lampenfieber|N|EIN|CON||||
6|und befürchten, dass sich so etwas an ihrem Notendurchschnitt ändern könnte.|N|EIN|CON||||
7|Wieder andere wissen nicht, was sie davon halten sollen.|N|EIN|CON||||
8|Um diesen Personen zu verdeutlichen, was die Vor- und Nachteile an dem ganzen sind, folgt eine dialektische Erörterung.|N|EIN|GLD||||
9|Ein Großteil der Schüler sind der Meinung, dass DS unter keinen Umständen als Unterrichtsfach eingeführt werden sollte.|N|HAU|TH2||||
10|Sie begründen dies beispielsweise mit der Tatsache, dass sie entweder mehr Unterricht habe|N|HAU|CON||||
11|oder andere wichtige Stunden gekürzt werden, die die Schüler*innen benötigen, um zu verstehen, was die Lehrer von Ihnen wollen und sich so auf Tests und Klassenarbeiten vorzubereiten.|N|HAU|CON||||
12|Ein weiteres ihrer Argumente besagt, dass die Schüler*innen Angst davor haben ein Theaterstük außerhalb Ihrer Klasse vorzuführen.|N|HAU|CON||||
13|Sie befürchte, dass Sie zu gespött der anderen Klassen werden, wenn sie Ihren Text vergessen und nicht alles perfekt ist.|N|HAU|CON||||
14|Die größte Sorgen der Schüler*innen besteht darin, dass sie sich davor fürchten, dass DS ihnen ihr Zeugnis verschlechtert.|N|HAU|CON||||
15|Wen sie zum Beispiel ein Text auswendig vor der klasse vorführen sollen und sich nicht trauen, bekommen sie für leistungsverweigerung eine schlechte Note.|N|HAU|CON||||
16|Zudem ist es in Nebenfächern sehr schwierig schlechte Noten überhaupt auszubessern.|N|HAU|CON||||
17|Ein anderer Teil der Schüler*innen würde sich sehr darüber freuen, wenn DS ein normales Unterrichtsfach wäre.|N|HAU|TH1||||
18|Sie sind der Minenung, dass man so lernt sich in Personen hineinzuversetzen,|N|HAU|PRO||||
19|was im späteren Leben viele Probleme verhinder und/oder lösen kann.|N|HAU|PRO||||
20|sie würden sich außerdem sehr freuen imt ihren Klassenkammeraden mehr zu kommunizieren und zu interagieren.|N|HAU|PRO||||
21|Sie erhoffen sich davon eine bessere Wortwahl und einen größeren Wortschatz.|N|HAU|PRO||||
22|Ein weiteres ihrer Argumente besagt, dass sie mögliche neue Schauspieltalente finden,|N|HAU|PRO||||
23|was Ihnen bei Ihrer berufswahl behilflich sein kann.|N|HAU|PRO||||
24|Schauspieltalent benötigt man zu Beistiel in den Berufen Moderator und Politiker.|N|HAU|PRO||||
25|Ich bin dafür, dass DS als Unterrichtsfach ab der 7. Klassenstufe eingeführt wird,|N|SCH|ZTH||||
26|da es den zusammenhalt einer Klasse stärkt|N|SCH|PRO||||
27|und gewisse Dinge dieses Unterrichtsfür das spätere Leben sehr nützlich sein können.|N|SCH|PRO||||
28|Es gibt zwar einige Nachteile, wie mehr Unterricht, vielleicht schlecht Noten und mögliche Theateraufführungen vor der Schule,|N|SCH|CON||||
29|aber ich würfde diese Risiken in kauf nehmen.|N|SCH|PRO||||
30|Die Idee DS als Unterrichtsfach aufzunehmen, sollte undbedingt weiter diskutiert und erörtert werden, um verschiede Sichtweisen kennenzukernen.|N|SCH|SON||||
31|Ich empfehle allen Schüler*innen nicht nur an die gegenwart zu denken, sondern auch an die Zukunft.|N|SCH|SON||||
32|Denn dann würde es ihnen Egal sein, ob sie ein oder zwei Stunden mehr oder weniger Unterricht haben, sondern sie würden Ihre Meinug noch eimal überdenken.|N|SCH|SON||||
