Nr.|Text|ADD|AUF|FKT|REL|ZIE|THE|KON
X|||||||VOLU|ABW
0|In der geselschaft wird oft diskutiert ob man sich mit ehrenamtlicher Arbeit mehr in die Geselschaft einbringt und ob es sich lohnt ein ehrenamt auszuüben, weshalb ich gerne dazu Stellung nehmen würde.|N|EIN|GLD||||
1|Man sollte ein Ehrenamt ausführen.|J|HAU|TH1||||
2|sollte man sich entscheiden solch eine ehenamtliche arbeit aus zu üben würde man sich aufjedenfall mehr in die geselschaft miteinbringen,|N|HAU|PRO||||
3|da man andere Leute hilft und unterstüzt.|N|HAU|PRO||||
4|Außerdem könnte es eine motivation für dich selbst sein|N|HAU|PRO||||
5|da du gerne anderen hilfst, Sei es in der kirchlichen Arbeit, im Sportverein oder in der Hilfe für Geflüchtete.|N|HAU|PRO||||
6|Hauptamtliche sind auf ehrenamtliche Hilfe angewiesen.|N|HAU|PRO||||
7|Zudem kann es sein das man in einem Verein selbst tätig ist|N|HAU|PRO||||
8|und man später auch noch tätig sein möchte wie z.b. als Trainer usw.|N|HAU|PRO||||
9|Man sollte kein Ehrenamt ausführen.|J|HAU|TH2||||
10|dagegen spricht, Während deine Freunde bei schönem Wetter das Wochenende am See genießen oder dein Partner sich abends schon gemütlich aufs Sofa kuschelt, bist du noch ehrenamtlich im Einsatz.|N|HAU|CON||||
11|Das kann ganz schön nervig sein|N|HAU|CON||||
12|und manchmal ist auch ganzer Körpereinsatz gefordert.|N|HAU|CON||||
13|Oder mann mag es einfach nicht ehlend oder Körperliche Verletzungen zu sehen ,wie z.b. bei dem Rettungsdienst .|N|HAU|CON||||
14|Meiner Meinung nach würde ich kein Ehrenamt antreten|N|SCH|CON||||
15|da ich lieber in meiner freien Zeit mit meinen Freunden oder mit meiner familie,|N|SCH|CON||||
16|doch ich muss sagen das ich die leute die solch ein Ehrenamt machen ,sehr viel durchmachen müssen und das solch eine Arbeit mehr geschätzt werden sollte.|N|SCH|PRO||||
17|Zusammenfassend kann ich sagen das es sich anhand der aufgelisteten Argumente lohnen würde ein Ehrenamt zu machen,|N|SCH|ZTH||||
18|obwohl man kein Geld dafür bekommt ,|N|SCH|CON||||
19|aber mir würde es reichen die anerkennung der geselschaft zu bekommen,|N|SCH|PRO||||
20|weshalb ich es empfehlen würde.|N|SCH|ZTH||||
