Nr.|Text|ADD|AUF|FKT|REL|ZIE|THE|KON
X|||||||VOLU|UKL
0|Liebeschüler der Montessorie schule die klasse TFF hat sich die letzte tage mit dem Thema sollte man ein Ehrenamt ausüben beschäftigt und gemerkt das in der klasse viele verschiedne meinungen herschen|N|EIN|AHG||||
1|aus diesem grund ist eine riesen diskousion entstanden|N|EIN|AHG||||
2|dies werden wir ihnnen heute die ergiebnisse präsentiern.|N|EIN|GLD||||
3|Als erstes präsetieren wir euch eine grobe zussamen fassung von Argumenten die gegen das Ehrenamt entsprchen|N|HAU|TH1||||
4|dazu lässt sich sagen das man kein arbeit machen will ohne geld zu bekommen|N|HAU|PRO||||
5|und vorallem noch für die anderen das ist verschwendete zeit|N|HAU|PRO||||
6|man kann dadurch nicht reicher oder erfolgreicher werden im leben|N|HAU|PRO||||
7|und dazu lässt sich auch noch sagen das man sein freizeit verliert|N|HAU|PRO||||
8|und auch weniger zeit mit famileie kinder und freunde verbringt|N|HAU|PRO||||
9|und zeit mit sein nehsten zu verbringen ist das sehr wichtig für unsere geist.|N|HAU|PRO||||
10|das lezte argument dazu war warum sollte man freiwilig das machen wollen|N|HAU|PRO||||
11|man wird bestimmt dazu gezwungen oder hat kein andere wahl|N|HAU|PRO||||
12|es gibt fälle wo menschen dazu gezwungen werden ehrenamt zu machen|N|HAU|PRO||||
13|weil in dem momment beispiel weise wenig arbeiter da sind.|N|HAU|PRO||||
14|Was aber dafür spricht ist das wenn man ein Ehrenamtliches beruf macht|N|HAU|TH2||||
15|auch viele nette menschen kennen lernen kann|N|HAU|CON||||
16|auch gute kontakte knöpfen kann wenn man die bsp zu hause nicht hat|N|HAU|CON||||
17|weil mann vieleicht aleine lebt und keine familie hat|N|HAU|CON||||
18|das könnte eine gut ablenkung sein mit einem guten zweck.|N|HAU|CON||||
19|Man kann es auch machen aus dem grund einfach das man spaß daran hat.|N|HAU|CON||||
