Nr.|Text|ADD|AUF|FKT|REL|ZIE|THE|KON
X|||||||FAST|UEN
0|Viele Leute diskutiern über fastffood und frischs essen kaufen und selber zubereiten.|N|EIN|GLD||||
1|Selber kochen ist besser als Fast Food.|J|HAU|TH1||||
2|Also insgesamt kann man gut sagen das meist frisches Kochen gesünder ist,|N|HAU|PRO||||
3|da man weiß was man hinein kocht.|N|HAU|PRO||||
4|Man kann sich immer verbessen beim Kochen und das ein oder andere variieren,|N|HAU|PRO||||
5|also wenn zbs. ein Gewürz gefehlt hat, kann man es beim nächsten mal besser machen.|N|HAU|PRO||||
6|Dazu kommt das Kochen meiner meinung nach viel spaß macht.|N|HAU|PRO||||
7|Viele Leute sagen das sie lieber fastfood essen|N|HAU|TH2||||
8|da es zbs. schneller geht|N|HAU|CON||||
9|oder ihrer meinung nach auch besser schmeckt.|N|HAU|CON||||
10|Jeder mensch hat einen andern Geschmack,|N|HAU|PRO||||
11|also davon kann man es nicht abhängig machen.|N|HAU|PRO||||
12|Zu dem argument das es schneller geht muss man sagen|N|HAU|PRO||||
13|das wenn man mal zeit hat oder vom vor tag etwas beim Kochen übrig geblieben ist es man sich wieder zubereiten kann.|N|HAU|PRO||||
14|Beim Fastfood essen weiß man meist nicht genau was darin enthalten ist,|N|HAU|CON||||
15|daher kann es auch sehr ungesund sein.|N|HAU|CON||||
16|Es ist sehr gesund jeden Tag obst und gemüse zu essen,|N|HAU|PRO||||
17|das fällt bei fastfood leider weg.|N|HAU|PRO||||
18|Jeder soll selbst entscheiden.|J|SCH|ZTH||||
19|Insgesamt kann man sagen das Fastfood meist ungesünder ist,|N|SCH|PRO||||
20|viele leute mögen aber auch den geschmackt von fastfood essen.|N|SCH|CON||||
21|Beim selber Kochen kann man sehr gesunde sachen hienen bringe, wie z.b.s frischen gemüse oder obst.|N|SCH|PRO||||
22|Man kann anstatt zucker auch sirups nehem.|N|SCH|PRO||||
