Nr.|Text|ADD|AUF|FKT|REL|ZIE|THE|KON
X|||||||VOLU|ABW
0|Meine Klasse war auf einem Wandertag und konnte die freiwillige Feuerwehr beobachten.|N|EIN|AHG||||
1|Da sie nicht bezahlt werden kam bei uns eine Diskussion auf ob sich eine freiwillige Arbeit überhaupt lohnt.|N|EIN|AHG||||
2|Viele Menschen führen freiwillige unbezahlte Jobs aus um die Gesellschaft zu unterstützen.|N|EIN|WHG||||
3|Dabei entsteht die Frage ob sie denn nicht auch für ihre Dienste bezahlt werden sollten,|N|EIN|GLD||||
4|da sie den gleichen Job wie andere machen|N|EIN|PRO||||
5|und damit auch eine Entlohnung verdient hätten.|N|EIN|PRO||||
6|Ehrenämter sollten bezahlt werden.|J|HAU|TH1||||
7|Für eine Bezahlung spricht die These, dass die Helfer für ihre Dienste eine Vergütung verdienen.|N|HAU|PRO||||
8|Die Freiwilligen müssen für ihre Einsätze oft auf Zeit oder ähnliches verzichten|N|HAU|PRO||||
9|und auch in schwierigen Situationen beim Einsatz erscheinen um auszuhelfen.|N|HAU|PRO||||
10|Zum Beispiel muss ein Freiwilliger von Zuhause zu seiner Station fahren wenn er gebraucht wird|N|HAU|PRO||||
11|und verdient dafür ein Gehalt.|N|HAU|PRO||||
12|Außerdem sollten die Freiwilligen eben für diesen kurzzeitigen Einsatz bei beim sie bspw. bei der Feuerwehr oft ihr Leben riskieren eine Entlohnung erhalten.|N|HAU|PRO||||
13|Zum Beispiel bekommt auch jeder andere für seine Leistung einen Bezahlung.|N|HAU|PRO||||
14|Dazu erschwerend kommt hinzu, dass die Freiwilligen die selbe Arbeit wie die normale Feuerwehr tut|N|HAU|PRO||||
15|und deshalb einen Gehalt in der selben Höhe mit der Vergütung für ihre Bereitschaft bekommen sollten.|N|HAU|PRO||||
16|Zum Beispiel werden Saisonarbeiter in anderen Branchen oft ein zusätzlichen Bonus für ihre schnelle Verfügbarkeit gegeben.|N|HAU|PRO||||
17|Ehrenämter sollten nicht bezahlt werden.|J|HAU|TH2||||
18|Dagegen spricht jedoch der Grundgedanke einer freiwilligen Arbeit.|N|HAU|CON||||
19|Die Ehrenamtlichen machen neben ihren Job auch andere Berufe|N|HAU|CON||||
20|und werden nur zu Notfällen gerufen.|N|HAU|CON||||
21|Zum Beispiel arbeiten viele hauptberuflich in einem anderen Bereichen und arbeiten dann freiwillig bei einem Einsatz mit.|N|HAU|CON||||
22|Ein weiteres Argument für diese These ist, dass die Ehrenamtlichen nicht auf eine Bezahlung angewiesen sind,|N|HAU|CON||||
23|da sie entweder unterstützt werden|N|HAU|CON||||
24|oder eine andere Einkommensquelle haben.|N|HAU|CON||||
25|Zum Beispiel werden Ehrenamtlicheorganisationen durch Spenden unterstützt|N|HAU|CON||||
26|und die Freiwilligen bekommen aus anderen Quellen Geld.|N|HAU|CON||||
27|Der beste Grund dagegen ist jedoch, dass die Menschen als Ehrenamtliche wissen, dass sie nicht bezahlt werden|N|HAU|CON||||
28|und ihren Job als freiwillige Helfer ausführen.|N|HAU|CON||||
29|Zum Beispiel sind viele der Ansicht, dass sie durch ihre Arbeit die Gesellschaft unterstützen|N|HAU|CON||||
30|und sehen darin ihre Bezahlung.|N|HAU|CON||||
31|Ist gibt viele Gründe für und gegen eine Entlohnung für die Dienste der Freiwilligen.|N|SCH|SON||||
32|Dabei ist der Grundgedanke einer freiwilligen Arbeit nicht zu vernachlässigen,|N|SCH|CON||||
33|wobei es aber natürlich eine wichtige Arbeit ist die geleistet wird.|N|SCH|PRO||||
34|Ich würde empfehlen über eine Entlohnung weiter zu diskutieren und bspw. eine Unterstützung des Staates anzufordern,|N|SCH|SON||||
35|sodass man freiwillige Arbeit entlohnen kann ohne dass die Organisationen selbst darunter leiden.|N|SCH|ZTH||||
