Nr.|Text|ADD|AUF|FKT|REL|ZIE|THE|KON
X|||||||FAST|ABW
0|"Ich schreibe aus dem Grund, dass es an unserer Schule im Rahmen eines Projektes eine Diskusion gegeben hat und die Zeitschrift ""Der kleine Gourmet"" sich an den Ergebnissen interesiert hat."|N|EIN|AHG||||
1|Ich kenne natürlich selber das Problem man sitzt gemütlich zuhause auf der Couch und schaut seine Lieblingsserie.|N|EIN|AHG||||
2|Nach ein paar Stunden merkst man dann, dass man die Zeit komplett aus den Augen verloren hat und plötzlich Hunger hat.|N|EIN|AHG||||
3|"Du holst dir dein Handy aus der Hosentasche und gehst auf deine ""Bestellapp"", wie z.B ""Lieferando und bestellst dir einen schönen saftigen Burger."|N|EIN|AHG||||
4|Doch ist es eigentlich gut dieses fettige Zeug zu essen.|N|EIN|GLD||||
5|Das ist die Frage um die es in der Diskousion ging.|N|EIN|AHG||||
6|Ist es gut Fast Food zu essen?|N|HAU|TH2||||
7|Was ist denn daran schlimm wenn man sich einmal etwas bestellt.|N|HAU|CON||||
8|Ich mache sonst immer genug Sport und kann es mir deswegen auch leisten Fast Food zu essen,|N|HAU|CON||||
9|ich werde ja nicht einmal dick.|N|HAU|CON||||
10|Wenn man sich Fastfood holt geht das viel schneller|N|HAU|CON||||
11|und man muss nicht ewig in der Küche stehen,|N|HAU|CON||||
12|dass nervt immer total.|N|HAU|CON||||
13|Es reicht einfach ein Klick|N|HAU|CON||||
14|und in innerhalb kürtzester Zeit wird das Essen an Tür gebracht.|N|HAU|CON||||
15|Außerdem schmeckt Fast Food auch einfach gut,|N|HAU|CON||||
16|es ist egal ob es ungesund ist oder nicht|N|HAU|CON||||
17|man lebt nur einmal|N|HAU|CON||||
18|deswegen sollte man einfach das essen, was eim am besten schmeckt|N|HAU|CON||||
19|Ist es besser selbst sein essen zu kochen?|N|HAU|TH1||||
20|Wenn man sich sein essen selbst macht ist es einfach frischer|N|HAU|PRO||||
21|und somit auch gesünder.|N|HAU|PRO||||
22|Durch die firschen Zutaten ist es viel besser selbst zu kochen,|N|HAU|PRO||||
23|denn man frisst nicht so einen laprigen fettigen Burger in sich rein.|N|HAU|PRO||||
24|Des weiteren kann selbst gekochtes essen sogar noch viel besser schmecken als Fast Food,|N|HAU|PRO||||
25|"denn es steckt seine eigene Liebe und ""Herzblut im Essen,"|N|HAU|PRO||||
26|die das Essen nochmal um einiges aufwerten.|N|HAU|PRO||||
27|Wenn man sein essen selbst kocht weiß man genau, was in seinem Essen eigntlich alles drin ist,|N|HAU|PRO||||
28|wodurch man sich nicht nur gesünder ernähren kann,|N|HAU|PRO||||
29|sondern sogar selbst entscheiden ob man sich gesünder ernähren möchte|N|HAU|PRO||||
30|Ich persönlich finde, dass es besser ist sein essen selbst zu kochen,|N|HAU|ZTH||||
31|denn man weiß genau was in seinem Essen enthalten ist.|N|HAU|PRO||||
32|Man kann es außerdem nach seinen eigenen Wünschen optiemieren|N|HAU|PRO||||
33|und sogar selbst entscheiden ob man jetzt gesünder essen möchte oder nicht.|N|HAU|PRO||||
34|Es wurden sehr viele Strake Argumente in der Diskourion verwendet, was mich an manchen stellen echt hin und her gerissen hat,|N|SCH|AHG||||
35|z.B das Fast Food einfach schneller geht|N|SCH|CON||||
36|und man nicht ewig am Herd stehen muss.|N|SCH|CON||||
37|Allerdings dafür aber auch nicht weiß was in seinem Essen enthalten ist, was ein sehr großer Vorteil ist.|N|SCH|PRO||||
38|Ich denke man kann abschließend sagen, dass man sich selbst durch die Diskousion sehr gut entscheiden konnte, ob man sich sein essen lieber selbst kocht oder man weiterhin Fast Food ist.|N|SCH|SON||||
39|Ich würde sagen man sollte sich sein essen definitiv selbst kochen,|N|SCH|ZTH||||
40|denn man hat einfach viel mehr Möglichkeiten sein essen nach seinen Wünschen auszulegen.|N|SCH|PRO||||
41|Auch wenn es viel schneller geht sich sein essen zu bestellen|N|SCH|CON||||
42|ist es wirklich so, dass sein essen, wenn man es sich selber kocht einfach nochmal besser schmeckt,|N|SCH|PRO||||
43|weil man seine eigene Arbeit in das Essen gesteckt hat.|N|SCH|PRO||||
44|Damit bedanke ich mich fürs lesen und hoffe sie haben jetzt einen besseren Einblick in das Thema bekommen|N|SCH|SON||||
