Nr.|Text|ADD|AUF|FKT|REL|ZIE|THE|KON
X|||||||VOLU|ABW
0|Ich konnte letztens glücklicherweise einen Einsatz der freiwilligen Feuerwwehr beobachten.|N|EIN|AHG||||
1|Danah wurde mir erst bewusst, dass diese Leute alles freiwillig machten und oftmals viele Stunden unbezahlt arbeiten.|N|EIN|AHG||||
2|Ehrenamtliche berufe gibt es nicht nur bei der freiwilligen Feuerwehr, sondern auch im Sport, im Gesundheitswesen, bei der Kinderbetreuung oder im Naturschutz.|N|EIN|WHG||||
3|Dies tun sie alle in ihrer wertvollen Freizeit.|N|EIN|WHG||||
4|Meine Klasse begann nun kontrovers über dieses Thema zu diskutieren.|N|EIN|AHG||||
5|In diesem Artikel werde ich euch über die Frage aufklären, ob man ein Ehrenamt ausführen sollte oder nicht.|N|EIN|GLD||||
6|Dabei werde ich auf Argumente beider Seiten eingehen und zum Abschluss auch meine persönliche Meinung miteinfließen lassen.|N|EIN|GLD||||
7|Es bildete sich eine Gruppe, welche der Meinung ist, dass Ehreämter sinnlos seien.|N|HAU|TH2||||
8|Vorrangig sprachen sie davon, dass manArbeit tut für welche andere bezahlt werden.|N|HAU|CON||||
9|Man führt also beispielweise die gleiche Arbeit wie ein anderer im Großteil seiner Freizeit und das auch noch umsonst.|N|HAU|CON||||
10|Zudem soll man dabei ungefähr die gleiche Qualität wie die bezahlten arbeiter erreichen.|N|HAU|CON||||
11|Das sei ungerecht, zogen sie als Schlussfolgerung dieses Argumentes.|N|HAU|CON||||
12|Es kämne auch zu weiterem Stress neben der richtigen Arbeit.|N|HAU|CON||||
13|Dadurch entsteht nicht nur selten eine Vernachlässigung,|N|HAU|CON||||
14|welche in einer Feuerung enden kann.|N|HAU|CON||||
15|Anstrengung des eigenen Körpers kommt auch hinzu (z.B. bei 30 Grad Celsius).|N|HAU|CON||||
16|Ebenso meinten viele, dass es eine Verschwendung wertvoller Freizeit sei,|N|HAU|CON||||
17|die ohnehin schon sehr knapp ist|N|HAU|CON||||
18|und welche man am besten genießen sollte (Entspannung).|N|HAU|CON||||
19|Die andren widerrum sprachen davon, dass jeder ein Ehrenamt ausführen sollte.|N|HAU|TH1||||
20|Es macht den Kopf frei|N|HAU|PRO||||
21|und man kommt runter, man beruhigt also seinen Geist und seine Seele.|N|HAU|PRO||||
22|man beruhigt also seinen Geist und seine Seele.|N|HAU|PRO||||
23|Dadurch entsteht Ablenkung zum Beispiel vom stressigen Schulalltag|N|HAU|PRO||||
24|und die Arbeitstage als Ehrenamtler sind sehr verschieden.|N|HAU|PRO||||
25|Wer ein Ehrenamt ausführt, interessiert sich meist für dieses und man hat Spaß daran.|N|HAU|PRO||||
26|Nun sammelt man viele Erfahrungen|N|HAU|PRO||||
27|und es sind viele Ehrenämter vorhanden in unterschiedlichsten Bereichen.|N|HAU|PRO||||
28|"Das Wort ,,Ehrenamt"" beschreibt auch das nun folgende Argument der Pro-Seite: Niemand wird zu einem Ehrenamt gezwungen, es ist freiwillig."|N|HAU|PRO||||
29|Als Schülersprecher habe ich mich auch freiwillig bewroben.|N|SCH|AHG||||
30|Ich selber stehe auf der Pro-Seite,|N|SCH|ZTH||||
31|weil jeder tun sollte woran er oder sie Spaß hat.|N|SCH|PRO||||
32|Trotzdem sollte man sich nicht überarbeiten|N|SCH|SON||||
33|und oftmals bekommt man auch kleine Geschenke.|N|SCH|PRO||||
34|Man sollte ein Ehrenamt nur ausführen, wenn man wirklich Spaß daran und seinen Körper nicht überanstrengt.|N|SCH|SON||||
35|Trotzdem ist anzumerken, dass niemand zu einem Ehrenamt gezwungen wird, weshalb auch keine Bezahlung nötig ist.|N|SCH|SON||||
36|Nur wenn man genug Zeit hat und alle wichtigen Details abgeklärt hat (z.B. Wochenstundenzahl und Eingrenzung des Arbeitsbereiches) sollte man ein ehrenamt ausführen.|N|SCH|SON||||
37|Sonst ist es sinnlos, weil man sich selber überarbeitet und kränklicher wird.|N|SCH|SON||||
