Nr.|Text|ADD|AUF|FKT|REL|ZIE|THE|KON
X|||||||FAST|ABW
0|Der Unterschied zwischen Fast Food und selbstgekochtem Essen ist sehr groß und beide haben ihre Nach-und Vorteile.|N|EIN|WHG||||
1|Selberkochen ist besser als Fast Food.|J|HAU|TH1||||
2|Das selbstgekochte Essen enthält frische Zutaten,|N|HAU|PRO||||
3|welche das Essen gesünder machen als Fast Food.|N|HAU|PRO||||
4|Den die Zutaten enthalten Vitamine und Nährstoffe,|N|HAU|PRO||||
5|welche dazu beitragen, das Essen gesünder zu machen.|N|HAU|PRO||||
6|Zum Beispiel sind viele Vitamine in Obst und Gemüse enthalten.|N|HAU|PRO||||
7|Das selbstgekochte Essen hat außerdem eine bessere Qualität,|N|HAU|PRO||||
8|da die Zutaten angebaut und frisch in den Supermarkt kommen.|N|HAU|PRO||||
9|Zum Beispiel wird aus Spanien verschiedene Sorten von Obst importiert, welches zuvor angebaut wurde.|N|HAU|PRO||||
10|Allerdings hat das Fast Food auchh gute Seiten.|N|HAU|TH2||||
11|Man spart viel Zeit,|N|HAU|CON||||
12|da es bequemer ist und man sich das Essen nach Hause bestellen kann.|N|HAU|CON||||
13|Bei vielen Fast Food-ketten kann man sich das Essen liefern lassen.|N|HAU|CON||||
14|Für Leute die nicht so viel Geld haben wie andere ist Fast Food die bessere Wahl,|N|HAU|CON||||
15|da es deutlich billiger ist als die frischen Zutaten im Supermarkt zu kaufen.|N|HAU|CON||||
16|Da das Kochen auch viele andere Dinge benötigt,|N|HAU|CON||||
17|ist also Fat Food deutlich billiger.|N|HAU|CON||||
18|Das liegt daran, dass die Zutaten nicht frisch sind und wahrscheinlich im Lager aufbehalten werden.|N|HAU|CON||||
19|Persöhnlich finde ich, dass selbst kochen die bessere Wahl ist,|N|SCH|ZTH||||
20|da es zum einen gesünder ist und natürlich abwechslungsreicher.|N|SCH|PRO||||
21|Außerdem lernt man selber zu kochen|N|SCH|PRO||||
22|und man hat eine große Auswahl an Gerichten.|N|SCH|PRO||||
23|Zum Ende hin kann man sagen das selbstgekochtes Essen besser ist,|N|SCH|ZTH||||
24|da die Qualität besser ist|N|SCH|PRO||||
25|und es gesünder ist.|N|SCH|PRO||||
