Nr.|Text|ADD|AUF|FKT|REL|ZIE|THE|KON
X|||||||VOLU|ABW
0|Durch einen Einsatz der freiwilligen Feuerwehr und eine darauf folgnde Disskussion in unserer Klasse, wurde ich näher an das Thema Ehrenamt heran gebracht.|N|EIN|AHG||||
1|"Ich habe in diesem Artikel unserer Schülerzeitung alle Pro und Kontra Argummente zu der Frage. ""sollte man Ein Ehrenamt ausüben?"" zusammengefasst."|N|EIN|GLD||||
2|Um den Begriff Ehrenamt noch einmal für alle verständlich zu machen: Wenn mam ein Ehrenamt ausübt arbeitet man in seiner freizit und bekommt dafür kein Geld.|N|EIN|WHG||||
3|Typische Arbeitsbereiche sind zum Beispiel im Sport, in der Kinder Betreuung, bei der Feuerwehr, im Gesundheitswesen oder im Naturschutz.|N|EIN|WHG||||
4|Viele Schüler* innen meiner klasse haben gesagt, dass eine Ehernamtliche Arbeit keinen Sinn macht,|N|HAU|TH2||||
5|da man für sie kein Geld bekommt.|N|HAU|CON||||
6|"Ein schüler sagte: ""Ich mache doch nichtr die Arbeit, für die andere bezahlt werden"""|N|HAU|CON||||
7|und in diesem Punt sehen tatsächlich viele das Problem.|N|HAU|CON||||
8|Wieso sollte man ehrenamtlich Kinder betreuen, wenn man genau so gut auch Geld damit verdienen kann?|N|HAU|CON||||
9|Auch das zweite Argumen steh, so wie das erste, wieder im zusammen hang mit Geld.|N|HAU|GLD||||
10|"Die Zeit der Ehrenamtlichen Arbeit kann, so eine Schülerin, ja auch für ""Produktivere""Arbeit verwendet werden, die dazu noch geld bringt."|N|HAU|CON||||
11|"Wenige sind bereit ihre Freizeit für noch mehr Arbeit zu ""verschwenden""."|N|HAU|CON||||
12|Man sollte ein Ehrenamt ausführen.|J|HAU|TH1||||
13|Die Gesgenseite sieht in der Ehrenamtlichen arbeit jedoch keinseswegs eine Zeitverschwendung.|N|HAU|PRO||||
14|So macht sich ein socher Job auch gut auf Lebensläufen und in Bewerbungsgesprächen.|N|HAU|PRO||||
15|So verschaft die Ehrenamtluche Arbeit einem vielleicht sogar einen größeren Vorteil bei der Jobsuche|N|HAU|PRO||||
16|und sorgt letztendlich für eine bessere Bezahlung.|N|HAU|PRO||||
17|Doch vielen Menschen geht es gar niocht ums Geld.|N|HAU|PRO||||
18|Sie wollen einen Beitrag zur Gesellschaft leisten.|N|HAU|PRO||||
19|Viele berichten freudig wie viel spaß die Arbeit macht|N|HAU|PRO||||
20|und wie viel dank man von den Menschen wiederbekommt, denen man hilft.|N|HAU|PRO||||
21|Außerdem ist Ein Ehrenamt auch eine gute Option für alle die, die noch nicht genau wissen, welcher Job der richtige Ist.|N|HAU|PRO||||
22|So kann man bei Ehrenamtlicher Arbeit in verschiedene Berufsfelder reinschnuppern ohne Eine Ausbildung zu haben.|N|HAU|PRO||||
23|Ich persönlich finde Ehrenamtliche Arbeit sehr wichtig|N|SCH|ZTH||||
24|und ich möchte, wenn ich alt genug dafür bin, selber dazu beitragen, dass die welt ein kleines stück besser wird.|N|SCH|PRO||||
25|Esgab letztendlich zur sowohl gute Pro als auch gute Kontra Argumente zu meiner Fragestellung |N|SCH|SON||||
26|allerdings überwiegen für mich eindeutig die Argumente für die Ehrenamtliche Arbeit,|N|SCH|ZTH||||
27|denn die Welt würde ohne Ehrenamtliche Mitarbeiter nur noch aus Kapitalismus und dem Gedanken möglichst viel Geld zu verdienen bestehen.|N|SCH|PRO||||
28|Menschen würden nichtmal den kleinsten Gefallen ohne eine Gegenleistung machen.|N|SCH|PRO||||
29|Ich bin sehr froh, dass es Menschen gibt, die sich,ohen dafür Geld zu bekommen, z.B. um Flüchtlinge kümmern, denn keiner könnte die vielen Ehrenamtlichen Mitarbeiter bezahlen|N|SCH|PRO||||
30|und so würden Hilfsbedürftige Personen noch weniger bekommen als jetzt schon.|N|SCH|PRO||||
31|Ehrenamtliche Arbeit ist also ein wichtiger Teil unserer Gesellschaft|N|SCH|PRO||||
32|und jeder in seinem Leben mindesten einmal eine Ehrenamtliche Arbeit verrichtet haben um die dankbarkeit der Menschen zu spüren, denen man damit helfen kann und um einen wirklichen beitrag für unsere Gesellschaft zu leisten.|N|SCH|SON||||
