Nr.|Text|ADD|AUF|FKT|REL|ZIE|THE|KON
X|||||||ARTS|ABW
0|In den letzten Jahren kam öfter die Idee auf, das Fach Darstellendes Spiel für 7. Klassen verpflicchtend einzuführen.|N|EIN|WHG||||
1|Ich bin jetzt, nach dem ich seit bereits fast 2 Jahren nicht mehr die 7. Klasse besuche, auch auf dieses Konzept gestoßen und es hat mich zum Nachdenken angeregt, da ich einerseits gerne Theaterspiele und auch eine gewisse Logik hinter dem Vorschlag sehe, aber eben auch die Argumente der Kontraseite durchaus nachvollziehbar und plausibel finde.|N|EIN|AHG||||
2|In diesem Text möchte ich euch an meinem Prozess der Argumentesammlung und Darstellung, um am Ende eine rationale Meinung zu finden, teilhaben lassen.|N|EIN|GLD||||
3|Ich hoffe, dass das Thema euch zum Denken anregt und ihr vielleicht auch mal eine andere Sicht auf die Dinge bekommt, falls ihr bereits eine festgefahrende Meinung habt.|N|EIN|GLD||||
4|Darstellendes Spiel sollte nicht verpflichtend eingeführt werden.|J|HAU|TH2||||
5|Fangen wir damit an, dass viele Schulen gar nicht die Möglichkeit haben, Siebtklässlern Theater-Lehrer zur Verfügung zu stellen.|N|HAU|CON||||
6|Es gibt in vielen Stellen von Deutschland ohnehin einen großen Lehrermangel,|N|HAU|CON||||
7|ein zusätzliches Fach macht diesen nicht besser.|N|HAU|CON||||
8|Zusätzlich íst der Unterricht zudem auch für die Kinder, die oft trotz ihrem jungen Alter sowieso schon an psychischen Problemen, auch aufgrund von Stress und Leistungsdruck leiden.|N|HAU|CON||||
9|Diese extra Wochenstunden wären kaum zu verantworten!|N|HAU|CON||||
10|Psychisch ist das auch vorallem anstrengend für die Kinder mit Redeangst oder ähnlichen Sypmtomatiken.|N|HAU|CON||||
11|Oft reicht schon, ein wenig schüchtern zu sein, um eine riesige Angst vor dem Vorsprechen zu entwickeln.|N|HAU|CON||||
12|Kultur soll Spaß machen|N|HAU|CON||||
13|und kein Mittel sein, um Kinder durch ihre größten Ängste zu zwingen!|N|HAU|CON||||
14|Dazu kommt, dass Theater auch einach unnötig ist.|N|HAU|CON||||
15|Nicht nur gibt es von vornhinein Tendenzen bezüglich der Begabung,|N|HAU|CON||||
16|was eine Benotung erschwert,|N|HAU|CON||||
17|sondern ist es für Theaterkinder eben auch schön, solch ein Hobby für sich zu haben|N|HAU|CON||||
18|und nicht die ganze Klasse, von der ein großer Teil eh keine Lust oder sogar Angst hat, als Pflicht mit zum Theater zu nehmen.|N|HAU|CON||||
19|Kultur sollte individuell sein,|N|HAU|CON||||
20|deswegen macht es wenig Sinn, jeden dazu zu Zwingen,|N|HAU|CON||||
21|es bringt nur jede menge Hass gegen das Fach, von allen Seiten!|N|HAU|CON||||
22|Darstellendes Spiel sollte verpflichtend eingeführt werden.|J|HAU|TH1||||
23|Jedoch ist Theaterspielen auch eine sehr produktive Erholung,|N|HAU|PRO||||
24|die in der Regel sogar gern gesehen wird.|N|HAU|PRO||||
25|Man arbeitet nicht so sehr mit seinem Gehirn wie zum Beispiel in Mathe,|N|HAU|PRO||||
26|beansprucht aber auch seinen Körper nicht so sehr wie in Sport.|N|HAU|PRO||||
27|Theater ist eine gute Mischung,|N|HAU|PRO||||
28|die zur Erholung abseits von Handy und PC beitragen kann.|N|HAU|PRO||||
29|Zensuren müssen ja nicht zwingend gegeben werden,|N|HAU|PRO||||
30|da DS als Neigungsfach eingestuft werden kann.|N|HAU|PRO||||
31|Diese Neigungen eben sind auch Teil meines nächsten Argumentes,|N|HAU|GLD||||
32|denn jedes Kind sollte in der Schule die Möglichkeit haben, seine Stärken und Intereswsen auszuleben.|N|HAU|PRO||||
33|In DS hätten direkt mehrere Interessenfelder die Möglichkeit, ausgeebt zu werden.|N|HAU|PRO||||
34|Sprachlich werden viele Fähigkeite benutzt und trainiert,|N|HAU|PRO||||
35|kreativ kann man sich ausleben, zum Beispiel mit Mimik, Bühnenbildern oder Skripten.|N|HAU|PRO||||
36|Bei Dingen wie Schwertkampf oder Tanz sind körperliche Stärken gefragt und vieles mehr!|N|HAU|PRO||||
37|Zudem muss man durchaus zugeben, dass Theaterspielen einen durchaus positiven Effekt auf Rhetorik, Mimik und andere sprachlich-soziale Kompetenzen hat.|N|HAU|PRO||||
38|Diese Fähigkeiten bringen den Mensch nicht nur im Theater weiter,|N|HAU|PRO||||
39|sondern auch beispielsweise bei Bewerbungsgesprächen.|N|HAU|PRO||||
40|Es wäre ein gutes, einheitliches Training,|N|HAU|PRO||||
41|was eventuell die Chancengleichheit erhöht,|N|HAU|PRO||||
