Nr.|Text|ADD|AUF|FKT|REL|ZIE|THE|KON
X|||||||FAST|ABW
0|In der Schule wird über das Thema Gesundes Essen gegen Fast Food diskotiert und die Vor/Nachteile sollten gegeneinander ausgewogen werden.|N|EIN|AHG||||
1|Es gibt viele die lieber gesund essen und dafür ach lange in der Küche stehen wollen aber es gibt dann auch noch Leute die lieber Schnell etwas zu essen haben und denen es egal ist ob dies gesund oder ungesund ist.|N|EIN|WHG||||
2|Argumente für selbstgemachtes Essen:|N|HAU|TH1||||
3|Wenn du ein Essen selbst machst kannst du viel besser wissen wasn drin ist und was davon auch frisch und wie gesund ist.|N|HAU|PRO||||
4|Wenn du allerdings einen Burger für die Mikrowelle Kaufst weißt du nicht genau was drin ist und wo es her kommt.|N|HAU|PRO||||
5|Wenn man auf die Zutatenliste guckt bekommt man einen ungefähren überblick was wirklich in dem Produkt drin ist und was nicht.|N|HAU|CON||||
6|Bei sebst gemachtem Essen bezahlt man auch teilweise weniger,|N|HAU|PRO||||
7|da die kostenen der Zutaten insgesamt häufig weniger Kostet als ein Fast Food Artikel im Supermarkt oder bei einer restaurant Kette.|N|HAU|PRO||||
8|Selbstgemachtes Essen ist auch gesünder,|N|HAU|PRO||||
9|da meist andere Lebensmittel drin sind als in Fast Food|N|HAU|PRO||||
10|zum beispiel ist in Fast Food viel mehr Fett und meist auch mehr Zucker und Zuckerzusatzstoffe als in Selbstgemachtem.|N|HAU|PRO||||
11|Argumente für Fast Food:|N|HAU|TH2||||
12|Fast Food geht viel schneller|N|HAU|CON||||
13|du musst es nur in die Mikrowelle stellen den Timer eistellen und auf start drücken und du hast etwas zu essen.|N|HAU|CON||||
14|Selbstgemachtes Essen dauert viel länger.|N|HAU|CON||||
15|Fast Food ist nicht so kompliziert wie selbstgemachtes Essen,|N|HAU|CON||||
16|da man sich ncht an Rezepte halten muss die teilweise sehr komlex sind.|N|HAU|CON||||
17|Für Fast Food muss man nicht so lange einkaufen,|N|HAU|CON||||
18|da man nicht so viele Zutaten braucht|N|HAU|CON||||
19|und auch nicht drauf achten muss was man kauft sondern nur, dass man es kauft.|N|HAU|CON||||
20|Es gibt auf beiden Seiten starke Argumente|N|SCH|SON||||
21|allerding bin ich der Meinung, dass selbstgemachten Essen besser ist|N|SCH|ZTH||||
22|nd mir persöhnlich macht es auch mehr Spaß.|N|SCH|PRO||||
23|Selbstgemachtes Essen ist gesünder und für den normalen alltag besser geeignet|N|SCH|PRO||||
24|allerdings ist Fast Food besser für situationen in denen man es eilig hat und nur wenig Zeit.|N|SCH|CON||||
25|Es wird aber empfohlen sich das Essen selbst zu machen aufgrund des Gesundheitsfaktors.|N|SCH|WHG||||
