Nr.|Text|ADD|AUF|FKT|REL|ZIE|THE|KON
X|||||||VOLU|ABW
0|Wir haben in der Klasse kontrovers darüber diskutiert, ob es sinvoll ist ohne Arbeitslohn für etwas arbeiten zu gehen oder es gut ist etwas für die Gesellschaft zu tun.|N|EIN|AHG||||
1|Unsere Meinungen in der Klasse sind gespalten, die einen tuen gerne etwas für die Gesellschaft ohne etwas dafür haben zu wollen, die anderen wollen für ihre erbrachte Leistung/Arbeit einen dem ensprechenden Lohn haben.|N|EIN|AHG||||
2|Meine erste These lautet, wir sollen der Gesellschaft helfen/unterstützen ohne Lohn dafür zu erwarten.|N|HAU|TH1||||
3|Wir helfen damit Menschen, die nicht arbeiten gehen können durch Folgeverletzungen oder änlichen sachen.|N|HAU|PRO||||
4|Dadurch Unterstützen wir viele Menschen, ect.|N|HAU|PRO||||
5|Mein zweites Argument besteht darin,dass wir lernen wie wir was machen können|N|HAU|PRO||||
6|und es ist abwechslungsreich.|N|HAU|PRO||||
7|Das letzte Argument besteht daraus, dass wir auch vielen Tieren helfen würden,|N|HAU|PRO||||
8|sie bekommen mehr Aufmerksamkeit|N|HAU|PRO||||
9|und werden dadurch Zahmer.|N|HAU|PRO||||
10|Dazu gibt es natürlich auch eine andere Seite, wir sollten der Gesellschaft nicht ohne Lohn helfen,|N|HAU|TH2||||
11|da andere einen dafür bekommen.|N|HAU|CON||||
12|Bei der freiwilligen Feuerwehr muss man im Notfall sein Leben auf`s Spiel setzen|N|HAU|CON||||
13|das ist es nicht wert|N|HAU|CON||||
14|und es nimmt viel Zeit in anspruch.|N|HAU|CON||||
15|Es ist unfair im Verhältnis zu den Leuten die dafür bezahlt werden,|N|HAU|CON||||
16|da gleiches Recht für alle bestehen sollte.|N|HAU|CON||||
17|Es wird alles teuerer, Lebensmittel und Klamotten|N|HAU|CON||||
18|und nicht alle haben das nötige/ausreichende Geld dafür.|N|HAU|CON||||
19|Ich bin dafür das wir etwas ohne dafür Lohn zu bekommen, was machen sollten,|N|SCH|ZTH||||
20|da es der Umwelt und der Gesellschaft hilft und sie weiter bringt.|N|SCH|PRO||||
21|Wir sollten für die Gesellschaft arbeiten, aber nur in bestimmten maßen|N|SCH|ZTH||||
22|und dabei sollten wir vorsichtig miteinander umgehen.|N|SCH|SON||||
