Nr.|Text|ADD|AUF|FKT|REL|ZIE|THE|KON
X|||||||BOOK|ABW
0|Die Schülervertreter unserer Schule schlagen vor, dass unsere gesamten Bücher auf E-Books umgestellt werden sollen.|N|EIN|AHG||||
1|Auf der Schulkonferenz gab es geteilte Meinungen ob E-Books uns das Lernen einfacher machen oder wir bei gedruckten Bücher bleiben sollen,|N|EIN|AHG||||
2|da E-Books unser kulturelles Erbe zerstören.|N|EIN|CON||||
3|E-Books sollten Bücher ersetzen.|J|HAU|TH1||||
4|Ist das lesen in einem E-Book praktischer? Wenn es um das Thema individueller lernen geht, aufjedenfall.|N|HAU|PRO||||
5|In einem E-Book kann man Dinge markieren,|N|HAU|PRO||||
6|was man in einem geliehenen Buch aus der schule meistens nicht darf.|N|HAU|PRO||||
7|Ein Vorteil weiterer ist offensichtlich, dass man nicht jeden Tag mehrere Bücher auf dem Rücken tragen muss.|N|HAU|PRO||||
8|Auch wenn viele Schulen Spinde für Schulsachen haben, müssen immernoch viel zu viele Schüler jeden Tag ihre Bücher tragen.|N|HAU|PRO||||
9|Mit einem E-Book würde das ersparrt bleiben|N|HAU|PRO||||
10|und unsere Gesundheit wird geschont.|N|HAU|PRO||||
11|Außerdem muss man heutzutage immer an unsere Umwelt denken|N|HAU|PRO||||
12|und wenn man alle Schulbücher digital ersetzen würde, müssten nicht so viele neue Bücher gedruckt werden,|N|HAU|PRO||||
13|wodurch wir Papier sparen.|N|HAU|PRO||||
14|Aber warum sollte man dann bei gedruckten Büchern bleiben?|N|HAU|TH2||||
15|Als erstes einmal ist es sehr schlecht für die Augen, wenn man den ganzen Tag nur auf digitale Bildschirme guckt,|N|HAU|CON||||
16|da die meisten Menschen auch nach der Schule die meiste zeit am Smartphone verbringen.|N|HAU|CON||||
17|Es gibt zwar Blaulicht Filter welche das Licht für das Auge besser machen,|N|HAU|PRO||||
18|dennoch haben diese noch nicht alle Geräte.|N|HAU|CON||||
19|Außerdem würden E-Books vielleicht auch in gewisser Weise eine Art Tradition zerstören,|N|HAU|CON||||
20|da man alles modernisieren wird.|N|HAU|CON||||
21|Meine Meinung zu E-Books in der Schule ist, dass es eine sehr gute Idee ist,|N|SCH|ZTH||||
22|da man an unsere Umwelt denkt.|N|SCH|PRO||||
