Nr.|Text|ADD|AUF|FKT|REL|ZIE|THE|KON
X|||||||BOOK|ABW
0|Die Schülervertreter*innen haben momenatan eine Diskussion über E-Books.|N|EIN|AHG||||
1|Sie übergen nur noch diese diitalen Bücher zu verwenden.|N|EIN|AHG||||
2|E-books ausschließlich in der Schule benutzen klingt eigentlich praktisch, aber ist es das wirklich?|N|EIN|GLD||||
3|Dies erörtere ich im folgenden Text.|N|EIN|GLD||||
4|Einerseits sind Bücher kulturelles Erbe|N|HAU|CON||||
5|und sollten erhalten bleiben.|N|HAU|TH2||||
6|Außerdem ist man meistens auf ein stabiles Internet angewiesen, welches aber auch nicht jede Schule zur Verfügung stellen kann,|N|HAU|CON||||
7|da das sehr teuer werden kann.|N|HAU|CON||||
8|Einige Personen mögen auch eher etwas festes in der Hand zu haben,|N|HAU|CON||||
9|da es für sie einfacher ist damit klarzukommen.|N|HAU|CON||||
10|E-Books sollten eingeführt werden.|J|HAU|TH1||||
11|Andererseits kann man E-Books ohne Probleme wichtige Dinge makieren und genauso wieder wegmachen.|N|HAU|PRO||||
12|Dabei ist das System vo E-Books sehr einfach zuverstehen|N|HAU|PRO||||
13|da es teilweise handlicher ist,|N|HAU|PRO||||
14|weil man zum Beispiel die Seitenanzahl oben eingeben kann und sofort finet und nicht lang suchen muss.|N|HAU|PRO||||
15|Als letzten Punkt sind E-Books auch für die Schüler besser,|N|HAU|PRO||||
16|weil man dafür nur ein Tablett braucht|N|HAU|PRO||||
17|und Bücher in einer größeren Anzahl sehr schwer zutragen sind.|N|HAU|PRO||||
18|Teilweise wiegt die Mappe von Schülern bis zu 9kg|N|HAU|PRO||||
19|und dies ist nicht gesund.|N|HAU|PRO||||
20|Mein Fazit ist also das generell E-Books einfacher und handlicher sind.|N|SCH|PRO||||
21|Sie sind dazu gesunder für unseren Rücken.|N|SCH|PRO||||
22|Meiner Meinung nach wäre es kein Problem für die meisten mit Tabletts klarzukommen und E-Books zzu benutzen.|N|SCH|ZTH||||
