Nr.|Text|ADD|AUF|FKT|REL|ZIE|THE|KON
X|||||||ARTS|ABW
0|Die Bundesländer haben darüber disskutiert ob der Theaterunterricht ab der 7. Klassen ein Pflichtfach werden soll.|N|EIN|WHG||||
1|Zu diesem Thema wurden Argumente gesammelt und in diesem Text verfasst.|N|EIN|GLD||||
2|Der Theaterunterricht sollte ein Pflichtfach ab der 7. Klasse werden.|N|HAU|TH2||||
3|Dafür spricht, dass die Kinder einen guten Ausgleich von anderen Scgulfächern und/oder dem Alltag hätten.|N|HAU|CON||||
4|Sie könnten zum Beispiel runter kommen|N|HAU|CON||||
5|und ihren inneren Stress in Schauspiel verwandeln.|N|HAU|CON||||
6|Außerdem könnten die Kinder ihre Talente für das Schauspiel entdecken und die dann fördern.|N|HAU|CON||||
7|Sie könnten später zum Beispiel professionell in einem Theater arbeiten.|N|HAU|CON||||
8|Noch dazu könnten sie sich in den anderen Fächern besser konzentrieren|N|HAU|CON||||
9|und der unterrricht würde ruhiger ablaufen wenn sie vorher im Theaterunterricht ihren Stress rausgelassen haben.|N|HAU|CON||||
10|Der Theaterunterricht sollte nicht als Pflichtfach ab der 7. klasse eingeführt werden.|N|HAU|TH1||||
11|Dafür, dass der Theaterunterricht nicht eingeführt wird spricht, dass wichtige unterrichtszeit verschwendet wird.|N|HAU|PRO||||
12|In dieser Zeit könnte man zum Beispiel Mathe oder andere wichtige Hauptfächer unterrichten.|N|HAU|PRO||||
13|Noch dazu Könnten einige Kinder deprimiert sein wenn ihnen das Fach nciht liegt|N|HAU|PRO||||
14|und dadürch zum Beispiel schlechte Noten bekommen.|N|HAU|PRO||||
15|Außerdem könnten sich die kinder sogar zu wohl in dem Theaterunterricht üfhlen|N|HAU|PRO||||
16|und dadurch die anderen Fächer vernachlässigen|N|HAU|PRO||||
17|und sich dort langweilen.|N|HAU|PRO||||
18|Dies würde zum Beispiel für schlechte noten sorgen.|N|HAU|PRO||||
19|Ich finde, dass der Theaterunterricht nicht als Pflichtfach eingeführt weren sollte.|N|SCH|ZTH||||
20|Fazit ist, dass der theaterunterricht auf der einen Seite vielleicht ein guter ausgleicht ist|N|SCH|PRO||||
21|aber auf der anderen seite die kinder denen das fach nich liegt oder sich nicht wohlfühlen in dem Fach unfaire schlechte noten bekommen da einem das Schauspiel liegen muss.|N|SCH|CON||||
22|da einem das Schauspiel liegen muss.|N|SCH|CON||||
23|da stimmen auch die Bundesländer zu und am ende haben sie sich auf einen Kompromiss geeinigt.|N|SCH|WHG||||
24|Ich empfehle, dass man den Theaterunterricht nicht als Pflichtfach sondern als Wahlfach anbieten sollte somit könne die schüler die den unterrricht besuchen wolle dies tun und die anderen kinder werden nicht gezwungen.|N|SCH|SON||||
