Nr.|Text|ADD|AUF|FKT|REL|ZIE|THE|KON
X|||||||ARTS|ABW
0|Darstellendes spiel als Unterrichtsfach|N|EIN|GLD||||
1|Sollte Darstellendesspiel (Theaterunterricht) als Fach eingefürt werden|N|EIN|GLD||||
2|Sollte daestellendes speil als unterichts fach eigefürt werden|N|EIN|GLD||||
3|Ja es sollte eingeführt werden|N|HAU|TH1||||
4|weil schülerinnen und schüler ihre fantasie besser außleben könen|N|HAU|PRO||||
5|anstatt im deutsch unttericht irgend welche texte abzuschreiben.|N|HAU|PRO||||
6|Ja es sollte eingeführt werden|N|HAU|TH1||||
7|Außerdem kann man schauen wie talentiert manche schüler eigendlich sind.|N|HAU|PRO||||
8|bei einem theater stück gubt es ja auch viele faktoren die zu beachten sind.|N|HAU|PRO||||
9|dort zählt auch eine gute konzentration.|N|HAU|PRO||||
10|Nein Es sollte nicht als untterichts fach eingeführ werden|N|HAU|TH2||||
11|Nein es sollte nicht eingeführt werden|N|HAU|TH2||||
12|weil es manchen schüler villeicht peinlich ist|N|HAU|CON||||
13|oder sie sich nicht trauen|N|HAU|CON||||
14|weil sie nicht so ein großes selbstvertrauen haben wie z.b andere kinder.|N|HAU|CON||||
15|Nein es sollte nicht eingeführt werden|N|HAU|TH2||||
16|weil es manche kinder villeicht komisch finden etwas vor der klasse vorzutragen|N|HAU|CON||||
17|was sie eigendlich nicht wollen.|N|HAU|CON||||
18|Nein es sollte nicht eingeführt werden|N|HAU|TH2||||
19|da es auch manche kinder gibt die etwas nicht so gut darstellen können wie manch andere kinder.|N|HAU|CON||||
20|und sich dann vielleicht schämen.|N|HAU|CON||||
21|Ich fände es gut wenn so ein fach eingeführt werden würde|N|SCH|ZTH||||
22|da ich selbst auch sehr talentiert im schauspiel binn|N|SCH|PRO||||
23|und mir wenige sachen peinlicht sind.|N|SCH|PRO||||
24|ich würde es empfehlen jedoch nur als wahlplicht fach da man es dann selber für sich entscheiden kann ob man am theaterspielen dabei seien möchte oder nicht.|N|SCH|SON||||
