Nr.|Text|ADD|AUF|FKT|REL|ZIE|THE|KON
X|||||||FAST|ABW
0|An meiner Schule wird über das Thema gesunde Ernährung diskutiert.|N|EIN|AHG||||
1|"Die Zeitschrift ""Der kleine Gourmet"" ist an dem Ergebniss interressiert."|N|EIN|AHG||||
2|In dieser Arbeit werde ich Vorteile und Nachteile von selbst gekochtem Essen und Fast-Food  schreiben und daraus schlussfolgern was besser für einen ist.|N|EIN|GLD||||
3|"Fast-Food übersetzt bedeutet ""Schnelles Essen""."|N|EIN|WHG||||
4|Somit kann man daraus folgern, dass es sich bei Fast Food um schnell zubereitetes Essen geht.|N|EIN|WHG||||
5|Das kann von tiefkühl Pizzen bis hin zu MC-Donalds Burgers gehen.|N|EIN|WHG||||
6|Fast Food ist besser als Selberkochen.|J|HAU|TH2||||
7|Ein großes Problem beim Kochen ist die Wartezeit.|N|HAU|CON||||
8|man muss warten bis etwas aufgetaut ist|N|HAU|CON||||
9|oder warten bis etwas fertig in der Pfanne gebraten ist.|N|HAU|CON||||
10|Da greifen dann lieber die meisten zu Fast-Food,|N|HAU|CON||||
11|denn es ist schnell, zuverlässig und immer gleich.|N|HAU|CON||||
12|Heutzutage muss man nicht lange fahren bis man zum nächsten Fast-Food Geschäft ist.|N|HAU|CON||||
13|Es gibt mehrer Fast-Food Läden in jeder großen Kaufstrasse.|N|HAU|CON||||
14|Nicht nur das man kann auch bestellen und so wird das Essen nach Hause geliefert.|N|HAU|CON||||
15|Man könne auh einfach zum nächsten Supermarkt gehen und dort Tiefgekühlte Pizzen oder andere Lebensmittel ohne Probleme kaufen.|N|HAU|CON||||
16|Fast-Food ist auch sehr billig und immer in der Qualität konstant.|N|HAU|CON||||
17|Nicht wie Bio-Gemüse das jede Saison anders aussieht,|N|HAU|CON||||
18|manchmal in der Qualität schlechter und teuer ist.|N|HAU|CON||||
19|Aber auch selbst gekochtes Essen hat seine Vorteile.|N|HAU|TH1||||
20|Fast-Food hat viele Zutaten aus nicht ökologischen Anbau sind|N|HAU|PRO||||
21|und deswegen so billig ist .|N|HAU|CON||||
22|Wenn man selbst kocht , so weiß man was in seinem ERssen steckt|N|HAU|PRO||||
23|und wie es zubereitet wurde.|N|HAU|PRO||||
24|In der Küche umzugehen lernt man manchmal von seinen Eltern, aber nichts ist besser als die Praxis.|N|HAU|WHG||||
25|Dann kann man kochen lernen|N|HAU|PRO||||
26|und verschiedene Cousinen kennenlernen.|N|HAU|PRO||||
27|Wenn man dann gelernt hat verschieden zu kochen, dann kann man Leute zusammenbringen indem man Leute zu sich einlädt und dann für sie kocht.|N|HAU|PRO||||
28|Es ist eine der schnellsten Wege Freundschaften zu schließen und neue Menschen kennzulernen.|N|HAU|PRO||||
29|Ich liebe es asiatisch zu kochen und esse wenig Fast-Food.|N|SCH|AHG||||
30|Ich weiß das zu viel Fast-Food schlecht für mich ist|N|SCH|PRO||||
31|und esse deswegen nicht allzu viel davon.|N|SCH|PRO||||
32|Es ist nicht nur schlecht für meinen Körper|N|SCH|PRO||||
33|da es zu viel Energie ist,|N|SCH|PRO||||
34|sondern auch für meinen Geist.|N|SCH|PRO||||
35|Man sollte nicht zu viel Fast-Food essen.|N|SCH|ZTH||||
36|Wenn  man schnell klos muss oder To-Go was essen möchte dann ist das die bessere Wahl,|N|SCH|CON||||
37|aber man sollte immer zu hause selbst für einen kochen. Auch wenn es nur eine kleine Speise ist wie Kartoffel Salat oder Pasta.c|N|SCH|ZTH||||
38|Mit abwechslungsreiches Esse4n bleibt man gesund im Kopf und im Körper.|N|SCH|PRO||||
39|Koche selbst, es ist nicht nur gut für deinen Körper sondern auch für deinen  Geist.|N|SCH|ZTH||||
