Nr.|Text|ADD|AUF|FKT|REL|ZIE|THE|KON
X|||||||FAST|ABW
0|In so vielen Schulen wollen Schüler und Schülerinnen das Fach Darstellendes Spiel haben und auch als Pflichtfach haben.|N|EIN|WHG||||
1|Dadurch das viele Kinder ihre Kreativität ausdrücken wollen|N|EIN|PRO||||
2|sind Fächer wie Darstellendes Spiel oder auch Kunst so wichtig.|N|EIN|PRO||||
3|Darstellendes Siel sollte nicht verpflichtend eingeführt werden.|N|HAU|TH2||||
4|Dadurch das man niemanden zwingen sollte auf die Bühne zu gehen, sollte es nicht eingeführt werden.|N|HAU|CON||||
5|Zum Beispiel wenn ein Kind sehr schüchtern ist sollte es nicht noch dadurch verschlimmert werden.|N|HAU|CON||||
6|Mobbing kann auch dadurch verschlimmert werden,|N|HAU|CON||||
7|wie wenn ein schüchternes Kind schon gemobbt wird und dann auch noch schlecht ist im Schauspiel und auf der Bühne kann es dadurch noch mehr gehänselt werden.|N|HAU|CON||||
8|Verschiedene Menschen mögen verschiedene Sachen.|N|HAU|CON||||
9|Nicht jeder fühlt sich auf der Bühne und im Theater sicher.|N|HAU|CON||||
10|Dafür sprechen viele Schüler, viele fühlen sich auf der Bühne nicht wohl.|N|HAU|CON||||
11|Darstellendes Spiel oder auch Theaterunterricht sollte es als Pflichtfach ab der 7. Klasse geben.|N|HAU|TH1||||
12|Theater Unterricht macht spaß|N|HAU|PRO||||
13|und viele Schüler sagen immer wieder das sie dadurch gute Noten kriegen|N|HAU|PRO||||
14|und auch mal Abwechslung im langweiligen Schulalltag dadurch bekommen.|N|HAU|PRO||||
15|Es ist ein Fach das Freude durch gute Noten bringt, Spaß macht und auch Abwechslung bietet.|N|HAU|PRO||||
16|Darstellendes Spiel könnte ein neues Hobby werden.|N|HAU|PRO||||
17|Manche erfahren wie gut sie sind|N|HAU|PRO||||
18|und finden vielleicht ihre zukünftige Berufung.|N|HAU|PRO||||
19|So haben auch viele große Schauspieler herausgefunden worin sie gut sind, indem sie in der Schule Theaterunterricht oder auch Darstellendes Spiel hatten.|N|HAU|PRO||||
20|Der Unterricht holt das beste aus jedem Schüler heraus|N|HAU|PRO||||
21|und hilft schüchternen auch aus sich selbst rauszukommen.|N|HAU|PRO||||
22|Schüler und Schülerinnen die im Alltag, im Unterricht und bei Leuten oder auch Klassenkameraden schüchtern und zurückhaltend sind, entfalten oft in künstlerischen Fächern ihre Persönlichkeit.|N|HAU|PRO||||
23|Sie kommen aus sich selbst raus.|N|HAU|PRO||||
24|Meiner Meinung nach sollte das Fach Pflicht werden|N|SCH|ZTH||||
25|da es zurückhaltenden Schülern eine Gelegenheit bietet um aus sich selbst raus zu kommen|N|SCH|PRO||||
26|und ihr Leben mit Freunden zu genießen.|N|SCH|PRO||||
27|Außerdem finde ich das für die die sich gezwungen fühlen darüber nachdenken müssen das andere Fächer auf Pflicht sind, wie zum Beispiel Mathe.|N|SCH|PRO||||
28|Künstlerische Fächer sind genauso wichtig wie andere und sollten berücksichtigt werden.|N|SCH|PRO||||
29|Das Fach darstellendes Spiel sollte verpflichtend ab der 7. Klasse eingeführt werden und genauso berücksichtigt werden wie andere Fächer.|N|SCH|ZTH||||
30|Sich künstlerisch auszuleben ist wichtig für Kinder und Jugendliche.|N|SCH|PRO||||
31|Ich glaube das Hauptproblem liegt darin das schüchterne, zurückhaltende Schüler und die sich nicht trauen berücksichtigt werden müssen.|N|SCH|SON||||
32|Es sollte über Gespräche oder Sonderkurse geredet werden damit auch die schüchternen aus sich selbst rauskommen.|N|SCH|SON||||
