Nr.|Text|ADD|AUF|FKT|REL|ZIE|THE|KON
X|||||||ARTS|ABW
0|In jeder Klasse gibt es immer Schüler*innen, die unsicher und schüchtern sind und nicht gut vor der Klasse sprechen können.|N|EIN|WHG||||
1|Aber wäre es nicht schöner, wenn sich JEDER Schüler*in wohl fühlt, während eines Votrages zum Beispiel?|N|EIN|GLD||||
2|Dafür müsste man das Sprechen vor Publikum üben und man bräuchte jemanden, der einem zeigt, wie man selbstbewusst auftreten kann.|N|EIN|WHG||||
3|"Und wodurch geht das besser als durch das Fach ""Darstellendes Spiel""?"|N|HAU|TH1||||
4|Natürlich gibt es wieder zwiegespaltene Meinungen.|N|HAU|GLD||||
5|Aber warum eigentlich? Es kann einem doch nur Gutes bringen.|N|HAU|PRO||||
6|Zum Beispiel würde man eine Menge an Selbstbewusstsein dazugewinnen,|N|HAU|PRO||||
7|da man lernt(mit der Hilfe eines Profis auf dem Gebiet), mit Nervosität umzugehen.|N|HAU|PRO||||
8|das würde das Sprechen vor der Klasse, zum Beispiel bei Voträgen, ungemein erleichtern.|N|HAU|PRO||||
9|Außerdem hätte man die Chance, von dem Schulstress, den man nebenbei sowieso hat, etwas wegzukommen|N|HAU|PRO||||
10|und sich zu lockern.|N|HAU|PRO||||
11|Es gibt aber auch Menschen, die das etwas anders sehen.|N|HAU|TH2||||
12|Denn es besteht natürlich auch das Risiko, dass man zum Beispiel Panikattacken auf der Bühne hat aufgrund von Lampenfieber.|N|HAU|CON||||
13|Andererseits stellt sich auch die Frage, wer die Person überhaupt bezahlt, die mindestens einmal pro Woche in die Schule kommt, um die Schüler*innen zu unterrichten.|N|HAU|CON||||
14|Wie man sieht, gibt es gute Argumente für beide Seiten.|N|HAU|SON||||
15|Darstellendes Spiel sollte verpflichtend eingeführt werden. |J|SCH|ZTH||||
16|Anfangs wäre es natürlich nicht leicht für die ängstlicheren Schüler*innen.|N|SCH|CON||||
17|Aber ALLER Anfang ist schwer|N|SCH|PRO||||
18|und man ist mit seiner Angst auch nicht alleine.|N|SCH|PRO||||
19|Ich denke, es wäre eine gute Möglichkeit, um die Kreativität zu fördern|N|SCH|PRO||||
20|und an Selbstbewusstsein dazuzugewinnen.|N|SCH|PRO||||
21|Außerdem wäre es mal eine Abwechslung von dem ganzen Schulstress,|N|SCH|PRO||||
22|den man nebenbei sowieso hat.|N|SCH|PRO||||
