Nr.|Text|ADD|AUF|FKT|REL|ZIE|THE|KON
X|||||||FAST|ABW
0|In diesem Text werde ich über meine Meinung von kochen oder Fast Food schreiben, also bestellte oder Tiefkühlgerichte zum Beispiel.|N|EIN|GLD||||
1|Dazu werde ich verschiedene Argumente aufzeigen und sie mit Beispielen erläutern, erklären und besprechen.|N|EIN|GLD||||
2|Ich finde man sollte lieber kochen statt Fast Food zu kaufen.|N|HAU|TH1||||
3|Selbstgekochte und selbstgemmachte Gerichte sind viel gesünder als Gerichte aus dem Tiefkühlfach oder bestellte Gerichte.|N|HAU|PRO||||
4|Zum Beispiel angeblich Gesunde gerichte vom Lieferant können Zusatzstoffe und andere Substanzen enthalten die nicht angegeben werden.|N|HAU|PRO||||
5|Durch das kochen, lernt man besser zu kochen.|N|HAU|PRO||||
6|Man kann Rezepte ausprobieren|N|HAU|PRO||||
7|und findet zum Beispiel ein neues Hobby oder eine Leidenschaft.|N|HAU|PRO||||
8|Man sollte viel öfter sich essen bestellen und es genießen.|N|HAU|TH2||||
9|Durchs bestellen oder durch generell Fast Food hat man mehr Zeit am Tag für wichtigere Sachen wie arbeiten oder sich mit Freunden treffen.|N|HAU|CON||||
10|Zum Beispiel ein sehr beschäftigter Mann muss viel arbeiten|N|HAU|CON||||
11|und kann es sich nicht leisten stundenlang in der Küche zu stehen.|N|HAU|CON||||
12|Bestellen und Tiefkühlwaare kann viel günstiger als selbstmachen sein.|N|HAU|CON||||
13|Zutaten sind teurer als zum Beispiel eine fertiggemachte Pizza vom Lieferer.|N|HAU|CON||||
14|Meiner meinung nach schmeckt Fast Food sehr lecker|N|HAU|CON||||
15|aber man könnte das gleiche was man sich bestellt, liefern läst oder etwas aus dem Tiefkühler einfach kochen,|N|HAU|PRO||||
16|und das viel gesünder, mit gesünderen Zutaten.|N|HAU|PRO||||
17|Die Zusammenfassung ist das selbstgekochte Gerichte viel gesünder sin|N|SCH|PRO||||
18|und mehr Leute kochen lernen sollten um ihre lieblingsgerichte nicht bestellen zu müssen sondern sie einfach selbst kochen zu können.|N|SCH|SON||||
19|Meine Empfehlung ist, man sollte öfter kochen|N|SCH|ZTH||||
20|aber ab und zu ist bestellen und Fast Food schon okay. Falls man zum Beispiel nicht die Zeit zum kochen hat.|N|SCH|CON||||
