Nr.|Text|ADD|AUF|FKT|REL|ZIE|THE|KON
X|||||||VOLU|ABW
0|In einer Klasse wird darüber diskutiert, ob man bei der freiwilligen Feuerwehr mitmachen sollte, obwohl man dafür nicht bezahlt wird.|N|EIN|AHG||||
1|Es gibt 2 Seiten bei der Diskussion und es wird sich die Frage gestellt ob man ehrenamtlich arbeiten sollte oder ob es eine Bezahlung geben sollte.|N|EIN|WHG||||
2|Die eine Seite ist der Meinung, dass die Freiwillige feuerwehr bezahlt werden sollte.|N|HAU|TH2||||
3|Ein Grund dafür ist das Risiko das die Männer und Frauen eingehen.|N|HAU|CON||||
4|Eine studie hat bewiesen, dass in jedem 3 Einsatz mindestens 1 Verletzer mit Verbrennungen oder anderen Verletzungen zu Artzt muss|N|HAU|CON||||
5|und ein Grundeinkommen wäre deshalb mehr als angemessen.|N|HAU|CON||||
6|Ein weiter Grund ist die Motivation der Arbeiter/innen.|N|HAU|CON||||
7|Ein Beispiel dafür ist, ob man in ein brennendes Haus gehen würde, mit dem Gedanken das man nichts als Belohnung oder Entgegenkommen bekommt.|N|HAU|CON||||
8|Ein weiteres Argument gegen das ehrenamtliche arbeiten, ist das der Job attraktiver wird.|N|HAU|CON||||
9|Eine Umfrage hat bewiesen, dass Menschen nach Berufen ausschauhalten die ein gutes Einkommen geben|N|HAU|CON||||
10|und viele Menschen nichts umsonst machen würden.|N|HAU|CON||||
11|Auf der anderen Seite meinen viele, dass die freiwillige Feurwehr ein ehrenamtlicher Beruf bleiben sollte.|N|HAU|TH1||||
12|Ein Grund dafür ist, das Man es aus freiem willen macht|N|HAU|PRO||||
13|und nicht für das Geld.|N|HAU|PRO||||
14|Ein Beispiel dafür ist, das Leute die Sachen freiwillig machen, es oft besser machen|N|HAU|PRO||||
15|da sie spaß daran haben.|N|HAU|PRO||||
16|Ein weiteres Argument ist, dass man keine lange Ausbildung machen muss und nach ein paar Kursen wie erste Hilfe und den standart Sachen direkt starten kann.|N|HAU|PRO||||
17|Eine Umfrage hat ergeben, dass Arbeiter die keine lange Ausbildung haben und driekt bei der Arbeit alles lernen, erfolgreicher und schneller besser werden als in der Ausbildung.|N|HAU|PRO||||
18|Ein weiterer Grund ist, dass mab sein Selbstwertgefühl steigert.|N|HAU|PRO||||
19|Eine Studie hat Bewiesen, dass Menschen die ehrenamtlich arbeiten 20% Glücklicher sind als Menschen die einen bezahlten Beruf haben.|N|HAU|PRO||||
20|Ich bin der Meinugn, dass die freiwillige Feuerwehr weiterhin ehrenamtlich bleiben sollte,|N|SCH|ZTH||||
21|die Arbeiter aber mehr wertschätzung bekommen sollten.|N|SCH|ZTH||||
22|Auf der einen Seite steigert man durch das ehrenamtliche arbeiten sein Selbstwertgefühl|N|SCH|PRO||||
23|und auf der anderen Seite sollte man eine Entschädigung für die Risiken bekommen.|N|SCH|CON||||
24|Man sollte die freiwillige Feuerwehr ehrenamtlich lassen|N|SCH|ZTH||||
25|und den Arbeitern und ein Grundeinkommen geben.|N|SCH|ZTH||||
