Nr.|Text|ADD|AUF|FKT|REL|ZIE|THE|KON
X|||||||FAST|ABW
0|Im Rahmen eines Projektes über gesunde Ernährung an meiner Schule schreie ich einen Artikel in dem ich die Vorteile von Fastfood und selbst zubereitetem Essen gegenüberstelle.|N|EIN|GLD||||
1|Wie die meisten Menschen wissen ist es wichtig sich abwechslungsreich und ausgewogen zu ernähren.|N|EIN|WHG||||
2|(Dazu gehört unter anderem fettarmes und Essen.|N|EIN|WHG||||
3|Dabei ist es auch wichtig zu sagen, dass dieses Schema nicht für alle Menschen gilt.|N|EIN|WHG||||
4|Beispielsweise bei Menschen mit Mukovszidose.|N|EIN|WHG||||
5|Für sie ist es durch ihren erhöhten Energiebedarf notwendig mehr Fette zu sich zu nehmen als gesunde Menschen.)|N|EIN|WHG||||
6|Fast Food ist besser als Selberkochen.|J|HAU|TH2||||
7|Die These dass Fastfood bessere Vorteile bietet, wird unter anderem durch das Argument unterstützt, dass es schnell und einfach zubereitet wird|N|HAU|CON||||
8|und gut schmeckt.|N|HAU|CON||||
9|Das ist beispielsweise nützlich, wenn man wenig Zeit oder auch Lust hat zu kochen.|N|HAU|CON||||
10|Gerade wenn man einen stressigen Tag hat, alles schnell gehen muss wird schnell zu Fastfood gegriffen.|N|HAU|CON||||
11|Zudem ist es auch günstiger Fastfood zu kaufen,|N|HAU|CON||||
12|denn oft sind frische Zutaten teurer|N|HAU|CON||||
13|weil der Aufwand der produktion größer ist.|N|HAU|CON||||
14|Somit ist es für den Endverbrauchen billiger zu Fastfood zu greifen.|N|HAU|CON||||
15|Beispielsweise Salat. Diesen gibt es auch bereits fertig und abgepackt in vielen Supermärkten zu kaufen.|N|HAU|CON||||
16|Diese Salate sind häufig Preisgünstiger als wenn man die einzelnen Zutaten frisch im Markt kauft.|N|HAU|CON||||
17|Selbst wenn die Zutaten nicht Bio sind ist es so, dass sie mahr Geld kosten.|N|HAU|CON||||
18|Selberkochen ist besser als Fast Food.|J|HAU|TH1||||
19|Auf der anderen Seite enthalten die frisch gekauften, unzubereiteten Lebensmittel im Supermarkt mehr Vitamine, Nährstoffe, und Mineralien als die bereits verarbeiteten.|N|HAU|PRO||||
20|Noch besser ist es, wenn man bei sich im Garten selbst Nahrungsmittel anbaut.|N|HAU|PRO||||
21|Sie sind auf jeden Fall unbehandelt|N|HAU|PRO||||
22|und man kann sie in der Regel bedenkenlos zu sich nehmen.|N|HAU|PRO||||
23|Außerdem ist es oft so dass einem das selbstgekochte Essen besser schmeckt.|N|HAU|PRO||||
24|Wahrscheinlich weil man genau weiß was drin ist. Beispielsweise wieder der Salat.|N|HAU|PRO||||
25|Wenn man seine Zutaten selbst aus dem Garten erntet kann man sich sehr sicher sein dass sie unbehandelt sind.|N|HAU|PRO||||
26|Das führt direkt zum nächsten Argument.|N|HAU|GLD||||
27|Bei Nahrungsmitteln aus dem Garten weiß man dass sie auf jeden Fall dass sie unbehandelt, frei von chemischen Stoffen bzw. Düngern ist und keine Konservierungsstoffe enthält.|N|HAU|PRO||||
28|Da kann man sich bei Früchten aus dem Supermarkt nie 100%ig sicher sein.|N|HAU|PRO||||
29|Meine Persönliche Meinung ist dass es wichtig ist selbst zu kochen|N|SCH|ZTH||||
