Nr.|Text|ADD|AUF|FKT|REL|ZIE|THE|KON
X|||||||FAST|UEN
0|Gesunde Ernährung an Schulen ?|N|EIN|GLD||||
1|In der heutigen Erörterung will ich über das Thema Ernährung an Schulen Diskutieren, da es in unserer Schule grade ein großer streitpunkt ist und auch ich mich für dieses Thema Intressiere.|N|EIN|GLD||||
2|Zudem vorfolgt eine Zeitschrieft das geschehen an unsere Schule was mich zusätzlich motivietrt diese Erörterung zu Schreiben.|N|EIN|AHG||||
3|In den letzten Jahren ist die Ernährung ein immer wichtigerer bestandteil von unsere Leben geworden, dies macht sich jetzt auch an den Schulen bemerkbar.|N|EIN|WHG||||
4|Gesunde Ernährung heißt für mich nicht nur Salat und ab und zu auch mal gutes Fleisch sonderen auch das man sich Ausgewogen ernährt und auch zuhause ebenfalls auf seine Ernährung achtet.|N|EIN|WHG||||
5|Es gibt auch gegner vom Gesunden essen an den Schulen, in dieser Erörterung will ich ihnen beide Seiten vorstellen damit sie sich ein gutes bild machen können.|N|EIN|GLD||||
6|Gesunde Ernährung ist wichtig für Kinder an den Schulen.|N|HAU|TH1||||
7|Denn bei einer ausgewogenen Ernährung können sich Schuler besser konzentrieren|N|HAU|PRO||||
8|und länger dem Unterricht folgen.|N|HAU|PRO||||
9|Dies zeigt eine Studie an der Conrad Schule in Berlin, dort hat sich die hälfte der Kinder ausgewogener als der andere Teil ernährt.|N|HAU|PRO||||
10|Das Ergebnis war das die Kinder die sich ausgewogen ernährt haben Leiser und besser gearbeitet haben,|N|HAU|PRO||||
11|die Lehrer fanden die Arbeits Atmosphäse deutlich angenehmer als bei der hälfte die sich nicht sich ausgewogen ernährt hat.|N|HAU|PRO||||
12|Ein weiters Argument ist das Schüler besser den Schulstoff verarbeiten können|N|HAU|PRO||||
13|da ihr Gehirn mehr Leistung bringen kann.|N|HAU|PRO||||
14|Das zeigt ein Experiment an der Uni für Ernährung in Bayern, dort haben Studenten die sich gesund ernährt haben im Durchschnitt bessere Leistungen gebrauch als die, die nicht auf ihre Ernährung geachtet haben.|N|HAU|PRO||||
15|Ein weiterer Punkt ist das Kinder vorallem im Alter der Pupatät in so fern sie sich gesund Ernähren nicht so viele Probleme mit Wachstumsschmerzen haben,|N|HAU|PRO||||
16|diese erfahrung habe ich gemacht und auch viele meiner mit Schüler.|N|HAU|PRO||||
17|Wir haben gemerkt das wir weniger probleme haben in so fern wir uns gesund Ernähren.|N|HAU|PRO||||
18|Die Gesunde ern ährung ist nicht sinnvoll.|N|HAU|TH2||||
19|Es verschändet Geld|N|HAU|CON||||
20|da die Gesundeernährung teurer ist als ein normeals Schul Essen.|N|HAU|CON||||
21|Das Geld kann man in andern bereichen wie zumbeispiel der Modernisierung der Schulen viel besser investieren.|N|HAU|CON||||
22|Diese These stützt das eine Studie gezeigt hat das Gesundes Essen ca. 50% Teurer ist|N|HAU|CON||||
23|ein essen was 4 Euro kostet kostet nun 6 was in der masse sehr viel ist.|N|HAU|CON||||
24|Wen eine Schule 500 Schüler hat zahlt sie 1000 Euro mehr pro tag.|N|HAU|CON||||
25|Ein weiterer punkt ist das der mehr wert von Gesundem und Ausgewogenem Essen zwar dar ist|N|HAU|PRO||||
26|aber nicht so groß ist als das sich das auf dauer lohnen würde.|N|HAU|CON||||
27|Das beweißt das der mehr wert von zum beispiel neuen Computern die Schneller und einfacher zu Bedienen sind deutlich größer|N|HAU|CON||||
28|weil die Schuler viel Schneller und einfacher Lernen können.|N|HAU|CON||||
29|Zudem haben Schüler dann nicht mehr die freiheit selber zu entscheiden was sie Essen wollen, was für manche ein Problem darstellt|N|HAU|CON||||
30|da sie auf ihre Ernährung keinen wert legen wollen.|N|HAU|CON||||
31|Das zeigt eine Umfrage die in Köln gemacht wurde nur etwa 64% der befragten achten auf ihre Ernährung dies ist in etwa 2/3 der Schüler|N|HAU|CON||||
32|Meine meinung ist das wen Eltern ihre Kinder gesünder Ernähren wollen einen zusatz an die Schule zahlen müssen um das Essensgeld auf zu wiegen|N|SCH|SON||||
33|Es gibt sowohl Argument die dafür sprechen, als auch Argumente die dagegen Sp rechen.|N|SCH|ZTH||||
34|Man muss seber entscheiden ob man einen wert auf Gesunde ernährueng legt.|N|SCH|ZTH||||
35|Wen man dies tut hat das Kind auf jeden fall einen Mehrwert davon.|N|SCH|PRO||||
36|Es ist keine Gled verschwendung ist|N|SCH|PRO||||
37|aber auch nicht notwendig|N|SCH|CON||||
