Nr.|Text|ADD|AUF|FKT|REL|ZIE|THE|KON
X|||||||ARTS|ABW
0|Ich bin jetzt in der 9. Klasse und kann mir für das nächste Jahr ein neues Schwerpunktfach aussuchen.|N|EIN|AHG||||
1|Unteranderen steht als Auswahl möglichkeit Darstellendes Spiel zu verfügung.|N|EIN|AHG||||
2|Darstellendes Spiel kann man sich so ähnlich wie eine Theater AG vorstellen.|N|EIN|WHG||||
3|Da das Fach an den meisten Schulen sehr beliebt ist, wird in einigen Bundesländern diskutiert ob dieses fester Bestandteil des Unterricht ab der 7. Klasse werden sollte.|N|EIN|WHG||||
4|Darstellendes Spiel sollte verpflichtend eingeführt werden. |J|HAU|TH2||||
5|Dafür spricht definitiv das viele Übungen hilfreich für das spätere Leben sein werden.|N|HAU|CON||||
6|Man lernt wie man sich in stressigen Situation zuverhalten hat|N|HAU|CON||||
7|und wie man das ganze sinnvoll organisiert.|N|HAU|CON||||
8|Außerdem hilft es enorm in seiner Klasse ein stärkeres Gemeinschaftgefühl aufzubauen.|N|HAU|CON||||
9|Es stärkt zum Beispiel das Selbstbewusstsein.|N|HAU|CON||||
10|Ihr kennt das bestimmt, ihr habt an einem Tag Mathe, Deutsch und Physik und anstelle das ihr im letzten Block noch ein aufwendiges Fach wie zum Beispiel Bio habt, bekommt ihr ein eher entspanntes Fach wie DS zugeteilt.|N|HAU|CON||||
11|Dieses kann einen extremen gegenpol zum normalen Alltag leisten,|N|HAU|CON||||
12|es lockert den Stress auf, den ihr über den ganzen Tag gesammelt habt.|N|HAU|CON||||
13|Viele Erwachsene meinen ja immer, dass sich die jungen Leute ja nicht mehr für die Kultur des Theaters interresieren.|N|HAU|CON||||
14|Durch die Verpflichtung des Darstellendes Spieles können die Schüler*innen neue Interresen auf dem Themengebiet entwickeln.|N|HAU|CON||||
15|Darstellendes Spiel sollte nicht verpflichtend eingeführt werden. |J|HAU|TH1||||
16|Gegen die Einführung des verpflichtenden Faches DS spricht zum Beispiel die Bewertung.|N|HAU|PRO||||
17|Genau wie in den Fächern Musik, Kunst und Sport ist es schwer hier den genauen Grad der Beurteilung zu finden.|N|HAU|PRO||||
18|Hier könnte ein Problem sein das die Lehrer Schulisches mit zwischem Menschlichen vermischen.|N|HAU|PRO||||
19|Ein weiterer Grund zum wiedersprechen kann auch die Ausgrenzung unter den Kindern sein.|N|HAU|PRO||||
20|Hier ist ein simples Beispiel:|N|HAU|GLD||||
21|Peter stottert, er muss die Hauptrolle in einem Theaterstück spielen, dieses wird vor der ganzen Schule vorgetragen.|N|HAU|PRO||||
22|Aufgrund seines Sprachfehlers wird er nach dem Theaterstück ausgeschlossen.|N|HAU|PRO||||
23|Was ich besonders in meinem Alltag merke ist der Druck der Schule,|N|HAU|PRO||||
24|wenn mir jetzt noch ein zusätzliches Fach aufgezwungen wird, in einem Gebiet wo bei mir sowieso keine Interresse besteht, würde ich kaum noch Freizeit haben.|N|HAU|PRO||||
25|So geht es nicht nur mir sondern auchvielen anderen Schüler*innen.|N|HAU|PRO||||
26|Ich würde mich definitiv gegen die Einführung des Faches Darstellendes Spiel aussprechen.|N|SCH|ZTH||||
27|Hierbei ist der größte Aspekt die mögliche Ausgrenzung,|N|SCH|PRO||||
28|sowie der hohe Druck von Außen.|N|SCH|PRO||||
29|Außderdem liegen meine Interresen nicht aufdem Themenfeld Schauspielerei.|N|SCH|PRO||||
30|Auf beiden Seiten gab es sehr gute Argumente.|N|SCH|SON||||
31|Besonders für die Einführung des neuen Pflichtfaches spricht der Stoff den man ins spätere Leben mitnehmen kann.|N|SCH|CON||||
32|Viele Übungen können hier sinnvoll sein.|N|SCH|CON||||
33|Dagegen Spricht zum Beispiel der Aspekt der Bewertung.|N|SCH|PRO||||
34|Was soll in dem Fach genau bewertet werden und wie?|N|SCH|PRO||||
35|Ich kann euch nur mit auf den Weg geben, wählt das was euch Interresiet und womit ihr im späteren Leben was anfangen könnt.|N|SCH|SON||||
36|Schreibt mir gerne was von dem Vorschlag haltet.|N|SCH|SON||||
