Nr.|Text|ADD|AUF|FKT|REL|ZIE|THE|KON
X|||||||FAST|ABW
0|Was ist gesünder?|N|EIN|GLD||||
1|Selbst Essen zubereiten oder Fertigessen kaufen|N|EIN|GLD||||
2|Gestern habe ich mir einen Döner gehohlt.|N|EIN|AHG||||
3|Das Fleisch schmeckte nicht sonderlich gut|N|EIN|PRO||||
4|und ich habe mich gefragt warum und kam zu dem Entschluss das es bestimmt daran lag weil das Fleisch schon so lange am Dönerspeiß hing.|N|EIN|PRO||||
5|Ich habe mich daraufhin auch noch gefragt was in dem Fleisch alles drin sei weil das war das einzige wo ich nicht wusste was die Inhaltsstoffe waren.|N|EIN|PRO||||
6|Weil Salat ist halt Salat und Tomate ist Tomate.|N|EIN|SON||||
7|Ich fande das war ein sehr großer nachteil von fast Food|N|EIN|GLD||||
8|Fertigessen ist besser als Selbst zu kochen|N|HAU|TH2||||
9|Zum Beispiel Fast Food ist viel billiger|N|HAU|CON||||
10|und so kannst du dir eine Warme Mahlzeit kaufen auch wenn finanzielle Sorgen hast.|N|HAU|CON||||
11|Durch Fast Food Kettengibt es außerdem viele Jobs|N|HAU|CON||||
12|Fast Food ist schnell|N|HAU|CON||||
13|und wenn du mal vergessen hast einzukaufen, dann kannst du einfach mittels Lieferfirmen etwas schnell bestellen und etwas essen|N|HAU|CON||||
14|Selber zu kochen ist besser als Fast Food.|J|HAU|TH1||||
15|Selbst zu kochen ist Gesünder als Fertigessen zu bestellen|N|HAU|PRO||||
16|Wenn man selbst kocht, weiß man alle Zutaten und weiß auch was man genau isst.|N|HAU|PRO||||
17|Zum Beispiel man geht bei MC Donalds essen.|N|HAU|PRO||||
18|Dann kennt man die Inhaltsstoffe nicht|N|HAU|PRO||||
19|und ist sich vielleicht auch nicht sicher das man zum Beispiel bei Chicken MC Nougets nur Geheckselte Hühnchen isst|N|HAU|PRO||||
20|und man weiß auch nicht wie die Zubereitung war,|N|HAU|PRO||||
21|wo es zubereitet wurde|N|HAU|PRO||||
22|und wenn man selbst kocht mit vielleicht sogaar Bio Zutäten welche dann auch noch Regional sind, dann tun man sogar etwas gutes|N|HAU|PRO||||
23|und dann schmeckt es einem noch umso mehr|N|HAU|PRO||||
24|Du kannst mit Freunden kochen, das verbindet und ist ein Erlebnis und ein Grund zur Förderung des Sozialverhalten.|N|HAU|PRO||||
25|Und dann könnt ihr es gemeinsam essen|N|HAU|PRO||||
26|und euch freuen.|N|HAU|PRO||||
27|Wenn du nur Bestellst, lernst du nie zu kochen.|N|HAU|PRO||||
28|Das ist ein großer Nachteil im Leben.|N|HAU|PRO||||
29|Siehe Argument 1 und 2.|N|HAU|GLD||||
30|Meiner Meinung nach,kann man ja ab und zu manchmal zum MC´s gehen oder dir auf dem zuhause weg einen Döner holen|N|SCH|CON||||
31|aber man sollte dennoch dies nur vielleicht zweinmal die Woche tun und sonst selbst kochen|N|SCH|ZTH||||
32|weil man viel lernt|N|SCH|PRO||||
33|und auch Gesünder lebt|N|SCH|PRO||||
34|und eben Kochen etwas ist was Menschen verbindet,|N|SCH|PRO||||
35|und Essen ist eine sehr große Rolle in unseren Leben.|N|SCH|PRO||||
36|Ich kann nicht die Leute verstehen welche nicht ab und zu aus vergnügen essen.|N|SCH|SON||||
37|Wenn man nicht auf billiges, gering qualitatives Fertigessen/Fastfood angewiesen ist, sollte man nur selten dieses konsumieren und sonst selbst gekochtes Essen essen|N|SCH|ZTH||||
38|Gesund Kochen, Gesund Essen, Gesund Leben.|N|SCH|ZTH||||
