Nr.|Text|ADD|AUF|FKT|REL|ZIE|THE|KON
X|||||||FAST|UEN
0|Im anlass zu einer Argumentation zum Thema Ernährung, mache ich einen Artikel.|N|EIN|GLD||||
1|In dem Artikel geht es darum, ob man lieber fast food oder selbgemachtes Essen essen sollte, da es ein gäufig diskutiertes Thema ist.|N|EIN|GLD||||
2|Selber kochen ist besser als Fast Food.|J|HAU|TH1||||
3|Selbst gekochtes Essen ist gesünder als Fast Food!|N|HAU|PRO||||
4|Dadurch Man weiß was in dem essen enthalten ist, Inhaltstoffe,|N|HAU|PRO||||
5|und man kann selbste entscheiden was man kocht.|N|HAU|PRO||||
6|Außerdem sind dort keine Zusatzstoffe enthalten.|N|HAU|PRO||||
7|Außerdem ist es frischer|N|HAU|PRO||||
8|da du es normalerweise frisch vorher eingekauft hast im Supermarkt.|N|HAU|PRO||||
9|Du hast auch ein besseres gefühl|N|HAU|PRO||||
10|da du etwas selbst gekocht hast|N|HAU|PRO||||
11|und du kannst mit anderen beispielsweise zusammen kochen|N|HAU|PRO||||
12|und viel Spaß haben.|N|HAU|PRO||||
13|Fast Food ist besser als selber kochen.|J|HAU|TH2||||
14|Jedoch geht Fast Food schneller und praktischer.|N|HAU|CON||||
15|Es ist günstiger und preiswerter, gerade für Menschen die nicht viel Geld haben.|N|HAU|CON||||
16|Darüberhinaus hat es einen geringen Zeitaufwand,|N|HAU|CON||||
17|da du schon vorher bestellen kannst und du es dann nur noch abholen musst.|N|HAU|CON||||
18|Man kann es außerdem meistens aus der Hand essen|N|HAU|CON||||
19|und es ist praktisch|N|HAU|CON||||
20|da du es schon vorbereitet bekommst und nichts mehr etwas machen musst beispielsweise nach einem langen Tag.|N|HAU|CON||||
21|Aus meiner Sicht sollte man eine gesunde Mitte finden zwischen den beiden Essrichtungen.|N|HAU|ZTH||||
22|Man kann auch sich mal Fast food Essen gönnen,|N|HAU|PRO||||
23|jedoch auf Dauer wird es sehr ungesund wenn man es zu oft tut.|N|HAU|PRO||||
24|Beide Seiten der Argumentation kann ich verstehen.|N|SCH|SON||||
25|Jedoch sollte jeder selbst enscheiden was gut für sein Körper ist.|N|SCH|ZTH||||
26|Fast food sollte man essen in Maßen und kontrolliert essen.|N|SCH|SON||||
27|Kochen ist zeitaufwendiger,|N|SCH|CON||||
28|aber man sollte es trotzdem mindestens einmal pro Woche tun.|N|SCH|PRO||||
