Nr.|Text|ADD|AUF|FKT|REL|ZIE|THE|KON
X|||||||ARTS|ABW
0|In diesem Artikel möchte ich mich mit dem Thema Darstellendes Spiel als Unterricht seit der 7. Klasse beschäftigen.|N|EIN|GLD||||
1|Seit einiger Zeit wird diskutiert ob es Darstellendes Spiel als Fach seit der 7. Klasse geben sollte.|N|EIN|WHG||||
2|Ich möchte deswegen positive und negative Aspekte angegen und zusammenfasssen.|N|EIN|GLD||||
3|Es sollte Darstellendes Spiel als Fach seit der 7. Klasse eingeführt werden,|N|HAU|TH2||||
4|weil es für diejenigen, die talentiert im Theaterspielen sind so zeigen können was sie drauf haben.|N|HAU|CON||||
5|Es könnte zudem als Ausgleich zu den anderen langweiligen Fächern gelten|N|HAU|CON||||
6|und einen anderen kreativen Zweig der Schüler zeigen.|N|HAU|CON||||
7|Schüler die es gut können, würden gute Noten bekommen|N|HAU|CON||||
8|und könnten schlechte Noten in anderen Fächern ausgleichen.|N|HAU|CON||||
9|Für Feste könnten Theaterstücke eingeübt werden|N|HAU|CON||||
10|und es würde denke ich auch die Klassengemeinschaft der Klassen stärken.|N|HAU|CON||||
11|Schüler würden sich entspannen können|N|HAU|CON||||
12|und ihrer Fantasie freien Lauf lassen.|N|HAU|CON||||
13|Darstellendes Spiel sollte kein Fach ab der 7. Klasse sein.|N|HAU|TH1||||
14|Für die Schüler, die begabt sind, könnte es eine Chance sein,|N|HAU|CON||||
15|allerdings für diejenigen die Angst haben vor anderen zu sprechen oder auf Bühnen zu stehen, genauso wie für diejenigen die nicht so kreativ sind, wäre es eher eine Qual.|N|HAU|PRO||||
16|Man muss außerdem bedenken, dass das Fach viel Zeit in der Vorbereitung, Lernen des Textes und zusätzliche Projekte von den Schülern abverlangt,|N|HAU|PRO||||
17|wo diese doch mit den anderen schon viel zu tun haben|N|HAU|PRO||||
18|und sich auf die wichtigen konzentieren sollten.|N|HAU|PRO||||
19|Wo wir gerade bei der Zeit sind kommt dazu das es zusätzlich ist,|N|HAU|PRO||||
20|was heißt das es eine Wochenstunde mehr geben würde.|N|HAU|PRO||||
21|Meine Meinung ist, dass es keine Darstellendes Spiel ab Klasse 7 geben sollte,|N|SCH|ZTH||||
22|ganz einfach daher das ich denke das die Schüler genug andere Fächer haben|N|SCH|PRO||||
23|und die die das Talent haben sich an Clubs wenden oder es in ihrer Freizeit machen können.|N|SCH|PRO||||
24|Es wäre ein zusätzlicher Balast|N|SCH|PRO||||
25|und als Abwechslung gibt es ja schon Sport, Kunst oder Musik.|N|SCH|PRO||||
26|Am Ende kann man zusammenfassen das Darstellendes Spiel eine schöne Möglichkeit für talentierte Schüler und Kreativität im eintönigen Schulalltag bringt.|N|SCH|CON||||
27|Jedoch gibt es auch negative Punkte,|N|SCH|GLD||||
28|wie das Schüler die eher Probleme damit haben sich nicht sehr wohlfühlen würden,|N|SCH|PRO||||
29|ls auch die zusätzliche Freizeit und Arbeit der Schüler die mit dem Fach verbunden wären.|N|SCH|PRO||||
30|Darstellendes Spiel sollte einfach ein Wahlfach bleiben, so können die die sich dafür interessieren daran teilnehmen und die Schüler, die nicht wollen sie etwas anderes auswählen.|N|SCH|SON||||
