Nr.|Text|ADD|AUF|FKT|REL|ZIE|THE|KON
X|||||||ARTS|ABW
0|Wenn man auf eine weiterführende Schule wechselt, kommen auch neue Fächer hinzu wie auch DS, bei manchen ab der 9 bei andern ab der 10..|N|EIN|WHG||||
1|Und auf freiwilliger Basis.|N|EIN|WHG||||
2|So kommen viele nicht in den Kurs wegen Platzmangel, die gefällt vielen nicht.|N|EIN|WHG||||
3|Deshalb geht es heute um das Thema DS zu einem verpflichtenden Fach zu machen.|N|EIN|GLD||||
4|Darstellendes Spiel sollte nicht verpflichtend eingeführt werden.|J|HAU|TH2||||
5|Dagegen spricht erst einmal, dass nicht alle im Rampenlicht stehen wollen oder könne|N|HAU|CON||||
6|und man die Kinder dazu nicht zwingen kann.|N|HAU|CON||||
7|Eine Menge von Schülern haben auch einfach kein Talent (vergessen von Texten) zum Schauspielern|N|HAU|CON||||
8|oder sind durchs Lampenfiebder unfähig auf die Bühne zugehen.|N|HAU|CON||||
9|Für diese Leute würde es ihren sehr guten Notenschnitt ruinieren.|N|HAU|CON||||
10|Das führt zur Verägerungen der Schüler,|N|HAU|CON||||
11|einige fühlen sich vielleicht auch unverstanden.|N|HAU|CON||||
12|Kinder die komplett untalentiert sind können von ihren Mitschülern, deswegen schikaniert werden,|N|HAU|CON||||
13|was wiederum auch zur Ausschließung des Kindes führen kann.|N|HAU|CON||||
14|Dies wünscht sich kein Elternteil.|N|HAU|CON||||
15|Aber Schatten entsteht erst durch Licht.|N|HAU|SON||||
16|So gibt es auch Sachen die für die Verpflichtung dieses Faches.|N|HAU|TH1||||
17|DS ist genauso einfach wie Musik oder Kunst.|N|HAU|PRO||||
18|Es sollte gefodert werden|N|HAU|PRO||||
19|und für alle zugänglich gemacht werden.|N|HAU|PRO||||
20|Denn diese Fächer hat man ja auch, obwohl einige untalentiert sind.|N|HAU|PRO||||
21|Allerdings sollte man ab der 10. es auch wieder abwählen dürfen.|N|HAU|SON||||
22|Zudem ist DS ein lockeres entspanntes Fach das Spaß macht|N|HAU|PRO||||
23|und dem man sehr leicht gute Noten absahnen kann.|N|HAU|PRO||||
24|Und wer weiß vielleicht findet man in einem der Schüler ein bissher ungeahntes Talent.|N|HAU|PRO||||
25|Der letzte Punkt, der für die Festigung des Faches DS ist, dass viele dies Fach wollen,|N|HAU|PRO||||
26|aber nicht alle es kriegen können, weil dafür der Platz fehlt.|N|HAU|PRO||||
27|Das führt zur Enttäuschung und Frustation,|N|HAU|PRO||||
28|weil wer weiß ob einer der abgelehnten Schüler es für seine später Karriere gebraucht hätte.|N|HAU|PRO||||
29|Letzt endlich gibt es vieles negatives und Postives,|N|HAU|SON||||
30|doch es ist wie Musik ein künsterlisches Fach, welches von den Schülern gefördet sollte,|N|HAU|PRO||||
31|denn das ist wichtig für die Erziehung der Kinder.|N|HAU|PRO||||
32|Kunst und Kulltur sind doch die Sachen die einem ein buntes leben ermöglich.|N|HAU|PRO||||
33|Ja, es gibt Kinder die es nicht mögen,|N|HAU|CON||||
34|doch im großem betrachet ist dies nur eine kleine Minderheit.|N|HAU|PRO||||
35|Deshalb sollte das Fach ab der 7. Klasse verplichtend sein,|N|SCH|ZTH||||
36|aber man muss ermöglichen, dass man es ab der 10. Klasse wiederabwählen kann.|N|SCH|SON||||
37|Ich selbst bin ebenfalls dieser Meinung,|N|SCH|ZTH||||
38|weil man es nicht nur einer kleinen Gruppe von 25 Leuten sondern einer Masse vo 75 möglich macht.|N|SCH|PRO||||
39|Zudem hätte man ein Fach mehr in dem man sich z.B. nach einer anstrengenden Mathestunde entspannen kann.|N|SCH|PRO||||
40|Und der eine oder andere kann den Lehrer mit seinen ungeahnten Fähigkeiten verblüffen.|N|SCH|PRO||||
