Nr.|Text|ADD|AUF|FKT|REL|ZIE|THE|KON
X|||||||VOLU|ABW
0|Die heutige Frage, über die dieser Artikel geht, lautet : Sollte man ein Ehrenamt ausüben?|N|EIN|GLD||||
1|Ehrenamtliche Arbeit ist immer freiwillig und wird nicht bezahlt, jedoch gibt es Menschen die gerne eine Ehrenamtliche Arbeit ausführen wollen, um unserer Gesellschaft zu helfen.|N|EIN|WHG||||
2|"Die erste These zu der ich Stellung nehmen werde, ist : ""Ich bin stolz darauf, dass ich etwas für die Gesellschaft leiste."""|N|HAU|TH1||||
3|Dadurch das es freiwillig ist, und unbezahlt,|N|HAU|PRO||||
4|ist es auch etwas worauf man stolz sein kann.|N|HAU|PRO||||
5|Es gibt immer weniger Menschen die zum Beispiel zu Freiwilligen Feuerwehr gehen wollen.|N|HAU|PRO||||
6|Das ist ein problem ,|N|HAU|PRO||||
7|da wenn es so weiter geht, wir bald niemanden mehr haben, der uns in not helfen wird.|N|HAU|PRO||||
8|Ein weiteres Argument ist, Man sollte sich selbst mal in so eine lage versetzen, wenn immer weniger menschen Ehrenamtliche arbeiten machen, wer hilft uns dann, wenn unser Haus mal brennt?|N|HAU|PRO||||
9|"Meine Gegen These ist, ""Ich mache doch nicht die Arbeit, für die andere bezahlt werden"""|N|HAU|TH2||||
10|Das erste Argument zu dieser These ist, Genau deswegen kann man selbst entscheiden ob man es machen möchte oder nicht.|N|HAU|CON||||
11|Niemand is tgezwungen diese arbeit zu machen.|N|HAU|CON||||
12|Aber wenn du der Gesellschaf twirklich helfen möchtest, wäre dir die bezahlung egal.|N|HAU|PRO||||
13|Das zweite Argument welches ich zu dieser Gegenthese gefunden habe, ist, auch wenn du für diese Arbeit nicht bezahlt wirst, würdest du genügend annerkennung von deinen Mitmenschen oder Freunde/Famili ebekommen,|N|HAU|PRO||||
14|auch Spenden sind of bei Ehrenamlicher Arbeit für dich.|N|HAU|PRO||||
15|Ich persönlich finde, dass Ehrenamt von mehreren Menchen ausgeübt werden soll,|N|SCH|ZTH||||
16|da es wie schon gesagt anderen helfen würde|N|SCH|PRO||||
17|und immer weniger bis garkeine ein Ehrenamt machen wollen.|N|SCH|PRO||||
18|Die nicht bezahlung wäre für mich kein problem,|N|SCH|PRO||||
19|da ich annerkennung von anderen bekomme und andern helfen kann.|N|SCH|PRO||||
20|Mein Fazit ist, es sprechen mehr Punkte für die Ausübung eines Ehrenamtes als dagegen.|N|SCH|ZTH||||
