Nr.|Text|ADD|AUF|FKT|REL|ZIE|THE|KON
X|||||||VOLU|ABW
0|Bei meinem letzten Wandertag, mit meiner Klasse, sah ich einen Rettungseinsatz der freiwilligen Feuerwehr.|N|EIN|AHG||||
1|Diese arbeiten unentgeldlich.|N|EIN|WHG||||
2|In der Klasse diskutierten wir danach ob diese nicht bezahlt werden sollten.|N|EIN|AHG||||
3|Dabei stellten wir zwei Thesen auf.|N|EIN|GLD||||
4|Man sollte ein Ehrenamt ausführen. |J|HAU|TH1||||
5|Die erste lautete: Erenamtliche Arbeit stärkt die Gesellschaft!|N|HAU|PRO||||
6|Dies kann man vorallem dadurch stärken das Erenamtliche Arbeiter Jobs ausüben, welche nicht flechendecken bedient werden.|N|HAU|PRO||||
7|Somit können Kinder Sportfereine besuchen|N|HAU|PRO||||
8|oder Leute einen Notruf senden|N|HAU|PRO||||
9|und sich auf die freiwillige Feuerwehr verlassen.|N|HAU|PRO||||
10|Zudem ist es auch eine Chance für vuele neben der normalen Arbeit ein wenig Abwegslung in den Alltag einzubauen,|N|HAU|PRO||||
11|indem man ein Hobby betreibt.|N|HAU|PRO||||
12|Außerdem ist es wichtig sich gegenseitig zu stärken.|N|HAU|PRO||||
13|Deswegen sollte man Menschen in Not helfen und das auch Erenamtlich.|N|HAU|PRO||||
14|Die andere These: Erenamtlich zu arbeiten ist Sinnlos, man sollte sich lieber auf seinen richtigen Job konzentrieren!|N|HAU|TH2||||
15|Dies ist ebenfalls nachvolziebar, da viele Bürger hart Arbeiten|N|HAU|CON||||
16|und nicht noch Zeit ihrer so schon geringen Freizeit für einen Erenamtlichen Job zu opfern.|N|HAU|CON||||
17|Außerdem gibt es genügent Arbeitslose welche die Joblücken locker schließen könnten.|N|HAU|CON||||
18|Dazu müssen andere nicht arbeiten ohne das sie Geld verdienen,|N|HAU|CON||||
19|werend die Arbeitslosen für nichts machen Geld bekommen.|N|HAU|CON||||
20|Ich finde, dass jeder der entweder genug Freizeit hat oder sogar Arbeitslos ist Erenamtlich oder überhaupt arbeiten sollte.|N|SCH|ZTH||||
21|Dies würde die Gesellschaft stärken,|N|SCH|PRO||||
22|da man sich so gegenseitig hilft und das vorallem Menschen in Not, wie jetzt z.B. Flüchtlingen aus der Ukraine.|N|SCH|PRO||||
23|Ich denke das vorallem Arbeitslose Bürger daruf hingewiesen werden müssen, sodass ihnen klar wird das ander Ernamtlich arbeiten, damit sie für nichts Geld bekommen.|N|SCH|SON||||
