Nr.|Text|ADD|AUF|FKT|REL|ZIE|THE|KON
X|||||||VOLU|ABW
0|Jeden Tag schaffen es eine Menge von Menschen der Welt ein wenig zu helfen.|N|EIN|WHG||||
1|Manche machen dies täglich auf ihrer Arbeit.|N|EIN|WHG||||
2|Andere sind Mitglied bei einem Verein oder einer Organisation und führen dort ehrenamtliche Arbeit aus.|N|EIN|WHG||||
3|Das bedeuted, dass sie ohne jegliche Gegenleistung arbeiten gehen.|N|EIN|WHG||||
4|Ob sich dies lohnt werden ich mich folgenden Argumenten erörtern.|N|EIN|GLD||||
5|Zu erst werden ich die positiven Aspekte der Ehrenamtlichen Arbeit aufführen.|N|HAU|TH1||||
6|Man kann somit nicht nur sich selbst helfen,|N|HAU|PRO||||
7|sondern auch andere Menschen, andere Tiere oder der Natur.|N|HAU|PRO||||
8|Bei einem Naturschutzverein könnte man zum Beispiel Müll sammeln gehen.|N|HAU|PRO||||
9|In jedem Park liegen heutzutage Plastikflaschen oder anderer Müll herum.|N|HAU|PRO||||
10|Desweiteren wird man durch diese Arbeit selbstbewusster.|N|HAU|PRO||||
11|Arbeitet ma im Gesundheitswesen, zum Beispiel in einem Altersheim, lernt man, wie man mit ungewohnten Situationen umgehen muss.|N|HAU|PRO||||
12|Ältere Menschen lehren einen selbts enorm.|N|HAU|PRO||||
13|Durch ein ehrenamtliche Arbeit findet man auch neue Kontakte.|N|HAU|PRO||||
14|Interessiert man sich im späteren Leben immer noch für den gleichen Bereich ist es mölich, durch die Mitarbeiter eine bessere Stelle zu ergattern.|N|HAU|PRO||||
15|Komme ich nun zu den negativen Gründen eines Ehrenamtes.|N|HAU|TH2||||
16|Zum einen verdient man kein Geld.|N|HAU|CON||||
17|Für seine Tätigkeiten verdient man kein Geld.|N|HAU|CON||||
18|Ist man ein Student und muss nebenbei noch seine Wohnung oder andrere Gebühren bezahlen, ist das ehrenamtliche Arbeiten schwierig handzuhaben.|N|HAU|CON||||
19|Ein weiteres Gegenargument ist, dass der Zeiaufwand sehr groß ist.|N|HAU|CON||||
20|In ienigen Vereine weiß man nicht, wie lange man beschäftigt wird.|N|HAU|CON||||
21|Fährt man zum Beispiel in einen Einstatz, weil man bei der freiwilligen Feuerwehr ist, kann man zum einen nie abschätzen wann dieser ist oder wie lange dieser dauert.|N|HAU|CON||||
22|Was ebenfalls nicht wegzudenken ist, dass einige ehrenamtlicher Helfer ausgenutzt werden.|N|HAU|CON||||
23|Manche Arbeitgeber unterscheiden nicht zwischen Mitarbeiter, die bezahlt werden oder welche, die nicht bezahlt werden.|N|HAU|CON||||
24|Ich bin der Meinung, dass man ein Ehrenamt ausführen sollte.|N|SCH|ZTH||||
25|Es kann einem selber ein gutes Gewissen geben, etwas getan zu haben.|N|SCH|PRO||||
26|Wenn man im jungen Alter ein Ehrenamt ausführt, sammelt man viele Erfahrungen und lernt neue begebenheiten kennen.|N|SCH|PRO||||
27|Es gibt eine große Menge an unterschiedlichen Möglichkeiten.|N|SCH|PRO||||
28|Für jeden kann einen Interessanten Bereich geben.|N|SCH|PRO||||
29|Am Besten informiert man sich in seiner Gegend, wo oder was man für eine ehrenamtliche Arbeit ausführen kann.|N|SCH|SON||||
30|Jeder kann sich über darüber beschweren, dass nicht viel für die Umwelt getan wird oder keiner Verbesserungen in den verschiedensten Bereichen sieht.|N|SCH|WHG||||
31|Solch eine ehrenamtliche Arbeit könnte ein kleiner fortschritt sein.|N|SCH|PRO||||
