Nr.|Text|ADD|AUF|FKT|REL|ZIE|THE|KON
X|||||||ARTS|ABW
0|Ich schreibe diese Erörterung über das Thema: Sollte Theaterunterricht für alle Schüler*innen ab der Jahrgangsstufe 7 verpflichtend einegführt werden?|N|EIN|GLD||||
1|Diese Frage wurde meiner Klasse gestellt.|N|EIN|AHG||||
2|Im folgenden Text werde ich Pro- und Kontraseiten erleutern und mit 3Pro- und 3Kontra Beispielen genauer befestigen.|N|EIN|GLD||||
3|Ab der Jahrgangsstufe 7 sollte Theaterunterricht verpflichtend eingeführt werden.|N|HAU|TH2||||
4|Man kann seine kreativen Fähigkeiten frein lauf lassen.|N|HAU|CON||||
5|Emma 7.KLasse ist sehr Kreative und kann im Theaterunterricht ihre Fähigkeiten freien lauf lassen.|N|HAU|CON||||
6|Im folgenden Text werde ich Pro- und Kontraseiten erleutern und mit 3Pro- und 3Kontra Beispielen genauer befestigen.|N|HAU|GLD||||
7|Theateruntericht sollte nicht ab Jahrgangsstufe 7 verpflichtend eingeführt werden.|N|HAU|TH1||||
8|Als Wahlpflicht einführen.|N|HAU|TH1||||
9|Julius 9.Klasse macht lieber Sport als zu Schauspielern|N|HAU|PRO||||
10|und ist sehr froh darüber, dass er als zweites Wahlpflichtfach Sport wählen konnte und nicht Theater.|N|HAU|PRO||||
11|Jeder hat andere Stärken.|N|HAU|PRO||||
12|Thure 10.Klasse ist nicht besonders gut im Schauspielern.|N|HAU|PRO||||
13|Er ist froh das Theater nicht als Pflichtfach eingeführt wurde,|N|HAU|PRO||||
14|weil seiner Aussage nach ihm jetzt bestimmt die Punkte für das Abitur fählen würden.|N|HAU|PRO||||
15|Ich bin der Meinung, dass Theaterunterricht nicht als Pflichtfach eingeführt werden sollte,|N|SCH|ZTH||||
16|"da mich das Argument ""Jeder hat andere Stärken"" sehr überzeugt hat."|N|SCH|PRO||||
17|Ich führe nochmal auf.|N|SCH|GLD||||
18|Das stärkste Pro- Argument: Im folgenden Text werde ich Pro- und Kontraseiten erleutern und mit 3Pro- und 3Kontra Beispielen genauer befestigen.|N|SCH|SON||||
19|Das stärkste kontra- Argument: Jeder hat andere Stärken.|N|SCH|PRO||||
20|Thure 10.Klasse ist nicht besonders gut im Schauspielern.|N|SCH|PRO||||
21|Er ist froh das Theater nicht als Pflichtfach eingeführt wurde,|N|SCH|PRO||||
22|weil seiner Aussage nach ihm jetzt bestimmt die Punkte für das Abitur fählen würden.|N|SCH|PRO||||
23|Ich empfehle ihnen Theaterunterricht als Wahlpflichtfach anzubieten, aber nicht als Pflichtfach einzuführen.|N|SCH|ZTH||||
