Nr.|Text|ADD|AUF|FKT|REL|ZIE|THE|KON
X|||||||VOLU|ABW
0|Es gibt die Möglichkeit bei der freiwilligen Feuerwehr zu arbeiten.|N|EIN|WHG||||
1|Dies bedeutet das man freiwillig und ehrenamtlich den Dienst der Feuerwehr ausführt ohne dfür Geld einzunehmen.|N|EIN|WHG||||
2|Man sollte kein Ehrenamt ausführen.|J|HAU|TH2||||
3|Jedoch wird dies in Frage gestellt da man schwere und gefährliche Arbeit ohne einen Eigennutzen zu erringen ausführt.|N|HAU|CON||||
4|Bei der der Feuerwehr zu arbeiten ist einer der Gefährlichsten Berufe.|N|HAU|CON||||
5|Man setzt täglich sein Leben aufs Spiel|N|HAU|CON||||
6|und bei der freiwilligen Feuerwehr wird man für diese Arbeit noch nicht mal bezahlt.|N|HAU|CON||||
7|Somit könnte man diese Arbeit als ungerecht bezeichnen.|N|HAU|CON||||
8|Außerdem ist es der freiwilligen Feuerwehr nicht gestattet mit Blaulicht zu fahren.|N|HAU|CON||||
9|Somit kann diese nicht schnell am Unfallsort erscheinen|N|HAU|CON||||
10|was mit der Feuerwehr möglich wäre.|N|HAU|CON||||
11|Trotz der Nachteile muss man aber auch die positiven Aspekte betrachten.|N|HAU|TH1||||
12|Sicher ist die arbeit gefährlich|N|HAU|CON||||
13|aber dies ändert sich durch höhere Bezahlung nicht.|N|HAU|PRO||||
14|Wie der name schon sagt ist der Beruf freiwillig genauso wie die allgemeine Berufswahl.|N|HAU|PRO||||
15|Somit geht man von sich aus das Risiko ein|N|HAU|PRO||||
16|und die Leistung die man durch diese Entscheidung erbringt ergibt nur Vorteile.|N|HAU|PRO||||
17|Die richtige Feuerwehr kann entlasstet werden.|N|HAU|PRO||||
18|Es gibt mehr Hilfskräfte|N|HAU|PRO||||
19|und hat eine ehrenvolle Arbeit verrichtet die der Gesllschaft hillft ohne vom Staat etwas einzufordern.|N|HAU|PRO||||
20|Mit dem Geld welches dann gespart wird ist es zum Beispiel möglich bessere Sicherheitssysteme zu installieren|N|HAU|PRO||||
21|so das Brände noch mehr vermieden werden.|N|HAU|PRO||||
22|Falls es einem dann doch zu viel Arbeit und Risiko für zu wenig Gewinn ist kann manden Beruf auch jederzeit beenden und erleidet keinen Verlusst|N|HAU|PRO||||
23|da die meisten den Beruf als Hobby in ihrer Freizeit ausüben|N|HAU|PRO||||
24|und somit keine Finanziellen Nachteile haben.|N|HAU|PRO||||
25|Der Beruf der freiwilligen Feuerwehr ist gefährlich und ohne eigen Gewinn.|N|SCH|CON||||
26|Jedoch kann man den Gewinn-part hinterfragen da man mit der Arbeit Leben retten kann.|N|SCH|PRO||||
27|Ich bin der überzeugung das die freiwillige Feuerwehr eine tolle Zeit investition ist mit der man helfen kann|N|SCH|PRO||||
28|und für sich selbst eventuell auch ein tolles Hobby entdeckt.|N|SCH|PRO||||
29|Somit bin ich der Annahme dass es eine gute Idee ist ein Ehrenamt auszuüben.|N|SCH|ZTH||||
