Nr.|Text|ADD|AUF|FKT|REL|ZIE|THE|KON
X|||||||ARTS|UEN
0|"Hallo liebe Leserinnen und Leser, im Rahmen der Zeitschrift ""Vorhang auf!"" beschäftige ich mich heute mit einem heiß diskutiertem Thema, welches gerade unsere jüngeren Leser/innen betrifft."|N|EIN|GLD||||
1|Jeder hat sich doch sicher schon einmal gewünscht, dass es andere und lustigere Fächer in der Schule geben sollte, die einem auch Spaß machen.|N|EIN|GLD||||
2|Genau so ein Fach könnte Darstellendes Spiel sein.|N|EIN|GLD||||
3|An vielen Schulen wird dieser Theaterunterricht berreits als wahlpflichtfach angeboten, doch nun soll es vielleicht bald verpflichtend ab der 7. Klasse eingeführt werden.|N|EIN|WHG||||
4|Ich hab mich mal ein bisschen in meiner Schule umgehört und mir ein Meinungsbild zusammengestellt.|N|EIN|AHG||||
5|Angenommen DS würde nun also als verpflichtend eingeführt werden.|N|HAU|TH1||||
6|dann würden Schüler/inne und Schüler spielerisch üben vor  anderen Menschen zu stehen und zu performen.|N|HAU|PRO||||
7|Das würde ihr Selbstvertrauen im besten Fall stärken|N|HAU|PRO||||
8|und sie auf das spätere Leben vorbereiten.|N|HAU|PRO||||
9|Das gleiche wird z.B. ja auch mit Vorträgen geübt.|N|HAU|PRO||||
10|Außerdem würde vielleicht der ein oder andere sein Talent für das Schauspielern erst dadurch entdecken.|N|HAU|PRO||||
11|Würde man dazu verpflichtete sein den Unterricht zu besuchen würe man vielleicht bemerken, dass das viel Spaß machen kann.|N|HAU|PRO||||
12|Ohne eine Verpflichtung hätte man es vielleicht nie ausprobiert.|N|HAU|PRO||||
13|Und zu guter letzt bietet der Schauspielunterricht einen guten Ausgleich neben den anderen Fächern, in denen man sich sehr wenig kreativ ausleben kann.|N|HAU|PRO||||
14|Selbst im Kunstunterricht geht es hauptsächlicgh darum Praktiken und Methoden zu lernen und nicht seine Kreativität zu entfalten.|N|HAU|PRO||||
15|Bei DS wäre das durchaus möglich,|N|HAU|PRO||||
16|da die Stücke ja meistens selbst entworfen|N|HAU|PRO||||
17|und von den Schüler/innen ausgearbeitet werden.|N|HAU|PRO||||
18|Dazu kommt, dass es einer der wenigen Fächern wäre, bei denen man nicht rumsitzen muss.|N|HAU|PRO||||
19|Darstellendes Spiel sollte nicht verpflichtend eingeführt werden. |J|HAU|TH2||||
20|Wenn alles so bleibt, wie es gerade ist und DS weiterhin als Wahlfach ab der 10. Klasse existieren würde, würden dagegen Schüler/innen mit Problemen vor vielen Mensche zu stehen nicht ständig dazu gezwungen werden genau das zu tun.|N|HAU|CON||||
21|Für viele ist solch eine Situation riesig viel Stress,|N|HAU|CON||||
22|der sich für sie vermeiden lassen würde.|N|HAU|CON||||
23|Sie könnten sich dann selbst aussuchen, ob sie das Fach gerne machen wollen oder nicht.|N|HAU|CON||||
24|Außerdem ist auch nicht jeder Mensch so gerne kreativ.|N|HAU|CON||||
25|Vielen macht das auch überhaupt keinen Spaß.|N|HAU|CON||||
26|Für sie ist es zeitverschwendung|N|HAU|CON||||
27|und so können sie während dessen ein anderes Fach machen, welches sie mehr interessiert.|N|HAU|CON||||
28|Und wenn DS nicht verpflichtend ist, sondern bewusst angewählt wird, dann sind auch hauptsächlich Leute in der Gruppe, die wirklich Lust darauf haben.|N|HAU|CON||||
29|Dadurch würdn die fertigen Produkte vermutlich auch besser.|N|HAU|CON||||
30|Ich persönlich finde beide Seiten haben starke Argumente|N|SCH|ZTH||||
31|und es ist stark davon abhängig, wie man peraönlich zu dem thema Schauspielern steht.|N|SCH|SON||||
32|Daher würde ich einen Mittelweg vorschlagen, bei dem man DS schon deutlich früher anbietet, also z.B. auch schon in der Schrundschule, aber trotzdem als freiwilliges Fach.|N|SCH|SON||||
