Nr.|Text|ADD|AUF|FKT|REL|ZIE|THE|KON
X|||||||VOLU|ABW
0|Bei einem Wandertag unserer Klasse sahen wir einen Einsatz der Freiwilligen Feuerwehr.|N|EIN|AHG||||
1|Wir haben darüber diskutiert, da diese Leute in ihrer Freizeit und ohne Bezahlung arbeiten, ob man ein Ehrenamt ausüben sollte oder nicht.|N|EIN|AHG||||
2|Viele waren der Meinung man sollte kein ein Ehrenamt ausüben,|N|HAU|TH2||||
3|da es nicht bezahlt wird.|N|HAU|CON||||
4|Die meisten Leute suchen einen Job um Geld zu verdienen|N|HAU|CON||||
5|und das ist bei einem Ehrenamt nicht der Fall.|N|HAU|CON||||
6|Außerdem hätte man weniger Freizeit.|N|HAU|CON||||
7|Das könnte vor allen dingen zum Problem werden für junge Leute die noch zur Schule gehen,|N|HAU|CON||||
8|da sie nicht mehr genug Zeit hätten um sich auf Prüfungen oder ähnliches vorzubereiten.|N|HAU|CON||||
9|Auf der anderen Seite gab es auch viele die dafür wahren ein Ehrenamt auszuüben,|N|HAU|TH1||||
10|da es erstens für weniger Langeweile sorgt.|N|HAU|PRO||||
11|Es gibt Leute die haben viel zu viel Freizeit und wissen nichts mit sich selbst anzufangen.|N|HAU|PRO||||
12|Für solche Leute wäre es ein tollen Erlebniss bei der freiwilligen Feuerwehr zu arbeiten.|N|HAU|PRO||||
13|Außerdem hilft man damit anderen Menschen.|N|HAU|PRO||||
14|Bei der freiwilligen Feuerwehr retten die Angestellten Tag für Tag Leben.|N|HAU|PRO||||
15|Von sich selbst behaupten zu können man hätte ein Leben gerettet, können nicht viele.|N|HAU|PRO||||
16|Mein Fazit ist, dass es gute und schlechte Seiten gibt.|N|SCH|SON||||
17|Die schlechten, das man einfach nicht bezahlt wird|N|SCH|CON||||
18|und es zeit aufwändig ist,|N|SCH|CON||||
19|und die guten, dass es gegen langeweile hilft|N|SCH|PRO||||
20|und dass man anderen Menschen helfen kann.|N|SCH|PRO||||
21|Ich persönlich bin der Meinung man sollte ein Ehrenamt ausüben,|N|SCH|ZTH||||
22|da man unglaublich vielen Menschen helfen kann.|N|SCH|PRO||||
