Nr.|Text|ADD|AUF|FKT|REL|ZIE|THE|KON
X|||||||ARTS|ABW
0|Aktuell wird in einigen Bundesländern diskutiert, ob das Fach Darstellendes Spiel ab der Jahrgangsstufe 7 verpflichtend eingeführt werden sollte.|N|EIN|WHG||||
1|In unserem Diskussionsforum wird viel diskutiert und die Meinungen der Schülerinnen und Schüler sind sehr gespalten.|N|EIN|AHG||||
2|Außerdem warum sollte man ein freiwilliges Fach plötzlich zu einer Pflicht machen?|N|EIN|GLD||||
3|Die einen meinen das Fach Darstellendes Spiel zu besuchen sollte ab Jahrgangsstufe 7 eine Pflicht sein.|N|HAU|TH2||||
4|Viele Schüler*innen haben kein sehr großes Selbstbewusstsein oder fühlen sich unwohl vor viele menschen zu sprechen,|N|HAU|CON||||
5|durch dieses Fach jedoch können sie dieses erlernen.|N|HAU|CON||||
6|Die anderen sind der Meinung, dass das Fach Darstellendes Spiel nicht verpflichtend für alle Schülerinnen und Schüler eingeführt werden sollte.|N|HAU|TH1||||
7|Es gibt viele Schüler*innen welche sich unwohl auf einer großen Bühne fühlen|N|HAU|PRO||||
8|und den Unterricht vielleicht öfter nicht besuchen würden.|N|HAU|PRO||||
9|So geht es nämlich auch einigen Schüler*innen in unserem Diskussionsforum.|N|HAU|PRO||||
10|Außerdem ist der Unterricht jetzt schon zu viel|N|HAU|PRO||||
11|und es ist unmöglich stattdessen ein anderes Fach rauszunehmen.|N|HAU|PRO||||
12|Auch die meisten Schüler unserer Schule wünschen sich ein paar Stunden weniger|N|HAU|PRO||||
13|und wären nicht sehr zufrieden, wenn es noch mehr Stunden werden.|N|HAU|PRO||||
14|Zudem können Schüler*innen die an diesem Fach interssiert sind, es als Wahlpflichtfach in der Jahrgangsstufe 10 wählen.|N|HAU|PRO||||
15|Ich bin der Meinung, dass das Fach Darstellendes Spiel nicht verpflichtend eingeführt werden sollte,|N|SCH|ZTH||||
16|da Schüler*innen die Intresse an dem Fach haben es bereits wählen können|N|SCH|PRO||||
17|und es zudem genügend andere Fächer gibt.|N|SCH|PRO||||
18|Jeder sollte selbst entscheiden können ob er am Schauspielunterricht teilnehmen möchte oder nicht|N|SCH|SON||||
