Nr.|Text|ADD|AUF|FKT|REL|ZIE|THE|KON
X|||||||FAST|ABW
0|Ich nehme als Anlass diesen Artikel zu schreiben eine Diskussion die an meiner schule im Rahmen eines Projekts über gesunde Ernährung geführt wurde.|N|EIN|GLD||||
1|Es gibt verschiedene Meinungen zu diesem Thema und wird grade jetzt in der Corona Zeit aber auch schon vorher immer wieder zum Thema gemacht.|N|EIN|WHG||||
2|Die eine Seite sagt: Ehe ich ewig am Herd stehe, nehme ich lieber die Fertigpizza.|N|HAU|TH2||||
3|Ein Argument dafür ist der Preis für frische Zutataen.|N|HAU|CON||||
4|Denn immer frische Zutaten zu kaufen und immer selbst zu kochen kann auf dauer ganz schön teuer werden.|N|HAU|CON||||
5|Nicht alle haben außerdem die finanziellen möglichkeiten frische Zutaten zum selber kochen zu kaufen.|N|HAU|CON||||
6|Nicht genügend Zeit.|N|HAU|GLD||||
7|Viele Menschen vor allem die beruflich sehr eingespannten, haben nicht genug Zeit immer zu kochen.|N|HAU|CON||||
8|Da geht ein fertig Gericht das man nur warm machen muss einfach schneller und nimmt wenig zeit und aufwand in anspruch.|N|HAU|CON||||
9|Es ist außerdem einfacher.|N|HAU|CON||||
10|Wie immer ist es eine Frage der bequemlichkeit.|N|HAU|CON||||
11|Einfach nur eine Pizza in den Ofen zu schieben ist einfacher und für faulpelze bequemer.|N|HAU|CON||||
12|Selberkochen ist besser als Fast Food.|J|HAU|TH1||||
13|Ich kaufe mir die Zutaten lieber frisch.|N|HAU|PRO||||
14|Das ist doch viel gesünder.|N|HAU|PRO||||
15|Sagen andere.|N|HAU|GLD||||
16|Es macht ihnen Spaß ihr essen selber zzu kochen als es schon fertig zu kaufen.|N|HAU|PRO||||
17|In der Küche zu stehen und musik zu höhren während man kocht macht viel mehr spaß.|N|HAU|PRO||||
18|Geschmack.|N|HAU|GLD||||
19|Fertig Gerichte schmecken meist sehr chemisch,|N|HAU|PRO||||
20|im gegensatz dazu schmeckt selbstgekochtes essen immer frisch und meist lecker.|N|HAU|PRO||||
21|Gesundheit ist den meisten sehr wichtig.|N|HAU|PRO||||
22|In fertig essen sind jedoch stoffe und Lebensmittel enthalten die nicht immer gesund oder gut für den Körper sind.|N|HAU|PRO||||
23|Wenn man jedoch selbst kocht weiß man was enthalten ist|N|HAU|PRO||||
24|und kann zum beispiel die Gewürz menge selber für sich passend regulieren.|N|HAU|PRO||||
25|Außerdem kann man Zutataen die man aufgrund einer unverträglichkeit raus lassen und eventuell durch andere ersetzten.|N|HAU|PRO||||
26|Meine persönliche Meinung ist das selber kochen besser und sinnvoller ist als fertig essen zu kaufen.|N|SCH|ZTH||||
27|Als ein FAzit ziehe ich jedoch das sich die Leute nie richtig einig werden können und es wahrscheinlich einen ewigen Kampf darüber gegeben wird.|N|SCH|SON||||
28|als empfelung kann ich nur sagen kocht selber.|N|SCH|ZTH||||
29|Denn es ist nicht nur gesünder sondern auch umwelt freundlicher.|N|SCH|PRO||||
