Nr.|Text|ADD|AUF|FKT|REL|ZIE|THE|KON
X|||||||VOLU|UEN
0|In unserer Klasse ist eine diskusion darüber ausgebrochen was ehrenamtliche arbeit bringt|N|EIN|AHG||||
1|die einen sagen sie sind stollz in der Gesellschaft helfen zu können.|N|EIN|PRO||||
2|"Die anderen sagen das wenn andere dafür bezahlt werden warum sollte ""ich dann kostenlos arbeiten?"""|N|EIN|CON||||
3|Man sollte ein Ehrenamt ausführen.|J|HAU|TH1||||
4|Ehrenamtliche Jobs sind dazu da um deiner gemeinde auszuhelfen.|N|HAU|PRO||||
5|Vlt würde eine Feuerwer garnicht existieren wenn es keine Menschen gäbe die das machen,|N|HAU|PRO||||
6|da sich die Gemeinde das nicht leisten könnte.|N|HAU|PRO||||
7|Außerdem ist das ganze eine Freizeit beschäftigung,|N|HAU|PRO||||
8|ein Hobby bei dem du sogar zum Bsp. Menschenleben retten kannst.|N|HAU|PRO||||
9|Man sollte kein Ehrenamt ausführen. |J|HAU|TH2||||
10|Allerdings ist es eine ungerechtigkeit dass manche Menschen dafür bezahlt werden und andere nicht.|N|HAU|CON||||
11|Alle Menschen sollten gleich sein auch bei der Arbeit.|N|HAU|CON||||
12|Auch muss gesagt werden das Wenn Jobs nicht bezahlt werden, werden sie nicht richtig ausgeführt.|N|HAU|CON||||
13|Es ist deine Entscheidung ob du diesen Job Ehrenamtlich ausführen möchtest.|N|SCH|ZTH||||
14|Wenn du keine lust dazu hast dann lass es.|N|SCH|ZTH||||
15|Für ich ist wichtig das man Menschen helfen kann.|N|SCH|PRO||||
16|Außerdem würde zumindest mir der dank der Menschen als Bezahlung reichen.|N|SCH|PRO||||
17|Mein Fazit zu dieser Debatte ist das niemand einen anderen dazu zwingt diese arbeit zu verrichten und jeder kann entscheiden ob er das machen möchtest oder halt auch nicht.|N|SCH|ZTH||||
18|Wenn jemand dafür bezahlt werden möchtest muss er sich für diese Jobs bewerben und dann diesen Job professionel ausführen.|N|SCH|SON||||
