Nr.|Text|ADD|AUF|FKT|REL|ZIE|THE|KON
X|||||||BOOK|ABW
0|In unserer Schule wurde bei der letzten Schulkonferenz von unseren Schülervertreter* innen der Vorschlag gemacht den gesamten Buchstand der Schule auf E-books umzustellen.|N|EIN|AHG||||
1|Doch es wurden auch einige Bedenken geäußert.|N|EIN|AHG||||
2|Sind E-books wirklich so etwas gutes?|N|EIN|GLD||||
3|Doch da man jedes Jahr E-books kaufen kann, aber sie am Ende doch nicht benutzt, werde ich in Folgendem Teil zu diesem Thema argumentieren.|N|EIN|AHG||||
4|Die eine Seite der Schule meint, dass Bücher viel besser sind|N|HAU|CON||||
5|und E-books freiwillig bleiben sollten,|N|HAU|TH2||||
6|da laut einer Studie 68% der Befragte zwischen 20 und 30 Jahren unter digitalem Augenstress litten.|N|HAU|CON||||
7|Hier ist deutlich zu erkennen, das es für die Augen besser ist in Büchern zu lesen, als in digitalen Büchern.|N|HAU|CON||||
8|Außerdem gehören bücher zu unserem Weltkulturerbe|N|HAU|CON||||
9|und solltem unbedingt erhalten bleiben.|N|HAU|CON||||
10|Zusetzlich sind für etwas ärmere familien die E-books zu teuer ,|N|HAU|CON||||
11|da man diese nicht gebraucht kaufen kann.|N|HAU|CON||||
12|Auf der anderen Seite jedoch haben E-books viele gute Dinge an sich.|N|HAU|TH1||||
13|Zum Beispiel sind E-books sehr viel Moderener|N|HAU|PRO||||
14|und man lernt besser mit Technik umzugehen,|N|HAU|PRO||||
15|was man im Späteren leben unausweichlich benötigt.|N|HAU|PRO||||
16|Hinzu kommt, dass man mit E-books viel mehr machen kann,|N|HAU|PRO||||
17|wie Zeilen makieren und Notitzen hinzufügen.|N|HAU|PRO||||
18|Letztlich leiden viele Schüler*Innen in Ihrem späteren Leben an Rückenschmerzen,|N|HAU|PRO||||
19|da sie wärend ihrer Schullaufbahn immer viele schwere Bücher schleppen mussten.|N|HAU|PRO||||
20|Aus diesen Gründen spreche ich mich hiermit für die digitalisierung mit E-books aus.|N|SCH|ZTH||||
21|Denn obwohl E-books auch viele nachteile haben, wurde ich mehr von den vorteilen überzeugt.|N|SCH|ZTH||||
22|Also hat sich meine Fragestellung in der Einleitung verifiziert.|N|SCH|SON||||
