Nr.|Text|ADD|AUF|FKT|REL|ZIE|THE|KON
X|||||||VOLU|EIN
0|Hallo Liebe Leser/innen, letzten Wandertag haben einige von uns ein paar Feuerwehrleute beobachtet, die einen Rettungseinsatz hatten.|N|EIN|AHG||||
1|Dabei ist uns aufgefallen, dass auch viele Feuerwehrleute der freiwilligen Feuerwehr anwesend waren.|N|EIN|AHG||||
2|Das hat eine große Debatte in unserer Klasse ausgelöst und daher möchte ich hier einmal ein paar Argumente gegenüber stellen.|N|EIN|GLD||||
3|Man sollte keiner ehrenamtlichen Tätigkeit nachgehen, da man keinerlei Geld dafür bekommt.|N|HAU|PRO||||
4|z.B. bei der Feuerwehr könnte man sich auch einfach dafür bezahlen lassen, was man dort leistet.|N|HAU|PRO||||
5|Andererseits trägt man damit etwas zur Gesellschaft bei|N|HAU|CON||||
6|und der Staat muss niemanden dafür bezahlen.|N|HAU|CON||||
7|Das bedeutet also, dass der Staat entlastet|N|HAU|CON||||
8|und der Allgemeinheit geholfen wird.|N|HAU|CON||||
9|Dagegen spricht aber, dass man durch so eine Beschäftigung noch viel weniger Zeit für Hobbys oder Familie hat,|N|HAU|PRO||||
10|denn man muss schließlich trotzdem noch arbeiten, um Geld zu verdienen.|N|HAU|PRO||||
11|Wenn man z:B. nach der Arbeit oder am Wochenende freiwillig Menschen rettet hat man keine Zeit mehr für die Familie.|N|HAU|PRO||||
12|Es könnte sich allerdings auch sehr positiv auswirken,|N|HAU|CON||||
13|weil es für manch einen vielleicht eine Art Hobby ist.|N|HAU|CON||||
14|Was bedeuten würde, dass es eine Art Ausgleich, ein Hobby oder eine gute Beschäftiung sein kann.|N|HAU|CON||||
15|Das würde sich positiv auf die Psyche auswirken.|N|HAU|CON||||
16|Es kann allerdings auch mehr stressen als ohne ehrenamtliche Tätigkeit.|N|HAU|PRO||||
17|Man muss z.B. - zwei Jobs koordinieren|N|HAU|PRO||||
18|und mit immer neuen Leuten direkt gutz auskommen|N|HAU|PRO||||
19|und zusammen arbeiten können.|N|HAU|PRO||||
20|Das könnte für manche sehr stressig sein.|N|HAU|PRO||||
21|Ich persönlich finde es etwas unnötig einer ehrenamtlichen Tätigkeit nachzugehen, wenn es mir keinen Spaß macht dort zu sein.|N|SCH|ZTH||||
22|Außerdem würde ich schon gerne etwas für meine Arbeit bekommen.|N|SCH|PRO||||
23|Tendenziell würde ich aber sagen, wem es Spaß macht oder das einfach gerne machen möchte kann es natürlich gerne machen.|N|SCH|SON||||
