Nr.|Text|ADD|AUF|FKT|REL|ZIE|THE|KON
X|||||||FAST|UEN
0|An einer Schule wird im Rahmen eines Projektes diskutiert, ob es besser ist selber zu kochen oder Fast Food besser ist.|N|EIN|AHG||||
1|Viele haben sich sicherlich scon mal die Frage gestellt, ob es sich wirklich lohnt selber zu kochen oder Fast Food nicht eigentlich besser ist.|N|EIN|SON||||
2|Einige sind der Meinung, ehe sie ewig am Herd stehen, nehmen sie lieber die Fertigpizza.|N|HAU|TH1||||
3|Dafür spricht, dass Fast Food einen deutlich geringeren Zeitaufwand hat.|N|HAU|PRO||||
4|Fast Food zubereiten dauert in den meisten Fällen nur 10 Minuten maximal 20.|N|HAU|PRO||||
5|Wenn man selbst kocht dauert dies meist mindestens 30 Minuten.|N|HAU|PRO||||
6|Abgesehen vom Zeitaufwand ist Fast Food auch deutlich preiswerter.|N|HAU|PRO||||
7|Nicht jeder hat das Geld um frische Lebensmittel für jede Mahlzeit zu kaufen.|N|HAU|PRO||||
8|Andere sind widerrum der Meinung, dass selber kochen besser ist.|N|HAU|TH2||||
9|Es gibt viele Menschen die der Meinung sind sie können nicht kochen und greifen deswegen zum Fast Food.|N|HAU|PRO||||
10|Aber genau das könnten sie als Chance sehen und lernen wie man kocht.|N|HAU|CON||||
11|Außerdem kann man das Essen individuell an seinen eigenen Geschmack anpassen|N|HAU|CON||||
12|und man hat eine viel größere Auswahl an Essen.|N|HAU|CON||||
13|Der wohl größte Pluspunkt für das selber kochen ist, dass es viel gesünder ist als Fast Food.|N|HAU|CON||||
14|Während in Fast Food kaum Nährstoffe enthalten sind,|N|HAU|CON||||
15| sind in selbst gekochten Mahlzeiten sehr viele verschiedene und wichtige Nährstoffe enthalten.|N|HAU|PRO||||
16|Am Ende kann man niemanden zwingen für sich selbst zu kochen oder sich ausschließlich von Fast Food zu ernähren.|N|SCH|ZTH||||
17|Dennoch würde ich es nicht empfehlen sich nur von Fast Food zu ernähern und öfters auch mal selber kochen.|N|SCH|ZTH||||
