Nr.|Text|ADD|AUF|FKT|REL|ZIE|THE|KON
X|||||||VOLU|ABW
0|Ich schreibe diesen Text weil sehr viele personen nicht wissen wie die Soziale un Finanzielle position von Ehrenamtlichen Arbeitern liegt, Deswegen werden in dem Folgenden Text Erörtert was die Vor- und Nachteile von solchen Tätigkeiten sind.|N|EIN|GLD||||
1|Man sollte ein Ehrenamt ausführen.|J|HAU|TH2||||
2|Ehrenamtliche Berufe sind etwa gutes im sinne davon das sie meißt gefährliche Jobs annehmen ohne dafür bezahlt zu werden und als Bezahlung nur den Dank der betroffenen Personen haben wollten.|N|HAU|CON||||
3|"Diese ""Arbeitsplätze"" Belasten die wirtschaft nicht im Negativen sinne"|N|HAU|CON||||
4|da kein Geld für den Gehalt der Personen genommen wird|N|HAU|CON||||
5|"und Trotzdem können die Ehrenamtlichen Arbeiter jederzeit ""kündigen"""|N|HAU|CON||||
6|da sie nicht an die Organisation gebunden werden kann.|N|HAU|CON||||
7|Man sollte kein Ehrenamt ausführen. |N|HAU|TH1||||
8|Ehrenamtliche Berufe werden auch oft als schlecht angesehen|J|HAU|PRO||||
9|da sie die Abreit von richtigen gelehrten Arbeitern wegnehmen|N|HAU|PRO||||
10|sodass diese vielleicht ihre Arbeit verlieren|N|HAU|PRO||||
11|und schlimmer ist auch noch das Ehrenamtliche Arbeiter of preferiert wird|N|HAU|PRO||||
12|da man sie halt nicht bezahlen muss.|N|HAU|PRO||||
13|Dazu gibt es Personen die trotzdem keinen Respekt vor ehrenamtlichen Arbeitern haben|N|HAU|PRO||||
14|und sie behandeln als würden sie es nur machen weil sie dafür bezahlt werden|N|HAU|PRO||||
15|und nicht ihren Dank geben,|N|HAU|PRO||||
16|dass heißt dieser Job bleibt auch noch oft Unbedankt.|N|HAU|PRO||||
17|Ich finde Personen die Ehrenamtlich tätig sind gut|N|SCH|CON||||
18|aber würde selbst nicht solche arbeit unternehmen|N|SCH|PRO||||
19| weil ich nicht für meine Arbeit unbedankt bleiben will, ob mit geld oder anderen Mitteln.|N|SCH|PRO||||
20|Ehrenamtliche Arbeit ist eine oft unbedankte, unbezahlte und schwere Arbeit|N|SCH|PRO||||
21|aber diese Arbeit wird oft als Heldenhaft gesehen.|N|SCH|CON||||
22|Aus diesen Gründen solte, wenn man keinen starken Willen oder stabiles Einkommen hat nicht einmal daran denken einen Ehrenamtlichen Job anzunehmen|N|SCH|ZTH||||
23|weil man immer als erstes an sein eigenes wohl denken soll.|N|SCH|PRO||||
