Nr.|Text|ADD|AUF|FKT|REL|ZIE|THE|KON
X|||||||FAST|UEN
0|In der heutigen Welt muss man nicht jeden Tag sich selber Essen zubereiten, entweder man kann schnell zu McDonalds gehen oder sich was bestellen.|N|EIN|WHG||||
1|"In der Zeitschrift ""Der Kleine Gourmet"" wurde genau dieses thema erläutert und viele spanende Thessen genannt."|N|EIN|AHG||||
2|Es stellt sich die Frage, Fast food oder selbst kochen?|N|EIN|GLD||||
3|Eine Meinung der Bevölkerung ist, dass es beser ist selbst zu Kochen.|N|HAU|TH1||||
4|Selbst zu Kochen hilft vielen menschen aus ihrem stressigen Alltag rauszukommen|N|HAU|PRO||||
5|und sich einfach nur auf sich zu konzentrieren.|N|HAU|PRO||||
6|Beipielsweise brauchen zu für ihr Gericht mehrer Stunden und vergessen, im laufe der Zeit,all ihre Problem auf Arbeit.|N|HAU|PRO||||
7|Zudem kann man bei eigennen Kochen auch seine eigennen Zutaten benutzen,|N|HAU|PRO||||
8|dementsprechen kann man sich die beste Qualität raussuchen.|N|HAU|PRO||||
9|Man braucht also keine Angst haben, dass irgendwelche Chemikalien auf den Zutaten, beziehungsweise dann im fertigen gericht.|N|HAU|PRO||||
10|Beispielsweise man bestellt sich was im Restaurante und schaut nicht vorher auf die Bewertung von anderen, kann man in ein Restaurante bestellt haben wo es schlechte Qualität hat und man möglicherweise krank von wird.|N|HAU|PRO||||
11|und man möglicherweise krank von wird.|N|HAU|PRO||||
12|Wenn man selbst kocht, kann man das Essen immer Warm genießen.|N|HAU|PRO||||
13|Beispielsweise man bestellt sich was und das essen wird zuspät geliefert oder der Lieferweg ist zu lang, dann kann das essen kalt werden.|N|HAU|PRO||||
14|Im gegensatz zu der Meinung meint ein Teil der Bevölkerung, das es besser ist zu bestellen.|N|HAU|TH2||||
15|Für die Bestellung braucht man weniger Zeit,|N|HAU|CON||||
16|wenn man Beispielsweise auf Arbeit sietz und keine Zeit hat um sich was selber zu kochen, oder keine Küche zu Verfügung hat, kann man mit ein paar Mausklicken sich was zu Essen bestellen.|N|HAU|CON||||
17|Zudem muss man beim bestellen nicht alles sauber machen, wie beim kochen.|N|HAU|CON||||
18|Beispielsweise man kocht mehrer Gerichte für die ganze Familie, dabei braucht man mehrer Töpfe und Pfannen, welche man nach dem kochen abwaschen muss.|N|HAU|CON||||
19|Diese Arbeit hat man beim bestellen nicht.|N|HAU|CON||||
20|Meiner Meinung nach kommt es auf den Moment an,|N|SCH|ZTH||||
21|wenn man viel Zeit und Lust hat, ist es sinnvoller und gesünder was zu Kochen.|N|SCH|PRO||||
22|Wenn ,man aber keine Zeit und Lust hat, ist bestellen die perfekte Lösung|N|SCH|CON||||
23|und wenn man sich das richtige bestellt schemckt es genau zu gut, wie man es selber kocht.|N|SCH|CON||||
24|Zusammgefasst kann man sagen, wer viel Zeit hat sollte selber kochen.|N|SCH|SON||||
25|Wer wiederum keine zeit hat ist es eine gute Alternative sich was zubestellen.|N|SCH|SON||||
26|Also beide Sachen sind gut und hilfreich für den Alltag.|N|SCH|ZTH||||
