Nr.|Text|ADD|AUF|FKT|REL|ZIE|THE|KON
X|||||||ARTS|ABW
0|In den ganzen Bundeslandern wird Diskutiert, ob in den Schulen ab der 7. Klasse das Fach Darstelllendesspiel als pflicht Fach eingeführt weden soll.|N|EIN|WHG||||
1|"Deswegen verfasse ich in hand einer Erörterung einen Diskusionsbeitrag für die Zeitschrift ""Vorhang auf""."|N|EIN|AHG||||
2|Darstellendes Spiel sollte verpflichtend eingeführt werden.|J|HAU|TH2||||
3|Dafür spricht, das Kinder aus sich rauskommen,|N|HAU|CON||||
4|indem sie ihre Schauspielkünste zeigen.|N|HAU|CON||||
5|Als zweites spricht dafür, das die Schüler sich so einfach gute noten verdienen können,|N|HAU|CON||||
6|da dieses Fach nicht so viel Wissen wie andere Fächer erfordert.|N|HAU|CON||||
7|Als letztes spricht dafür, das die Schüler ihre fantasie ausleben können,|N|HAU|CON||||
8|indem sie sich zum Bsp. eigene Szenen ausdenken.|N|HAU|CON||||
9|Darstellendes Spiel sollte nicht verpflichtend eingeführt werden.|J|HAU|TH1||||
10|Dagegen spricht, das man gezwungen etwas zu tuhen|N|HAU|PRO||||
11|obwohl es einen unangenehm ist.|N|HAU|PRO||||
12|Z.B muss man auf die Bühne|N|HAU|PRO||||
13|obwohl es einem unangenehm ist.|N|HAU|PRO||||
14|Als zweites spricht dagegen, das die Noten sehr subjektiv gewährtet,|N|HAU|PRO||||
15|da es nur auf die sicht der Lahrkraft ankommt.|N|HAU|PRO||||
16|Als letztes spricht dagegen,das Hohe kosten aufkommen,|N|HAU|PRO||||
17|da man Accessoirs und Requisiten kaufen muss.|N|HAU|PRO||||
18|Als Fazit kann man Zusammenfassen das es viele Vorteile und nachteile gibt dieses Fach zu verpflichten.|N|SCH|SON||||
19|Meiner meinung nach sollte es ein Wahlpflicht fach sein|N|SCH|ZTH||||
20|da nicht jedes Kind Schauspielen möchte|N|SCH|PRO||||
21|und vielleicht auch angst hat auf die Bühne zu gehen.|N|SCH|PRO||||
22|Meine Empfehlung ist es als Wahlpflicht Fach zu machen,|N|SCH|ZTH||||
23|damit die Kinder sich aussuchen können ob sie dieses Fach machen möchten oder nicht.|N|SCH|PRO||||
