Nr.|Text|ADD|AUF|FKT|REL|ZIE|THE|KON
X|||||||VOLU|UEN
0|In unseren heutigem Thema diskutieren wir ob freiwillige Arbeit gut ist oder man dafür Geld bekommen sollte.|N|EIN|GLD||||
1|freiwillige Arbeit ist gut|N|HAU|TH1||||
2|und hilft anderen.|N|HAU|PRO||||
3|"""Ich bin stolz darauf, dass ich etwas für die Gesellschaft leiste."""|N|HAU|PRO||||
4|"oder ""ich helfe gerne Menschen damit"""|N|HAU|PRO||||
5|dies sind beispiele die für eine Freiwillige Arbeit gut sind und eher positiv auffallen.|N|HAU|PRO||||
6|Man sollte kein Ehrenamt ausführen.|J|HAU|TH2||||
7|Anderrerseits macht doch niemand etwas freiwillig ohne Geld zu bekommen.|N|HAU|CON||||
8|"""Ich mache doch nicht die Arbeit, für die andere bezahlt werden."""|N|HAU|CON||||
9|"oder ""Warum sollte ich etwas freiwillig machen, wenn ich auch Geld dafür bekommen könnte?""."|N|HAU|CON||||
10|Die meinungen vieler Schüler sind sher unterschiedlich,|N|HAU|AHG||||
11|einige mögen freiwillige Arbeit und helfen gerne mit,|N|HAU|PRO||||
12|aber andere würde nie eine Freiwillige Arbeit machen,|N|HAU|CON||||
13|weil sie kein Geld dafür kriegen.|N|HAU|CON||||
14|Meine Meinung zu den Thema ist sehr gespalten,|N|SCH|ZTH||||
15|einerseits finde ich es gut, dass es Menschen gibt, die andere gerne helfen.|N|SCH|PRO||||
16|Jedoch verstehe ich auch die Menschen die sagen das sie nur für Geld arbeiten gehen würden,|N|SCH|SON||||
17|denn die wichtige Lebenszeit der Menschen wird dadurch auch gestehlt.|N|SCH|CON||||
18|Mein Fazit ist das jeder, das machen sollte wofür er blüht oder was er gerne in seiner Freizeit machen würde.|N|SCH|ZTH||||
19|Nicht jeder ist gleich und deswegen macht das wofür ihr blüht und was euch spaß macht ;)|N|SCH|ZTH||||
